"var","categoria","Si","No"
"P06","Tiene Decidido que va a ir a votar",0.904,0.892
"P06","Tiene dudas sobre si va a ir a  votar",0.064,0.08
"P06","Tiene Decidido que no va a ir a votar",0.032,0.028
"P07","Mucho",0.515,0.546
"P07","Bastante",0.265,0.185
"P07","Poco",0.214,0.161
"P07","Nada",0.003,0.087
"P07","No sabe",0.003,0.021
"P08","Siempre",0.328,0.281
"P08","Casi siempre",0.364,0.254
"P08","Casi nunca",0.26,0.315
"P08","Nunca, pero esta es una excepción",0.048,0.15
"P13","Unión por la Patria",0.453,0.458
"P13","Juntos por el Cambio ",0.061,0.137
"P13","Juntos Somos Río Negro",0.07,0.129
"P13","Liberales",0.308,0.157
"P13","Izquierda",0.064,0.013
"P13","Otro",0.002,0.024
"P13","No sabe",0.042,0.082
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.454,0.564
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.074,0.136
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.037,0.059
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.387,0.215
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.004,0.005
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.001,0.014
"P14","En blanco",0,0.001
"P14","No sabe",0.043,0.006
"P18","Totalmente seguro",0.707,0.703
"P18","Bastante seguro",0.13,0.161
"P18","Algo seguro",0.12,0.054
"P18","Para nada seguro",0.043,0.082
"P22","Sí",0.485,0.421
"P22","No",0.515,0.579
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.031,0.146
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.118,0.263
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.086,0.189
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.414,0.19
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.011,0.002
"P23","En blanco",0.215,0.035
"P23","No sabe",0.125,0.175
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.53,0.593
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.151,0.281
"P27","En blanco",0.218,0.072
"P27","No sabe",0.101,0.054
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.207,0.271
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.358,0.255
"P28","En blanco",0.231,0.267
"P28","No sabe",0.204,0.207
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.513,0.613
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.425,0.282
"P29","En blanco",0.035,0.072
"P29","No sabe",0.027,0.033
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.353,0.312
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.097,0.118
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.356,0.416
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.083,0.102
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.052,0.023
"P30","No sabe",0.059,0.029
"P31","No estaba enterado del tema",0.067,0.153
"P31","Un tema de la vida privada de él",0.102,0.15
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.388,0.311
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.15,0.121
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.283,0.232
"P31","No sabe",0.01,0.033
"P32","Si",0.814,0.731
"P32","No",0.186,0.269
"P33","Sergio Massa",0.493,0.515
"P33","Patria Bullrich",0.08,0.141
"P33","Javier Milei",0.326,0.186
"P33","Myriam Bregman",0.033,0.125
"P33","Juan Schiaretti",0.068,0.033
"P34","Ha aumentado significativamente",0.094,0.187
"P34","Ha aumentado ligeramente",0.195,0.179
"P34","Se mantiene igual",0.344,0.247
"P34","Ha disminuido ligeramente",0.132,0.19
"P34","Ha disminuido significativamente",0.235,0.197
"P35","No, ninguna dificultad",0.318,0.446
"P35","Alguna dificultad ocasional",0.385,0.294
"P35","Sí, dificultades frecuentes",0.297,0.26
"P36","Sí, absolutamente",0.483,0.576
"P36","Sí, en cierta medida",0.291,0.348
"P36","No, en absoluto",0.226,0.076
"P37","Reducir la inflación",0.501,0.4
"P37","Implementar reformas fiscales",0.062,0.119
"P37","Establecer políticas de control de precios",0.192,0.177
"P37","Reducir el gasto público",0.209,0.261
"P37","Estimular la inversión extranjera",0.034,0.035
"P37","Aumentar los subsidios a los servicios públicos",0.002,0.008
"P38","Muy positiva",0.21,0.212
"P38","Positiva",0.203,0.261
"P38","Neutral",0.335,0.262
"P38","Algo negativa",0.021,0.039
"P38","Negativa",0.048,0.034
"P38","No sabe",0.183,0.192
"P39","Muy positiva",0.367,0.436
"P39","Positiva",0.269,0.191
"P39","Neutral",0.195,0.143
"P39","Algo negativa",0.056,0.058
"P39","Negativa",0.09,0.11
"P39","No sabe",0.023,0.062
"P40","Muy positiva",0.252,0.281
"P40","Positiva",0.232,0.191
"P40","Neutral",0.169,0.177
"P40","Algo negativa",0.128,0.068
"P40","Negativa",0.158,0.154
"P40","No sabe",0.061,0.129
"P41","Muy positiva",0.428,0.462
"P41","Positiva",0.312,0.169
"P41","Neutral",0.113,0.149
"P41","Algo negativa",0.044,0.074
"P41","Negativa",0.062,0.101
"P41","No sabe",0.041,0.045
"P42","Muy positiva",0.433,0.415
"P42","Positiva",0.201,0.243
"P42","Neutral",0.256,0.141
"P42","Algo negativa",0.046,0.049
"P42","Negativa",0.051,0.079
"P42","No sabe",0.013,0.073
"P43","Lo votaría",0.511,0.494
"P43","Puede que lo vote",0.029,0.104
"P43","Nunca lo votaría",0.412,0.343
"P43","No sabe",0.048,0.059
"P44","Lo votaría",0.075,0.159
"P44","Puede que lo vote",0.153,0.106
"P44","Nunca lo votaría",0.681,0.641
"P44","No sabe",0.091,0.094
"P45","Lo votaría",0.048,0.097
"P45","Puede que lo vote",0.149,0.182
"P45","Nunca lo votaría",0.578,0.562
"P45","No sabe",0.225,0.159
"P46","Lo votaría",0.398,0.242
"P46","Puede que lo vote",0.035,0.131
"P46","Nunca lo votaría",0.516,0.576
"P46","No sabe",0.051,0.051
"P47","Lo votaría",0.049,0.073
"P47","Puede que lo vote",0.128,0.169
"P47","Nunca lo votaría",0.684,0.54
"P47","No sabe",0.139,0.218
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.481,0.603
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.079,0.144
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresident por la Libertad Avanza",0.387,0.215
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.004,0.005
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.004,0.023
"PRESIDENTE","En blanco",0.002,0.004
"PRESIDENTE","No sabe",0.043,0.006
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.45,0.53
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.083,0.13
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.059,0.132
