"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Tiene Decidido que va a ir a votar",0.944,0.856,0.797,0.737
"P06","Tiene dudas sobre si va a ir a  votar",0.053,0.026,0.195,0.242
"P06","Tiene Decidido que no va a ir a votar",0.003,0.118,0.008,0.021
"P07","Mucho",0.583,0.407,0.363,0.195
"P07","Bastante",0.227,0.338,0.365,0.254
"P07","Poco",0.138,0.156,0.168,0.195
"P07","Nada",0.046,0.088,0.066,0.264
"P07","No sabe",0.006,0.011,0.038,0.092
"P08","Siempre",0.253,0.251,0.089,0.101
"P08","Casi siempre",0.311,0.296,0.371,0.197
"P08","Casi nunca",0.284,0.288,0.423,0.317
"P08","Nunca, pero esta es una excepción",0.152,0.165,0.117,0.385
"P13","Unión por la Patria",0.339,0.332,0.171,0.165
"P13","Juntos por el Cambio ",0.184,0.263,0.143,0.091
"P13","Juntos Somos Río Negro",0.147,0.097,0.357,0.188
"P13","Liberales",0.204,0.122,0.089,0.04
"P13","Izquierda",0.045,0.1,0.143,0.091
"P13","Otro",0.021,0.015,0.006,0.025
"P13","No sabe",0.06,0.071,0.091,0.4
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.352,0.433,0.275,0.226
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.224,0.125,0.218,0.085
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.059,0.154,0.211,0.036
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.31,0.211,0.205,0.183
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.034,0.055,0.011,0.024
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0.014,0.029,0.025
"P14","En blanco",0.003,0,0.006,0.025
"P14","No sabe",0.013,0.008,0.045,0.396
"P22","Sí",0.514,0.336,0.58,0.399
"P22","No",0.486,0.664,0.42,0.601
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.15,0.054,0,0.048
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.219,0.152,0.112,0.239
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.161,0.252,0.137,0.4
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.261,0.174,0.343,0.162
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.006,0,0,0.039
"P23","En blanco",0.108,0.098,0,0
"P23","No sabe",0.095,0.27,0.408,0.112
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.564,0.605,0.526,0.688
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.227,0.129,0.222,0.286
"P27","En blanco",0.138,0.183,0.056,0.011
"P27","No sabe",0.071,0.083,0.196,0.015
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.205,0.37,0.217,0.56
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.359,0.155,0.207,0.347
"P28","En blanco",0.274,0.336,0.203,0.078
"P28","No sabe",0.162,0.139,0.373,0.015
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.521,0.61,0.464,0.509
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.383,0.363,0.358,0.43
"P29","En blanco",0.06,0.027,0.107,0.045
"P29","No sabe",0.036,0,0.071,0.016
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.347,0.384,0.382,0.436
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.133,0.185,0.073,0.165
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.37,0.206,0.53,0.093
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.103,0.094,0,0.09
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.022,0.074,0,0.087
"P30","No sabe",0.025,0.057,0.015,0.129
"P31","No estaba enterado del tema",0.095,0.21,0.234,0.417
"P31","Un tema de la vida privada de él",0.125,0.213,0.155,0.055
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.388,0.245,0.297,0.142
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.131,0.115,0.169,0.008
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.233,0.194,0.145,0.367
"P31","No sabe",0.028,0.023,0,0.011
"P32","Si",0.826,0.685,0.444,0.807
"P32","No",0.174,0.315,0.556,0.193
"P33","Sergio Massa",0.53,0.396,0.545,0.398
"P33","Patria Bullrich",0.086,0.225,0.023,0.176
"P33","Javier Milei",0.286,0.265,0.134,0.307
"P33","Myriam Bregman",0.079,0.065,0.079,0.011
"P33","Juan Schiaretti",0.019,0.049,0.219,0.108
"P34","Ha aumentado significativamente",0.144,0.143,0.099,0.276
"P34","Ha aumentado ligeramente",0.242,0.176,0.056,0
"P34","Se mantiene igual",0.259,0.402,0.576,0.359
"P34","Ha disminuido ligeramente",0.17,0.126,0.204,0.199
"P34","Ha disminuido significativamente",0.185,0.153,0.065,0.166
"P35","No, ninguna dificultad",0.444,0.348,0.178,0.307
"P35","Alguna dificultad ocasional",0.329,0.287,0.416,0.272
"P35","Sí, dificultades frecuentes",0.227,0.365,0.406,0.421
"P36","Sí, absolutamente",0.568,0.503,0.453,0.605
"P36","Sí, en cierta medida",0.279,0.315,0.499,0.256
"P36","No, en absoluto",0.153,0.182,0.048,0.139
"P37","Reducir la inflación",0.366,0.516,0.43,0.409
"P37","Implementar reformas fiscales",0.099,0.167,0.081,0
"P37","Establecer políticas de control de precios",0.219,0.144,0.205,0.141
"P37","Reducir el gasto público",0.239,0.078,0.284,0.433
"P37","Estimular la inversión extranjera",0.056,0.088,0,0
"P37","Aumentar los subsidios a los servicios públicos",0.021,0.007,0,0.017
"P38","Muy positiva",0.229,0.23,0.245,0.32
"P38","Positiva",0.25,0.282,0.096,0.13
"P38","Neutral",0.288,0.105,0.295,0.421
"P38","Algo negativa",0.028,0.045,0.033,0.087
"P38","Negativa",0.041,0.101,0.009,0.005
"P38","No sabe",0.164,0.237,0.322,0.037
"P39","Muy positiva",0.421,0.409,0.35,0.362
"P39","Positiva",0.205,0.084,0.392,0.363
"P39","Neutral",0.184,0.196,0.148,0.131
"P39","Algo negativa",0.039,0.214,0,0.12
"P39","Negativa",0.112,0.028,0.11,0.024
"P39","No sabe",0.039,0.069,0,0
"P40","Muy positiva",0.328,0.265,0.115,0.2
"P40","Positiva",0.214,0.282,0.276,0.054
"P40","Neutral",0.201,0.015,0.103,0.182
"P40","Algo negativa",0.074,0.02,0.185,0.352
"P40","Negativa",0.111,0.237,0.113,0.192
"P40","No sabe",0.072,0.181,0.208,0.02
"P41","Muy positiva",0.559,0.429,0.177,0.254
"P41","Positiva",0.197,0.269,0.393,0.209
"P41","Neutral",0.116,0.038,0.082,0.383
"P41","Algo negativa",0.034,0.142,0.081,0.126
"P41","Negativa",0.088,0.026,0.023,0.028
"P41","No sabe",0.006,0.096,0.244,0
"P42","Muy positiva",0.537,0.336,0.175,0.068
"P42","Positiva",0.154,0.462,0.258,0.318
"P42","Neutral",0.146,0.062,0.325,0.595
"P42","Algo negativa",0.039,0.114,0.016,0
"P42","Negativa",0.088,0,0.028,0.019
"P42","No sabe",0.036,0.026,0.198,0
"P43","Lo votaría",0.571,0.342,0.34,0.445
"P43","Puede que lo vote",0.031,0.286,0.076,0.015
"P43","Nunca lo votaría",0.356,0.369,0.385,0.505
"P43","No sabe",0.042,0.003,0.199,0.035
"P44","Lo votaría",0.138,0.084,0.019,0.079
"P44","Puede que lo vote",0.097,0.234,0.144,0.374
"P44","Nunca lo votaría",0.685,0.682,0.562,0.403
"P44","No sabe",0.08,0,0.275,0.144
"P45","Lo votaría",0.079,0.067,0,0.086
"P45","Puede que lo vote",0.137,0.272,0.104,0.356
"P45","Nunca lo votaría",0.608,0.441,0.743,0.324
"P45","No sabe",0.176,0.22,0.153,0.234
"P46","Lo votaría",0.298,0.281,0.351,0.164
