"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.92,0.906,0.903,0.937,0.862,0.671
"P06","Tiene dudas sobre si va a ir a  votar",0.053,0.03,0.097,0.063,0.105,0.329
"P06","Tiene Decidido que no va a ir a votar",0.027,0.064,0,0,0.033,0
"P07","Mucho",0.639,0.387,0.6,0.564,0.496,0.153
"P07","Bastante",0.201,0.288,0.169,0.138,0.296,0
"P07","Poco",0.156,0.179,0.222,0.265,0.208,0.172
"P07","Nada",0.004,0.084,0.009,0.033,0,0.675
"P07","No sabe",0,0.062,0,0,0,0
"P08","Siempre",0.268,0.214,0.413,0.479,0.385,0.415
"P08","Casi siempre",0.341,0.346,0.271,0.177,0.266,0
"P08","Casi nunca",0.313,0.32,0.123,0.285,0.233,0.585
"P08","Nunca, pero esta es una excepción",0.078,0.12,0.193,0.059,0.116,0
"P13","Unión por la Patria",0.641,0.491,0.078,0.388,0.247,0.452
"P13","Juntos por el Cambio ",0.089,0.146,0.032,0.415,0.028,0.126
"P13","Juntos Somos Río Negro",0.091,0.074,0.112,0.035,0.006,0.348
"P13","Liberales",0.112,0.175,0.515,0.162,0.574,0
"P13","Izquierda",0.012,0.022,0.108,0,0,0.074
"P13","Otro",0.025,0.002,0.01,0,0.015,0
"P13","No sabe",0.03,0.09,0.145,0,0.13,0
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.628,0.673,0.112,0.388,0.216,0.818
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.09,0.053,0.133,0.474,0.04,0.094
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.075,0.041,0.029,0.023,0,0
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.185,0.221,0.612,0.115,0.689,0.081
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.009,0.004,0,0,0,0.007
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.005,0,0.024,0,0.024,0
"P14","En blanco",0,0.002,0,0,0.008,0
"P14","No sabe",0.008,0.006,0.09,0,0.023,0
"P18","Totalmente seguro",0.856,0.515,0.599,0.618,0.951,0.583
"P18","Bastante seguro",0.105,0.302,0.05,0.355,0,0.083
"P18","Algo seguro",0.03,0.091,0.139,0.027,0.031,0.334
"P18","Para nada seguro",0.009,0.092,0.212,0,0.018,0
"P22","Sí",0.255,0.297,0.884,0.589,0.926,0.505
"P22","No",0.745,0.703,0.116,0.411,0.074,0.495
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.087,0.199,0.004,0.461,0,0.138
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.273,0.035,0.292,0.135,0.244,0.13
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.284,0.056,0.057,0,0.191,0.192
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.258,0.217,0.43,0.208,0.218,0
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.022,0,0,0,0,0
"P23","En blanco",0.071,0.077,0.156,0.173,0.202,0
"P23","No sabe",0.005,0.416,0.061,0.023,0.145,0.54
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.76,0.724,0.128,0.423,0.066,0.464
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.106,0.137,0.45,0.464,0.413,0.522
"P27","En blanco",0.118,0.105,0.234,0.101,0.193,0.014
"P27","No sabe",0.016,0.034,0.188,0.012,0.328,0
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.221,0.21,0.364,0.23,0.15
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.194,0.211,0.567,0.504,0.553,0.114
"P28","En blanco",0.396,0.309,0.066,0.095,0.01,0.001
"P28","No sabe",0.159,0.259,0.157,0.037,0.207,0.735
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.698,0.717,0.12,0.785,0.064,0.794
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.19,0.247,0.772,0.215,0.706,0.113
"P29","En blanco",0.077,0.023,0.105,0,0.035,0.093
"P29","No sabe",0.035,0.013,0.003,0,0.195,0
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.218,0.329,0.595,0.28,0.47,0.37
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.135,0.082,0.036,0.061,0.119,0.238
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.517,0.361,0.2,0.296,0.199,0.385
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.095,0.106,0.007,0.34,0.18,0.007
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.022,0.073,0.029,0.023,0,0
"P30","No sabe",0.013,0.049,0.133,0,0.032,0
"P31","No estaba enterado del tema",0.072,0.212,0.161,0,0.02,0.323
"P31","Un tema de la vida privada de él",0.154,0.13,0.009,0.376,0.115,0.001
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.541,0.396,0.09,0.369,0.037,0.05
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.117,0.042,0.134,0.088,0.217,0.5
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.072,0.217,0.595,0.167,0.591,0.126
"P31","No sabe",0.044,0.003,0.011,0,0.02,0
"P32","Si",0.848,0.812,0.77,0.386,0.748,0.344
"P32","No",0.152,0.188,0.23,0.614,0.252,0.656
"P33","Sergio Massa",0.642,0.644,0.133,0.4,0.108,0.786
"P33","Patria Bullrich",0.084,0.029,0.256,0.168,0.122,0.074
"P33","Javier Milei",0.2,0.215,0.487,0.027,0.396,0.047
"P33","Myriam Bregman",0.052,0.064,0.003,0.331,0.359,0.093
"P33","Juan Schiaretti",0.022,0.048,0.121,0.074,0.015,0
"P34","Ha aumentado significativamente",0.216,0.206,0.024,0.073,0.02,0
"P34","Ha aumentado ligeramente",0.267,0.21,0.049,0.167,0.011,0.415
"P34","Se mantiene igual",0.293,0.287,0.297,0.279,0.109,0.473
"P34","Ha disminuido ligeramente",0.154,0.16,0.177,0.15,0.42,0
"P34","Ha disminuido significativamente",0.07,0.137,0.453,0.331,0.44,0.112
"P35","No, ninguna dificultad",0.57,0.351,0.152,0.075,0.249,0.396
"P35","Alguna dificultad ocasional",0.279,0.385,0.454,0.484,0.351,0.192
"P35","Sí, dificultades frecuentes",0.151,0.264,0.394,0.441,0.4,0.412
"P36","Sí, absolutamente",0.621,0.658,0.218,0.433,0.589,0.39
"P36","Sí, en cierta medida",0.301,0.279,0.426,0.209,0.211,0.596
"P36","No, en absoluto",0.078,0.063,0.356,0.358,0.2,0.014
"P37","Reducir la inflación",0.514,0.466,0.299,0.371,0.276,0.33
"P37","Implementar reformas fiscales",0.088,0.084,0.208,0.061,0.006,0
"P37","Establecer políticas de control de precios",0.28,0.243,0.077,0.068,0,0.065
"P37","Reducir el gasto público",0.069,0.169,0.371,0.5,0.718,0.605
"P37","Estimular la inversión extranjera",0.039,0.034,0.045,0,0,0
"P37","Aumentar los subsidios a los servicios públicos",0.01,0.004,0,0,0,0
"P38","Muy positiva",0.35,0.14,0.123,0.38,0.056,0
"P38","Positiva",0.312,0.268,0.101,0.161,0.198,0.001
"P38","Neutral",0.245,0.357,0.452,0,0.253,0.113
"P38","Algo negativa",0,0.032,0.068,0.142,0.082,0
"P38","Negativa",0.008,0.073,0.002,0.049,0.154,0.079
"P38","No sabe",0.085,0.13,0.254,0.268,0.257,0.807
"P39","Muy positiva",0.634,0.4,0.052,0.075,0.063,0.385
"P39","Positiva",0.183,0.283,0.274,0.096,0.311,0.159
"P39","Neutral",0.095,0.143,0.409,0.307,0.028,0.112
"P39","Algo negativa",0.062,0.076,0.071,0.049,0.07,0.014
"P39","Negativa",0.015,0.044,0.159,0.473,0.424,0
"P39","No sabe",0.011,0.054,0.035,0,0.104,0.33
"P40","Muy positiva",0.467,0.179,0,0.389,0.037,0.001
"P40","Positiva",0.205,0.375,0.112,0.108,0.189,0.05
"P40","Neutral",0.146,0.195,0.332,0.043,0.027,0.099
"P40","Algo negativa",0.074,0.029,0.326,0.061,0.056,0
"P40","Negativa",0.035,0.208,0.139,0.143,0.492,0.402
"P40","No sabe",0.073,0.014,0.091,0.256,0.199,0.448
"P41","Muy positiva",0.684,0.41,0.221,0.11,0.36,0.129
"P41","Positiva",0.153,0.38,0.323,0.147,0.015,0.159
"P41","Neutral",0.049,0.141,0.331,0.029,0.222,0
"P41","Algo negativa",0.076,0.034,0.072,0.128,0.037,0
"P41","Negativa",0.03,0.005,0.05,0.33,0.366,0.356
"P41","No sabe",0.008,0.03,0.003,0.256,0,0.356
"P43","Lo votaría",0.727,0.58,0.107,0.71,0.056,0.131
"P43","Puede que lo vote",0.074,0.168,0,0,0.01,0
"P43","Nunca lo votaría",0.165,0.247,0.888,0.274,0.926,0.204
"P43","No sabe",0.034,0.005,0.005,0.016,0.008,0.665
"P44","Lo votaría",0.094,0.075,0.142,0.415,0.127,0.136
"P44","Puede que lo vote",0.106,0.205,0.192,0,0.073,0.148
