"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.349,0.102,0.068,0.091,0.157
"P07","Casi siempre",0.351,0.519,0.259,0.116,0.256
"P07","Casi nunca",0.242,0.299,0.521,0.267,0.337
"P07","Nunca, pero esta es una excepción",0.058,0.08,0.152,0.526,0.25
"P09","Gran excedente habitual",0.024,0.021,0.009,0.019,0.102
"P09","Gran excedente excepcional",0.034,0.011,0.004,0.02,0
"P09","Pequeño excedente habitual",0.133,0.134,0.053,0.062,0
"P09","Pequeño excedente excepcional",0.164,0.169,0.118,0.13,0.051
"P09","Alcanza gastos familia",0.142,0.15,0.104,0.175,0.057
"P09","No alcanza gastos familia",0.068,0.062,0.091,0.05,0.132
"P09","Solo NBFamiliares",0.22,0.284,0.314,0.221,0.141
"P09","No alcanza NBFamiliares",0.204,0.164,0.304,0.316,0.438
"P09","No sabe",0.011,0.005,0.003,0.007,0.079
"P10","Tiene Decidido que va a ir a votar",0.895,0.907,0.786,0.556,0.778
"P10","Tiene dudas sobre si va a ir a  votar",0.066,0.071,0.164,0.302,0.11
"P10","Tiene Decidido que no va a ir a votar",0.039,0.022,0.05,0.142,0.112
"P13","Unión por la Patria",0.376,0.282,0.194,0.116,0.395
"P13","Juntos por el Cambio ",0.274,0.367,0.274,0.17,0
"P13","Liberales",0.188,0.188,0.228,0.254,0.05
"P13","Izquierda",0.076,0.032,0.032,0.022,0
"P13","Hacemos por Nuestro país",0.037,0.032,0.054,0.194,0.084
"P13","No sabe",0.049,0.099,0.218,0.244,0.471
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.375,0.298,0.275,0.157,0.396
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.313,0.418,0.29,0.309,0.051
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.205,0.205,0.282,0.216,0.048
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.037,0.012,0.028,0.012,0.063
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.03,0.015,0.03,0.007,0
"P14","En blanco",0.028,0.022,0.029,0.157,0.353
"P14","No sabe",0.012,0.03,0.066,0.142,0.089
"P17","Totalmente seguro",0.712,0.624,0.511,0.539,0.425
"P17","Bastante seguro",0.157,0.192,0.146,0.082,0.154
"P17","Algo seguro",0.085,0.11,0.216,0.174,0.224
"P17","Para nada seguro",0.046,0.074,0.127,0.205,0.197
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.117,0.081,0.289,0.203,0
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.093,0.058,0.067,0.064,0
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.167,0.212,0.175,0.065,0.617
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.326,0.4,0.158,0.558,0.144
"P22","En blanco",0.207,0.161,0.214,0,0
"P22","No sabe",0.09,0.088,0.097,0.11,0.239
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.114,0.083,0.062,0.114,0
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.333,0.385,0.322,0.469,1
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.165,0.146,0.232,0.13,0
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.034,0.008,0.016,0,0
"P25","En blanco",0.263,0.235,0.125,0.06,0
"P25","No sabe",0.091,0.143,0.243,0.227,0
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.151,0.171,0.056,0,0
