"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.658,0.59,0.623,0.656,0.577,0.472
"P06","Bastante",0.233,0.306,0.24,0.283,0.356,0.313
"P06","Poco",0.094,0.069,0.116,0.056,0.061,0.161
"P06","Nada",0.005,0.035,0.01,0.005,0.006,0
"P06","No sabe",0.01,0,0.011,0,0,0.054
"P07","Siempre",0.314,0.221,0.281,0.26,0.289,0.345
"P07","Casi siempre",0.402,0.401,0.517,0.531,0.422,0.441
"P07","Casi nunca",0.249,0.312,0.168,0.174,0.226,0.168
"P07","Nunca, pero esta es una excepción",0.035,0.066,0.034,0.035,0.063,0.046
"P09","Gran excedente habitual",0.036,0,0.014,0.029,0.005,0.008
"P09","Gran excedente excepcional",0.024,0.006,0.034,0.016,0.016,0
"P09","Pequeño excedente habitual",0.138,0.119,0.129,0.118,0.184,0.044
"P09","Pequeño excedente excepcional",0.153,0.18,0.133,0.131,0.17,0.129
"P09","Alcanza gastos familia",0.13,0.15,0.125,0.276,0.124,0.226
"P09","No alcanza gastos familia",0.047,0.059,0.073,0.098,0.054,0.053
"P09","Solo NBFamiliares",0.261,0.261,0.271,0.163,0.273,0.18
"P09","No alcanza NBFamiliares",0.211,0.212,0.188,0.169,0.174,0.253
"P09","No sabe",0,0.013,0.033,0,0,0.107
"P10","Tiene Decidido que va a ir a votar",0.905,0.901,0.83,0.927,0.913,0.799
"P10","Tiene dudas sobre si va a ir a  votar",0.068,0.076,0.143,0.054,0.072,0.076
"P10","Tiene Decidido que no va a ir a votar",0.027,0.023,0.027,0.019,0.015,0.125
"P13","Unión por la Patria",0.594,0.438,0.205,0.106,0.035,0.138
"P13","Juntos por el Cambio ",0.086,0.207,0.472,0.49,0.622,0.534
"P13","Liberales",0.147,0.196,0.184,0.206,0.248,0.023
"P13","Izquierda",0.075,0.062,0.043,0.064,0.06,0
"P13","Hacemos por Nuestro país",0.03,0.03,0.047,0.069,0.023,0
"P13","No sabe",0.068,0.067,0.049,0.065,0.012,0.305
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.565,0.439,0.313,0.117,0.065,0.078
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.125,0.234,0.429,0.59,0.672,0.421
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.189,0.216,0.196,0.216,0.234,0.179
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.042,0.019,0.029,0.044,0.018,0.012
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.034,0.048,0.008,0.019,0.006,0.016
"P14","En blanco",0.021,0.031,0.012,0.007,0,0.186
"P14","No sabe",0.024,0.013,0.013,0.007,0.005,0.108
"P17","Totalmente seguro",0.724,0.632,0.765,0.801,0.691,0.436
"P17","Bastante seguro",0.12,0.165,0.139,0.1,0.143,0.142
"P17","Algo seguro",0.093,0.106,0.055,0.046,0.142,0.327
"P17","Para nada seguro",0.063,0.097,0.041,0.053,0.024,0.095
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.111,0.051,0.194,0.206,0.092,0.197
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.049,0.036,0.187,0.162,0.491,0.55
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.206,0.231,0.243,0.332,0.092,0
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.325,0.322,0.329,0.213,0.175,0.169
"P22","En blanco",0.206,0.195,0.012,0.087,0,0
"P22","No sabe",0.103,0.165,0.035,0,0.15,0.084
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.085,0.149,0.2,0.045,0.026,0.133
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.525,0.394,0.274,0.439,0.34,0.24
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.135,0.154,0.256,0.157,0.092,0.133
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.015,0.055,0.006,0.01,0.087,0
"P25","En blanco",0.24,0.145,0.175,0.296,0.327,0.143
"P25","No sabe",0,0.103,0.089,0.053,0.128,0.351
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.157,0.211,0.171,0.091,0.18,0
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.52,0.296,0.395,0.42,0.556,0.873
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.113,0.185,0.245,0.201,0.146,0.127
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.021,0.048,0.032,0.066,0.079,0
"P28","En blanco",0.114,0.216,0.141,0.156,0.039,0
"P28","No sabe",0.075,0.044,0.016,0.066,0,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.183,0.259,0.51,0.376,0.467,0.434
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.123,0.225,0.195,0.334,0.287,0.154
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.434,0.306,0.223,0.106,0.105,0.254
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.164,0.117,0.016,0.114,0.011,0
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.082,0.053,0.022,0.041,0.084,0.047
"P36","No sabe",0.014,0.04,0.034,0.029,0.046,0.111
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.591,0.496,0.273,0.1,0.085,0.234
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.165,0.327,0.555,0.707,0.792,0.519
"P37","En blanco",0.169,0.137,0.113,0.131,0.098,0
"P37","No sabe",0.075,0.04,0.059,0.062,0.025,0.247
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.236,0.316,0.466,0.552,0.691,0.545
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.189,0.196,0.268,0.27,0.221,0.071
"P38","En blanco",0.446,0.349,0.165,0.076,0.055,0.107
"P38","No sabe",0.129,0.139,0.101,0.102,0.033,0.277
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.617,0.496,0.331,0.111,0.098,0.244
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.203,0.293,0.421,0.518,0.504,0.207
"P39","En blanco",0.118,0.155,0.15,0.247,0.265,0.153
"P39","No sabe",0.062,0.056,0.098,0.124,0.133,0.396
"P40","Lo votaría",0.611,0.435,0.307,0.098,0.09,0.193
"P40","Puede que lo vote",0.147,0.181,0.073,0.157,0.093,0.114
"P40","Nunca lo votaría",0.216,0.365,0.572,0.733,0.766,0.548
"P40","No sabe",0.026,0.019,0.048,0.012,0.051,0.145
