"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.694,0.623,0.571,0.652,0.638,0.434
"P06","Bastante",0.209,0.305,0.295,0.253,0.285,0.327
"P06","Poco",0.073,0.062,0.127,0.077,0.054,0.158
"P06","Nada",0.024,0.007,0.003,0.015,0.013,0.028
"P06","No sabe",0,0.003,0.004,0.003,0.01,0.053
"P07","Siempre",0.357,0.187,0.228,0.334,0.341,0.23
"P07","Casi siempre",0.32,0.461,0.477,0.413,0.42,0.5
"P07","Casi nunca",0.271,0.335,0.249,0.198,0.17,0.246
"P07","Nunca, pero esta es una excepción",0.052,0.017,0.046,0.055,0.069,0.024
"P09","Gran excedente habitual",0.02,0.018,0.019,0.021,0.015,0.011
"P09","Gran excedente excepcional",0.044,0.036,0.02,0.008,0.007,0.026
"P09","Pequeño excedente habitual",0.128,0.157,0.122,0.109,0.114,0.059
"P09","Pequeño excedente excepcional",0.167,0.213,0.098,0.178,0.16,0.114
"P09","Alcanza gastos familia",0.146,0.102,0.172,0.195,0.189,0.106
"P09","No alcanza gastos familia",0.04,0.035,0.08,0.084,0.033,0.075
"P09","Solo NBFamiliares",0.25,0.258,0.255,0.225,0.283,0.388
"P09","No alcanza NBFamiliares",0.202,0.177,0.216,0.169,0.199,0.175
"P09","No sabe",0.003,0.004,0.018,0.011,0,0.046
"P10","Tiene Decidido que va a ir a votar",0.904,0.915,0.913,0.905,0.899,0.769
"P10","Tiene dudas sobre si va a ir a  votar",0.068,0.064,0.064,0.07,0.09,0.166
"P10","Tiene Decidido que no va a ir a votar",0.028,0.021,0.023,0.025,0.011,0.065
"P13","Unión por la Patria",0.606,0.53,0.213,0.148,0.016,0.128
"P13","Juntos por el Cambio ",0.12,0.204,0.402,0.504,0.505,0.441
"P13","Liberales",0.139,0.107,0.236,0.206,0.327,0.149
"P13","Izquierda",0.027,0.076,0.051,0.07,0.088,0.053
"P13","Hacemos por Nuestro país",0.059,0.019,0.058,0.003,0.028,0.012
"P13","No sabe",0.049,0.064,0.04,0.069,0.036,0.217
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.583,0.546,0.231,0.157,0.06,0.159
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.141,0.2,0.459,0.515,0.649,0.509
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.211,0.126,0.235,0.228,0.259,0.125
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.004,0.034,0.027,0.042,0.01,0.061
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.035,0.051,0.028,0.01,0.007,0.009
"P14","En blanco",0.01,0.032,0.01,0.028,0.005,0.064
"P14","No sabe",0.016,0.011,0.01,0.02,0.01,0.073
"P17","Totalmente seguro",0.73,0.699,0.68,0.735,0.724,0.563
"P17","Bastante seguro",0.132,0.156,0.152,0.092,0.174,0.162
"P17","Algo seguro",0.084,0.085,0.11,0.121,0.066,0.145
"P17","Para nada seguro",0.054,0.06,0.058,0.052,0.036,0.13
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.1,0.142,0.049,0.202,0.14,0.074
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.033,0.065,0.127,0.071,0.678,0.025
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.115,0.238,0.352,0.141,0.139,0.052
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.389,0.33,0.169,0.296,0,0.758
"P22","En blanco",0.237,0.171,0.15,0.229,0,0.058
"P22","No sabe",0.126,0.054,0.153,0.061,0.043,0.033
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.115,0.105,0.148,0.054,0.065,0.014
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.424,0.502,0.396,0.288,0.292,0.284
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.195,0.144,0.182,0.158,0.118,0.3
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.016,0.009,0.054,0.057,0.022
"P25","En blanco",0.157,0.151,0.152,0.339,0.367,0.136
"P25","No sabe",0.109,0.082,0.113,0.107,0.101,0.244
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.212,0.149,0.08,0.205,0.178,0.14
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.346,0.424,0.439,0.428,0.361,0.456
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.274,0.185,0.171,0.172,0.112,0.109
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.085,0.033,0.016,0.018,0.037,0.051
"P28","En blanco",0.072,0.209,0.265,0.144,0.272,0
"P28","No sabe",0.011,0,0.029,0.033,0.04,0.244
