"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.637,0.595,0.692,0.533,0.634,0.442
"P06","Bastante",0.274,0.297,0.2,0.326,0.276,0.348
"P06","Poco",0.079,0.064,0.093,0.137,0.077,0.152
"P06","Nada",0.004,0.041,0.005,0.004,0.007,0
"P06","No sabe",0.006,0.003,0.01,0,0.006,0.058
"P07","Siempre",0.29,0.187,0.358,0.238,0.295,0.427
"P07","Casi siempre",0.43,0.456,0.384,0.511,0.46,0.413
"P07","Casi nunca",0.24,0.271,0.222,0.206,0.226,0.16
"P07","Nunca, pero esta es una excepción",0.04,0.086,0.036,0.045,0.019,0
"P09","Gran excedente habitual",0.031,0.007,0.012,0.021,0.01,0.009
"P09","Gran excedente excepcional",0.021,0.013,0.037,0,0.014,0.011
"P09","Pequeño excedente habitual",0.146,0.14,0.14,0.1,0.124,0.03
"P09","Pequeño excedente excepcional",0.174,0.165,0.112,0.132,0.173,0.117
"P09","Alcanza gastos familia",0.121,0.227,0.104,0.175,0.138,0.233
"P09","No alcanza gastos familia",0.034,0.055,0.079,0.115,0.058,0.093
"P09","Solo NBFamiliares",0.271,0.221,0.21,0.265,0.328,0.187
"P09","No alcanza NBFamiliares",0.202,0.157,0.279,0.192,0.149,0.218
"P09","No sabe",0,0.015,0.027,0,0.006,0.102
"P10","Tiene Decidido que va a ir a votar",0.92,0.867,0.876,0.906,0.887,0.762
"P10","Tiene dudas sobre si va a ir a  votar",0.056,0.1,0.104,0.081,0.102,0.069
"P10","Tiene Decidido que no va a ir a votar",0.024,0.033,0.02,0.013,0.011,0.169
"P13","Unión por la Patria",0.621,0.344,0.186,0.13,0.033,0.107
"P13","Juntos por el Cambio ",0.091,0.266,0.407,0.504,0.669,0.594
"P13","Liberales",0.144,0.186,0.243,0.248,0.174,0.035
"P13","Izquierda",0.07,0.063,0.062,0.024,0.074,0
"P13","Hacemos por Nuestro país",0.022,0.046,0.037,0.053,0.041,0
"P13","No sabe",0.052,0.095,0.065,0.041,0.009,0.264
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.583,0.361,0.3,0.119,0.063,0.06
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.132,0.271,0.402,0.56,0.735,0.466
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.184,0.221,0.208,0.298,0.169,0.209
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.051,0.043,0,0.026,0.012
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.038,0.03,0.019,0.023,0.007,0
"P14","En blanco",0.018,0.048,0.011,0,0,0.145
"P14","No sabe",0.022,0.018,0.017,0,0,0.108
"P17","Totalmente seguro",0.738,0.576,0.72,0.829,0.746,0.47
"P17","Bastante seguro",0.103,0.208,0.149,0.085,0.142,0.116
"P17","Algo seguro",0.094,0.102,0.1,0.039,0.108,0.314
"P17","Para nada seguro",0.065,0.114,0.031,0.047,0.004,0.1
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.065,0.098,0.298,0.091,0,0.17
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.034,0.11,0.148,0.194,0.692,0.32
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.222,0.208,0.231,0.221,0,0.51
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.326,0.357,0.258,0.346,0.115,0
"P22","En blanco",0.208,0.179,0.022,0,0,0
"P22","No sabe",0.145,0.048,0.043,0.148,0.193,0
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.175,0.157,0.104,0.07,0.037,0.121
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.495,0.336,0.309,0.399,0.378,0.201
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.11,0.125,0.271,0.163,0.082,0.221
