"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.769,0.54,0.555,0.615,0.622,0.479
"P06","Bastante",0.189,0.331,0.279,0.314,0.269,0.37
"P06","Poco",0.037,0.09,0.149,0.061,0.085,0.119
"P06","Nada",0,0.034,0.009,0.01,0.017,0.007
"P06","No sabe",0.005,0.005,0.008,0,0.007,0.025
"P07","Siempre",0.359,0.228,0.28,0.274,0.26,0.203
"P07","Casi siempre",0.4,0.451,0.455,0.461,0.433,0.421
"P07","Casi nunca",0.207,0.276,0.215,0.217,0.24,0.343
"P07","Nunca, pero esta es una excepción",0.034,0.045,0.05,0.048,0.067,0.033
"P09","Gran excedente habitual",0.028,0.014,0.012,0.017,0.028,0
"P09","Gran excedente excepcional",0.037,0.007,0.015,0.018,0.028,0.009
"P09","Pequeño excedente habitual",0.135,0.161,0.121,0.1,0.134,0.056
"P09","Pequeño excedente excepcional",0.169,0.121,0.164,0.111,0.196,0.097
"P09","Alcanza gastos familia",0.132,0.116,0.111,0.249,0.159,0.297
"P09","No alcanza gastos familia",0.038,0.033,0.091,0.083,0.068,0.056
"P09","Solo NBFamiliares",0.234,0.273,0.278,0.234,0.238,0.295
"P09","No alcanza NBFamiliares",0.227,0.264,0.189,0.185,0.149,0.127
"P09","No sabe",0,0.011,0.019,0.003,0,0.063
"P10","Tiene Decidido que va a ir a votar",0.927,0.904,0.885,0.912,0.888,0.82
"P10","Tiene dudas sobre si va a ir a  votar",0.037,0.074,0.1,0.088,0.096,0.079
"P10","Tiene Decidido que no va a ir a votar",0.036,0.022,0.015,0,0.016,0.101
"P13","Unión por la Patria",0.762,0.57,0.146,0.045,0.025,0.142
"P13","Juntos por el Cambio ",0.076,0.157,0.408,0.578,0.519,0.497
"P13","Liberales",0.03,0.074,0.311,0.258,0.32,0.109
"P13","Izquierda",0.075,0.074,0.042,0.034,0.062,0
"P13","Hacemos por Nuestro país",0.021,0.031,0.044,0.015,0.036,0.063
"P13","No sabe",0.036,0.094,0.049,0.07,0.038,0.189
