"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P06","Mucho",0.813,0.722,0.638,0.553,0.55
"P06","Bastante",0.134,0.188,0.233,0.321,0.334
"P06","Poco",0.042,0.052,0.097,0.114,0.089
"P06","Nada",0,0.038,0.023,0.009,0.024
"P06","No sabe",0.011,0,0.009,0.003,0.003
"P07","Siempre",0.309,0.41,0.248,0.164,0.251
"P07","Casi siempre",0.498,0.328,0.429,0.427,0.399
"P07","Casi nunca",0.17,0.178,0.282,0.347,0.299
"P07","Nunca, pero esta es una excepción",0.023,0.084,0.041,0.062,0.051
"P09","Gran excedente habitual",0.056,0.041,0.007,0.016,0.011
"P09","Gran excedente excepcional",0.025,0.02,0.035,0.026,0.028
"P09","Pequeño excedente habitual",0.083,0.119,0.144,0.137,0.115
"P09","Pequeño excedente excepcional",0.173,0.15,0.14,0.194,0.158
"P09","Alcanza gastos familia",0.113,0.154,0.089,0.14,0.183
"P09","No alcanza gastos familia",0.089,0.062,0.05,0.054,0.053
"P09","Solo NBFamiliares",0.134,0.227,0.367,0.223,0.259
"P09","No alcanza NBFamiliares",0.327,0.217,0.159,0.201,0.184
"P09","No sabe",0,0.01,0.009,0.009,0.009
"P10","Tiene Decidido que va a ir a votar",0.867,0.876,0.881,0.916,0.915
"P10","Tiene dudas sobre si va a ir a  votar",0.092,0.098,0.08,0.067,0.06
"P10","Tiene Decidido que no va a ir a votar",0.041,0.026,0.039,0.017,0.025
"P13","Unión por la Patria",0.534,0.369,0.729,0.405,0.055
"P13","Juntos por el Cambio ",0.11,0.244,0.096,0.331,0.514
"P13","Liberales",0.108,0.267,0.046,0.107,0.301
"P13","Izquierda",0.123,0.063,0.058,0.044,0.03
"P13","Hacemos por Nuestro país",0.095,0.027,0.027,0.044,0.028
"P13","No sabe",0.03,0.03,0.044,0.069,0.072
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.451,0.407,0.72,0.408,0.088
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.115,0.384,0.125,0.323,0.558
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.262,0.151,0.056,0.181,0.286
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.083,0,0.028,0.029,0.011
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.067,0.028,0.029,0.018,0.02
"P14","En blanco",0.016,0.012,0.034,0.015,0.018
"P14","No sabe",0.006,0.018,0.008,0.026,0.019
"P17","Totalmente seguro",0.616,0.674,0.728,0.624,0.724
"P17","Bastante seguro",0.206,0.162,0.139,0.178,0.135
"P17","Algo seguro",0.122,0.128,0.087,0.133,0.082
"P17","Para nada seguro",0.056,0.036,0.046,0.065,0.059
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.111,0.085,0.071,0.126,0.284
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.176,0.24,0.035,0.018,0.167
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.181,0.156,0.195,0.141,0.132
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.241,0.248,0.328,0.452,0.268
"P22","En blanco",0.24,0.142,0.291,0.154,0.092
"P22","No sabe",0.051,0.129,0.08,0.109,0.057
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.432,0.128,0.124,0.152,0.05
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.348,0.444,0.4,0.389,0.351
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.22,0.072,0.214,0.202,0.163
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.096,0.033,0.019,0.019
"P25","En blanco",0,0.222,0.039,0.113,0.308
"P25","No sabe",0,0.038,0.19,0.125,0.109
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.162,0.224,0.27,0.144,0.098
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.239,0.359,0.28,0.451,0.448
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.265,0.251,0.151,0.255,0.143
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.13,0.073,0.029,0.038,0.054
"P28","En blanco",0.204,0.093,0.229,0.039,0.235
"P28","No sabe",0,0,0.041,0.073,0.022
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.296,0.279,0.142,0.252,0.491
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.129,0.178,0.095,0.233,0.291
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.248,0.341,0.548,0.274,0.121
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.135,0.067,0.127,0.154,0.025
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.151,0.118,0.064,0.032,0.037
"P36","No sabe",0.041,0.017,0.024,0.055,0.035
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.509,0.438,0.702,0.462,0.117
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.145,0.362,0.102,0.378,0.701
"P37","En blanco",0.219,0.148,0.12,0.09,0.138
"P37","No sabe",0.127,0.052,0.076,0.07,0.044
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.351,0.397,0.189,0.368,0.552
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.163,0.252,0.076,0.176,0.304
"P38","En blanco",0.383,0.21,0.597,0.313,0.081
"P38","No sabe",0.103,0.141,0.138,0.143,0.063
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.62,0.375,0.756,0.476,0.127
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.172,0.353,0.075,0.271,0.51
"P39","En blanco",0.162,0.183,0.099,0.141,0.258
"P39","No sabe",0.046,0.089,0.07,0.112,0.105
"P40","Lo votaría",0.54,0.474,0.726,0.422,0.092
"P40","Puede que lo vote",0.146,0.168,0.12,0.142,0.087
"P40","Nunca lo votaría",0.253,0.321,0.116,0.395,0.792
"P40","No sabe",0.061,0.037,0.038,0.041,0.029
"P41","Lo votaría",0.208,0.392,0.202,0.325,0.551
"P41","Puede que lo vote",0.12,0.107,0.075,0.132,0.122
"P41","Nunca lo votaría",0.592,0.45,0.672,0.492,0.296
"P41","No sabe",0.08,0.051,0.051,0.051,0.031
"P42","Lo votaría",0.133,0.313,0.067,0.157,0.362
"P42","Puede que lo vote",0.11,0.194,0.055,0.174,0.201
"P42","Nunca lo votaría",0.731,0.447,0.842,0.609,0.376
"P42","No sabe",0.026,0.046,0.036,0.06,0.061
"P43","Lo votaría",0.209,0.104,0.111,0.122,0.086
"P43","Puede que lo vote",0.24,0.316,0.345,0.236,0.094
"P43","Nunca lo votaría",0.501,0.55,0.448,0.554,0.798
"P43","No sabe",0.05,0.03,0.096,0.088,0.022
"P44","Lo votaría",0.206,0.077,0.054,0.09,0.056
"P44","Puede que lo vote",0.205,0.25,0.274,0.269,0.24
"P44","Nunca lo votaría",0.503,0.606,0.601,0.512,0.653
"P44","No sabe",0.086,0.067,0.071,0.129,0.051
"P53","Sergio Massa y Javier Milei",0.869,0.262,0.582,0.504,0.216
"P53","Patricia Bullrich y Javier Milei",0.069,0.652,0.11,0.302,0.603
"P53","Sergio Massa y Patricia Bullrich",0.062,0.086,0.308,0.194,0.181
"P55","Muy buena",0.189,0.084,0.032,0.005,0.007
"P55","Buena",0.135,0.293,0.274,0.061,0.006
"P55","Regular",0.217,0.075,0.537,0.252,0.017
"P55","Mala",0.23,0.1,0.084,0.526,0.106
"P55","Muy mala",0.229,0.448,0.073,0.156,0.864
"P56","Muy buena",0.213,0.18,0.185,0.044,0.032
"P56","Buena",0.138,0.209,0.386,0.228,0.123
"P56","Regular",0.257,0.184,0.318,0.47,0.325
"P56","Mala",0.149,0.114,0.075,0.231,0.271
"P56","Muy mala",0.243,0.313,0.036,0.027,0.249
"P57","Muy buena",0.193,0.095,0.106,0.052,0.028
"P57","Buena",0.309,0.32,0.375,0.218,0.186
"P57","Regular",0.304,0.365,0.461,0.511,0.421
"P57","Mala",0.129,0.14,0.045,0.183,0.233
