"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P06","Mucho",0.58,0.425,0.545
"P06","Bastante",0.288,0.223,0.152
"P06","Poco",0.099,0.205,0.136
"P06","Nada",0.025,0.135,0.141
"P06","No sabe",0.008,0.012,0.026
"P07","Siempre",0.241,0.199,0.244
"P07","Casi siempre",0.396,0.343,0.251
"P07","Casi nunca",0.285,0.311,0.415
"P07","Nunca, pero esta es una excepción",0.078,0.147,0.09
"P09","Gran excedente habitual",0.023,0.007,0.023
"P09","Gran excedente excepcional",0.028,0.003,0.022
"P09","Pequeño excedente habitual",0.124,0.021,0.022
"P09","Pequeño excedente excepcional",0.165,0.071,0.038
"P09","Alcanza gastos familia",0.151,0.031,0.045
"P09","No alcanza gastos familia",0.05,0.041,0.45
"P09","Solo NBFamiliares",0.222,0.518,0.191
"P09","No alcanza NBFamiliares",0.229,0.305,0.168
"P09","No sabe",0.008,0.003,0.041
"P13","Unión por la Patria",0.346,0.198,0.124
"P13","Juntos por el Cambio ",0.31,0.286,0.189
"P13","Liberales",0.187,0.167,0.118
"P13","Izquierda",0.05,0.045,0.109
"P13","Hacemos por Nuestro país",0.042,0.069,0.049
"P13","No sabe",0.065,0.235,0.411
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.361,0.222,0.131
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.346,0.337,0.223
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.205,0.222,0.182
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.022,0.055,0.055
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.025,0.028,0.069
"P14","En blanco",0.016,0.083,0.275
"P14","No sabe",0.025,0.053,0.065
"P17","Totalmente seguro",0.696,0.504,0.542
"P17","Bastante seguro",0.152,0.141,0.1
"P17","Algo seguro",0.097,0.163,0.178
"P17","Para nada seguro",0.055,0.192,0.18
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.1,0.291,0.147
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.082,0.16,0.177
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.17,0.285,0.301
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.341,0.102,0
"P22","En blanco",0.207,0.063,0
"P22","No sabe",0.1,0.099,0.375
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.105,0.039,0.047
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.377,0.206,0.531
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.145,0.442,0.07
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.024,0.055,0.021
"P25","En blanco",0.23,0.162,0.264
"P25","No sabe",0.119,0.096,0.067
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.125,0.17,0.248
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.397,0.473,0.522
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.195,0.025,0
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.061,0.067,0.045
"P28","En blanco",0.192,0.208,0
"P28","No sabe",0.03,0.057,0.185
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.323,0.382,0.352
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.216,0.206,0.1
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.28,0.174,0.23
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.082,0.124,0.125
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.058,0.029,0.109
"P36","No sabe",0.041,0.085,0.084
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.389,0.277,0.177
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.431,0.393,0.26
"P37","En blanco",0.119,0.231,0.17
"P37","No sabe",0.061,0.099,0.393
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.396,0.361,0.383
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.224,0.18,0.154
"P38","En blanco",0.271,0.273,0.139
"P38","No sabe",0.109,0.186,0.324
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.407,0.313,0.297
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.327,0.27,0.271
"P39","En blanco",0.17,0.262,0.181
"P39","No sabe",0.096,0.155,0.251
"P40","Lo votaría",0.382,0.282,0.183
"P40","Puede que lo vote",0.115,0.219,0.121
"P40","Nunca lo votaría",0.472,0.417,0.426
"P40","No sabe",0.031,0.082,0.27
"P41","Lo votaría",0.386,0.352,0.171
"P41","Puede que lo vote",0.114,0.138,0.069
"P41","Nunca lo votaría",0.458,0.41,0.466
"P41","No sabe",0.042,0.1,0.294
"P42","Lo votaría",0.233,0.229,0.244
"P42","Puede que lo vote",0.159,0.114,0.176
"P42","Nunca lo votaría",0.562,0.55,0.413
"P42","No sabe",0.046,0.107,0.167
"P43","Lo votaría",0.117,0.099,0.09
"P43","Puede que lo vote",0.211,0.183,0.179
"P43","Nunca lo votaría",0.619,0.666,0.545
"P43","No sabe",0.053,0.052,0.186
"P44","Lo votaría",0.077,0.092,0.112
"P44","Puede que lo vote",0.249,0.22,0.254
"P44","Nunca lo votaría",0.599,0.574,0.481
"P44","No sabe",0.075,0.114,0.153
"P53","Sergio Massa y Javier Milei",0.416,0.351,0.338
"P53","Patricia Bullrich y Javier Milei",0.406,0.395,0.293
"P53","Sergio Massa y Patricia Bullrich",0.178,0.254,0.369
"P54","Muy buena",0.076,0.101,0.121
"P54","Buena",0.109,0.153,0.106
"P54","Regular",0.188,0.214,0.274
"P54","Mala",0.234,0.213,0.141
"P54","Muy mala",0.393,0.319,0.358
"P55","Muy buena",0.034,0.016,0.104
"P55","Buena",0.12,0.041,0.058
"P55","Regular",0.189,0.248,0.215
"P55","Mala",0.204,0.256,0.174
"P55","Muy mala",0.453,0.439,0.449
"P56","Muy buena",0.093,0.106,0.165
"P56","Buena",0.219,0.131,0.077
"P56","Regular",0.341,0.232,0.419
"P56","Mala",0.195,0.225,0.159
"P56","Muy mala",0.152,0.306,0.18
"P57","Muy buena",0.067,0.084,0.116
"P57","Buena",0.263,0.182,0.155
"P57","Regular",0.439,0.39,0.369
"P57","Mala",0.158,0.264,0.195
"P57","Muy mala",0.073,0.08,0.165
"P58","Muy buena",0.1,0.07,0.119
"P58","Buena",0.218,0.183,0.1
"P58","Regular",0.327,0.312,0.369
"P58","Mala",0.196,0.313,0.198
"P58","Muy mala",0.159,0.122,0.214
"P59","Muy buena",0.118,0.092,0.191
"P59","Buena",0.317,0.227,0.147
"P59","Regular",0.381,0.32,0.415
"P59","Mala",0.108,0.268,0.18
"P59","Muy mala",0.076,0.093,0.067
"P60","Ha aumentado significativamente",0.102,0.074,0.118
"P60","Ha aumentado ligeramente",0.215,0.165,0.151
"P60","Se mantiene igual",0.286,0.275,0.275
"P60","Ha disminuido ligeramente",0.202,0.23,0.227
"P60","Ha disminuido significativamente",0.195,0.256,0.229
"P61","Muy baja",0.043,0.054,0.061
"P61","Baja",0.06,0.053,0.153
"P61","Moderada",0.083,0.107,0.096
"P61","Alta",0.244,0.218,0.268
"P61","Muy alta",0.57,0.568,0.422
"P62","Muy bajas",0.067,0.053,0.051
"P62","Bajas",0.169,0.045,0.134
"P62","Adecuadas",0.299,0.252,0.258
"P62","Altas",0.257,0.351,0.283
"P62","Muy altas",0.208,0.299,0.274
"P63","No, ninguna dificultad",0.446,0.197,0.373
"P63","Alguna dificultad ocasional",0.315,0.416,0.358
"P63","Sí, dificultades frecuentes",0.239,0.387,0.269
"P64","Sí, absolutamente",0.424,0.379,0.396
"P64","Sí, en cierta medida",0.346,0.394,0.298
"P64","No, en absoluto",0.23,0.227,0.306
"P65","Reducir la inflación",0.403,0.476,0.495
"P65","Implementar reformas fiscales",0.144,0.142,0.144
"P65","Establecer políticas de control de precios",0.151,0.108,0.21
"P65","Reducir el gasto público",0.252,0.261,0.136
"P65","Estimular la inversión extranjera",0.036,0.004,0.015
"P65","Aumentar los subsidios a los servicios públicos",0.014,0.009,0
"P66","Fomentar la competencia entre proveedores",0.37,0.411,0.357
"P66","Incrementar la inversión en infraestructura",0.271,0.192,0.21
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.118,0.095,0.23
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.241,0.302,0.203
"P67","Muy positiva",0.215,0.196,0.24
"P67","Positiva",0.233,0.198,0.19
"P67","Neutral",0.244,0.207,0.227
"P67","Algo negativa",0.146,0.136,0.146
"P67","Negativa",0.115,0.14,0.051
"P67","No sabe",0.047,0.123,0.146
"P68","Muy positivo",0.171,0.118,0.249
"P68","Positivo",0.224,0.153,0.226
"P68","Neutral",0.284,0.288,0.267
"P68","Algo negativo",0.126,0.067,0.016
"P68","Negativo",0.132,0.207,0.091
"P68","No sabe",0.063,0.167,0.151
"P69","Muy positivo",0.099,0.084,0.196
"P69","Positivo",0.176,0.145,0.211
"P69","Neutral",0.487,0.397,0.156
"P69","Algo negativo",0.079,0.085,0
"P69","Negativo",0.085,0.152,0.239
"P69","No sabe",0.074,0.137,0.198
"P70","Muy positiva",0.34,0.189,0.245
"P70","Positiva",0.174,0.154,0.253
"P70","Neutral",0.238,0.33,0.208
"P70","Algo negativa",0.101,0.056,0.012
"P70","Negativa",0.122,0.177,0.11
"P70","No sabe",0.025,0.094,0.172
"P71","Muy positivo",0.332,0.272,0.117
"P71","Positivo",0.194,0.228,0.291
"P71","Neutral",0.211,0.3,0.075
"P71","Algo negativo",0.106,0.059,0.117
"P71","Negativo",0.135,0.127,0.228
"P71","No sabe",0.022,0.014,0.172
"P72","Muy positivo",0.286,0.137,0.266
