"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.784,0.536,0.553,0.664,0.618,0.382
"P06","Bastante",0.194,0.324,0.275,0.236,0.284,0.466
"P06","Poco",0.022,0.1,0.152,0.096,0.072,0.116
"P06","Nada",0,0.035,0.007,0.004,0.02,0.007
"P06","No sabe",0,0.005,0.013,0,0.006,0.029
"P07","Siempre",0.386,0.247,0.285,0.296,0.208,0.185
"P07","Casi siempre",0.375,0.426,0.481,0.445,0.455,0.403
"P07","Casi nunca",0.204,0.282,0.191,0.214,0.257,0.405
"P07","Nunca, pero esta es una excepción",0.035,0.045,0.043,0.045,0.08,0.007
"P09","Gran excedente habitual",0.032,0.015,0.009,0.016,0.026,0.004
"P09","Gran excedente excepcional",0.024,0.019,0.022,0,0.022,0.015
"P09","Pequeño excedente habitual",0.139,0.159,0.125,0.102,0.138,0.029
"P09","Pequeño excedente excepcional",0.192,0.14,0.133,0.166,0.143,0.129
"P09","Alcanza gastos familia",0.117,0.117,0.124,0.183,0.225,0.261
"P09","No alcanza gastos familia",0.043,0.037,0.078,0.098,0.058,0.048
"P09","Solo NBFamiliares",0.261,0.235,0.293,0.21,0.231,0.236
"P09","No alcanza NBFamiliares",0.192,0.271,0.189,0.225,0.157,0.209
"P09","No sabe",0,0.007,0.027,0,0,0.069
"P10","Tiene Decidido que va a ir a votar",0.934,0.904,0.876,0.913,0.895,0.784
"P10","Tiene dudas sobre si va a ir a  votar",0.024,0.073,0.11,0.084,0.087,0.12
"P10","Tiene Decidido que no va a ir a votar",0.042,0.023,0.014,0.003,0.018,0.096
"P13","Unión por la Patria",0.81,0.608,0.165,0.071,0.021,0.168
"P13","Juntos por el Cambio ",0.064,0.144,0.44,0.448,0.487,0.446
"P13","Liberales",0.011,0.062,0.253,0.295,0.349,0.137
"P13","Izquierda",0.063,0.058,0.04,0.079,0.078,0
"P13","Hacemos por Nuestro país",0.022,0.031,0.046,0.024,0.029,0.064
"P13","No sabe",0.03,0.097,0.056,0.083,0.036,0.185
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.75,0.629,0.231,0.108,0.049,0.151
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.062,0.1,0.452,0.559,0.621,0.375
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.123,0.132,0.226,0.231,0.286,0.251
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.034,0.038,0.02,0.054,0.013,0.006
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.019,0.049,0.042,0.013,0.002,0
"P14","En blanco",0.008,0.024,0.018,0.007,0.006,0.161
"P14","No sabe",0.004,0.028,0.011,0.028,0.023,0.056
"P17","Totalmente seguro",0.785,0.674,0.687,0.668,0.703,0.554
"P17","Bastante seguro",0.091,0.166,0.168,0.148,0.132,0.09
"P17","Algo seguro",0.094,0.095,0.076,0.102,0.116,0.232
"P17","Para nada seguro",0.03,0.065,0.069,0.082,0.049,0.124
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.096,0.08,0.15,0.22,0.149,0.064
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.042,0.033,0.173,0.299,0.673,0
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.141,0.254,0.311,0.2,0.061,0.145
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.379,0.343,0.26,0.049,0,0.174
"P22","En blanco",0.205,0.216,0.036,0.232,0,0.617
"P22","No sabe",0.137,0.074,0.07,0,0.117,0
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.201,0.177,0.126,0.085,0.071,0.073
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.645,0.448,0.335,0.319,0.357,0.422
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.063,0.086,0.183,0.189,0.15,0.147
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.048,0,0.035,0.077,0.023,0
"P25","En blanco",0.043,0.289,0.212,0.239,0.288,0.171
"P25","No sabe",0,0,0.109,0.091,0.111,0.187
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.462,0.156,0.07,0.266,0.069,0.258
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.433,0.177,0.561,0.338,0.615,0.206
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.081,0.289,0.267,0.201,0.059,0.05
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.024,0.085,0,0.056,0.069,0
"P28","En blanco",0,0.266,0.072,0.121,0.133,0.343
"P28","No sabe",0,0.027,0.03,0.018,0.055,0.143
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.108,0.155,0.466,0.414,0.528,0.324
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.037,0.126,0.272,0.313,0.238,0.416
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.563,0.462,0.164,0.126,0.081,0.15
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.174,0.177,0.031,0.057,0.034,0.027
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.111,0.038,0.04,0.037,0.061,0.04
"P36","No sabe",0.007,0.042,0.027,0.053,0.058,0.043
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.789,0.663,0.223,0.135,0.079,0.122
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.058,0.148,0.609,0.678,0.693,0.604
"P37","En blanco",0.138,0.108,0.118,0.099,0.182,0.083
"P37","No sabe",0.015,0.081,0.05,0.088,0.046,0.191
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.243,0.176,0.506,0.525,0.549,0.462
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.069,0.146,0.228,0.295,0.358,0.224
"P38","En blanco",0.533,0.521,0.158,0.057,0.045,0.158
"P38","No sabe",0.155,0.157,0.108,0.123,0.048,0.156
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.778,0.701,0.253,0.118,0.116,0.169
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.065,0.152,0.448,0.486,0.558,0.408
"P39","En blanco",0.125,0.083,0.181,0.228,0.232,0.223
"P39","No sabe",0.032,0.064,0.118,0.168,0.094,0.2
"P40","Lo votaría",0.844,0.613,0.217,0.111,0.074,0.132
"P40","Puede que lo vote",0.059,0.188,0.13,0.196,0.116,0.155
"P40","Nunca lo votaría",0.088,0.178,0.606,0.665,0.776,0.563
"P40","No sabe",0.009,0.021,0.047,0.028,0.034,0.15
"P41","Lo votaría",0.145,0.22,0.465,0.562,0.585,0.417
"P41","Puede que lo vote",0.038,0.077,0.125,0.173,0.13,0.192
"P41","Nunca lo votaría",0.807,0.639,0.312,0.252,0.272,0.264
"P41","No sabe",0.01,0.064,0.098,0.013,0.013,0.127
"P42","Lo votaría",0.11,0.081,0.304,0.288,0.45,0.201
"P42","Puede que lo vote",0.025,0.109,0.196,0.196,0.218,0.31
"P42","Nunca lo votaría",0.864,0.752,0.439,0.469,0.282,0.394
"P42","No sabe",0.001,0.058,0.061,0.047,0.05,0.095
"P43","Lo votaría",0.14,0.181,0.074,0.073,0.098,0.035
"P43","Puede que lo vote",0.416,0.375,0.161,0.033,0.043,0.233
"P43","Nunca lo votaría",0.411,0.328,0.715,0.852,0.845,0.621
"P43","No sabe",0.033,0.116,0.05,0.042,0.014,0.111
"P44","Lo votaría",0.119,0.062,0.069,0.034,0.081,0.06
"P44","Puede que lo vote",0.217,0.293,0.287,0.182,0.235,0.294
"P44","Nunca lo votaría",0.615,0.568,0.556,0.701,0.665,0.5
"P44","No sabe",0.049,0.077,0.088,0.083,0.019,0.146
"P53","Sergio Massa y Javier Milei",0.727,0.645,0.274,0.189,0.174,0.364
"P53","Patricia Bullrich y Javier Milei",0.073,0.154,0.562,0.589,0.689,0.425
"P53","Sergio Massa y Patricia Bullrich",0.2,0.201,0.164,0.222,0.137,0.211
"P54","Muy buena",0.175,0.088,0.066,0.014,0.06,0.083
"P54","Buena",0.195,0.105,0.121,0.161,0.153,0.019
"P54","Regular",0.344,0.406,0.096,0.035,0.007,0.218
"P54","Mala",0.247,0.224,0.192,0.275,0.116,0.235
"P54","Muy mala",0.039,0.177,0.525,0.515,0.664,0.445
"P55","Muy buena",0.16,0.018,0.006,0.01,0.007,0
"P55","Buena",0.297,0.222,0.022,0.012,0,0.008
"P55","Regular",0.362,0.384,0.123,0.078,0,0.314
"P55","Mala",0.105,0.214,0.249,0.214,0.219,0.159
"P55","Muy mala",0.076,0.162,0.6,0.686,0.774,0.519
"P56","Muy buena",0.33,0.101,0.029,0.062,0.046,0.01
"P56","Buena",0.315,0.357,0.16,0.101,0.066,0.178
"P56","Regular",0.284,0.306,0.354,0.384,0.302,0.436
"P56","Mala",0.041,0.164,0.27,0.261,0.212,0.16
"P56","Muy mala",0.03,0.072,0.187,0.192,0.374,0.216
"P57","Muy buena",0.244,0.033,0.028,0.018,0.033,0.027
"P57","Buena",0.335,0.36,0.163,0.173,0.199,0.206
"P57","Regular",0.374,0.422,0.5,0.54,0.393,0.566
"P57","Mala",0.022,0.108,0.247,0.193,0.215,0.111
"P57","Muy mala",0.025,0.077,0.062,0.076,0.16,0.09
"P58","Muy buena",0.309,0.098,0.029,0.01,0.045,0.091
"P58","Buena",0.376,0.361,0.11,0.107,0.169,0.125
"P58","Regular",0.268,0.334,0.456,0.313,0.206,0.313
"P58","Mala",0.02,0.154,0.236,0.387,0.223,0.256
"P58","Muy mala",0.027,0.053,0.169,0.183,0.357,0.215
"P59","Muy buena",0.293,0.068,0.031,0.078,0.137,0.129
"P59","Buena",0.388,0.51,0.26,0.179,0.189,0.19
"P59","Regular",0.295,0.302,0.474,0.49,0.364,0.333
"P59","Mala",0.015,0.08,0.126,0.174,0.144,0.252
"P59","Muy mala",0.009,0.04,0.109,0.079,0.166,0.096
"P60","Ha aumentado significativamente",0.232,0.145,0.039,0.032,0.053,0.123
"P60","Ha aumentado ligeramente",0.362,0.378,0.145,0.165,0.174,0.098
"P60","Se mantiene igual",0.245,0.253,0.358,0.323,0.221,0.206
"P60","Ha disminuido ligeramente",0.106,0.16,0.211,0.217,0.206,0.392
"P60","Ha disminuido significativamente",0.055,0.064,0.247,0.263,0.346,0.181
"P61","Muy baja",0.113,0.032,0.049,0.008,0.022,0.006
"P61","Baja",0.073,0.128,0.067,0.05,0.047,0
"P61","Moderada",0.152,0.13,0.057,0.078,0.026,0.095
"P61","Alta",0.401,0.357,0.237,0.151,0.084,0.157
"P61","Muy alta",0.261,0.353,0.59,0.713,0.821,0.742
"P62","Muy bajas",0.103,0.04,0.075,0.063,0.126,0.007
"P62","Bajas",0.12,0.135,0.179,0.148,0.18,0.103
"P62","Adecuadas",0.409,0.431,0.226,0.274,0.206,0.267
"P62","Altas",0.232,0.254,0.261,0.262,0.197,0.398
"P62","Muy altas",0.136,0.14,0.259,0.253,0.291,0.225
"P63","No, ninguna dificultad",0.602,0.447,0.369,0.321,0.387,0.32
"P63","Alguna dificultad ocasional",0.226,0.32,0.363,0.331,0.305,0.432
"P63","Sí, dificultades frecuentes",0.172,0.233,0.268,0.348,0.308,0.248
"P64","Sí, absolutamente",0.81,0.526,0.319,0.223,0.177,0.288
"P64","Sí, en cierta medida",0.178,0.387,0.432,0.457,0.302,0.529
"P64","No, en absoluto",0.012,0.087,0.249,0.32,0.521,0.183
"P65","Reducir la inflación",0.542,0.494,0.395,0.348,0.225,0.46
"P65","Implementar reformas fiscales",0.144,0.207,0.11,0.107,0.153,0.056
"P65","Establecer políticas de control de precios",0.262,0.196,0.1,0.101,0.122,0.11
"P65","Reducir el gasto público",0.014,0.071,0.355,0.389,0.441,0.301
"P65","Estimular la inversión extranjera",0.025,0.008,0.03,0.039,0.048,0.073
"P65","Aumentar los subsidios a los servicios públicos",0.013,0.024,0.01,0.016,0.011,0
"P66","Fomentar la competencia entre proveedores",0.236,0.181,0.431,0.477,0.521,0.381
