"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P07","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.548,0.742,0.707,0.544
"P07","A David Zencich por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta y santilli",0,0.054,0.103,0.119
"P07","A Pablo Cocuzza por Juntos por el Cambio con el apoyo de Patricia Bullrich y joaquin de la torre ",0.196,0,0.029,0.081
"P07","Al candidato de Milei en el municipio de Merlo",0.121,0,0,0.051
"P07","Al candidato de Espert en la boleta de Espert gobernador",0.003,0.014,0.007,0
"P07","A Cristian Franco por el Frente de Izquierda",0.007,0.038,0.033,0.045
"P07","No sabe",0.125,0.152,0.121,0.16
"P09","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.729,0.789,0.678,0.732
"P09","A David Zencich por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Patricia Bullrich y Mauricio Macri",0.139,0.02,0.132,0.004
"P09","Al candidato de Javier Milei en el municipio de Merlo",0.121,0,0,0.003
"P09","Al candidato de José Luis Espert en la boleta de Espert gobernador",0,0,0,0.007
"P09","A Cristian Franco por el Frente de Izquierda",0.008,0.016,0.089,0.081
"P09","No sabe",0.003,0.175,0.101,0.173
"P11","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.796,0.79,0.422,0.62
"P11","A Pablo Cocuzza por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta y Mauricio Macri",0.072,0.023,0.388,0.094
"P11","Al candidato de Javier Milei en el municipio de Merlo",0.121,0,0,0.024
"P11","Al candidato de José Luis Espert en la boleta de Espert gobernador",0,0,0,0
"P11","A Cristian Franco por el Frente de Izquierda",0.011,0.016,0.089,0.086
"P11","No sabe",0,0.171,0.101,0.176
"P13","Muy buena",0.194,0.142,0.327,0.245
"P13","Buena",0.364,0.346,0.381,0.217
"P13","Ni buena ni mala",0.166,0.32,0.108,0.052
"P13","Mala",0.174,0.127,0.008,0.24
"P13","Muy mala",0.016,0.055,0.155,0.152
"P13","No sabe",0.086,0.01,0.021,0.094
"P14","Muy buena",0.007,0.048,0.022,0.041
"P14","Buena",0.08,0.102,0.021,0.098
"P14","Ni buena ni mala",0.483,0.404,0.351,0.11
"P14","Mala",0.184,0.097,0.441,0.203
"P14","Muy mala",0.033,0.059,0.094,0.375
"P14","No sabe",0.213,0.29,0.071,0.173
"P15","Muy buena",0.007,0,0.028,0.031
"P15","Buena",0.08,0.284,0.111,0.077
"P15","Ni buena ni mala",0.602,0.216,0.315,0.2
"P15","Mala",0.06,0.184,0.368,0.168
"P15","Muy mala",0.036,0.12,0.094,0.349
"P15","No sabe",0.215,0.196,0.084,0.175
"P16","Muy buena",0.121,0.066,0.077,0.145
"P16","Buena",0.11,0.371,0.158,0.117
"P16","Ni buena ni mala",0.625,0.148,0.258,0.123
"P16","Mala",0.014,0.219,0.392,0.204
"P16","Muy mala",0.029,0.057,0.097,0.286
"P16","No sabe",0.101,0.139,0.018,0.125
"P17","Muy buena",0,0,0,0.031
"P17","Buena",0.207,0.3,0.042,0.058
"P17","Ni buena ni mala",0.52,0.13,0.423,0.328
"P17","Mala",0.003,0.09,0.067,0.135
"P17","Muy mala",0.015,0.008,0.274,0.119
"P17","No sabe",0.255,0.472,0.194,0.329
"P18","Lo votaría",0.264,0.359,0.451,0.364
"P18","Puede que lo vote",0.279,0.371,0.262,0.213
"P18","Nunca lo votaría",0.329,0.181,0.189,0.278
"P18","No sabe",0.128,0.089,0.098,0.145
"P19","Lo votaría",0.085,0.048,0.042,0.036
"P19","Puede que lo vote",0.062,0.032,0.104,0.136
"P19","Nunca lo votaría",0.418,0.649,0.741,0.643
"P19","No sabe",0.435,0.271,0.113,0.185
"P20","Lo votaría",0,0.041,0.031,0.031
"P20","Puede que lo vote",0.015,0.024,0.146,0.1
"P20","Nunca lo votaría",0.545,0.677,0.676,0.653
"P20","No sabe",0.44,0.258,0.147,0.216
"P21","Muy buena",0.438,0.448,0.684,0.748
"P21","Buena",0.091,0.418,0.099,0.081
"P21","Ni buena ni mala",0.464,0.045,0.177,0.052
"P21","Mala",0,0.041,0.011,0.027
"P21","Muy mala",0.007,0.01,0.029,0
"P21","No sabe",0,0.038,0,0.092
"P22","Muy buena",0.074,0.243,0,0.096
"P22","Buena",0.082,0.063,0,0.022
"P22","Ni buena ni mala",0.672,0.264,0.343,0.108
"P22","Mala",0.005,0.172,0.164,0.275
"P22","Muy mala",0.037,0.078,0.423,0.375
"P22","No sabe",0.13,0.18,0.07,0.124
"P23","Muy buena",0,0.239,0.008,0
"P23","Buena",0.006,0.004,0.05,0.099
"P23","Ni buena ni mala",0.755,0.308,0.301,0.028
"P23","Mala",0.05,0.17,0.184,0.241
"P23","Muy mala",0.05,0.093,0.407,0.507
"P23","No sabe",0.139,0.186,0.05,0.125
"P24","Muy buena",0,0.009,0.111,0.051
"P24","Buena",0.006,0.233,0.021,0
"P24","Ni buena ni mala",0.736,0.11,0.099,0.084
"P24","Mala",0.008,0.287,0.222,0.222
"P24","Muy mala",0.105,0.263,0.467,0.505
"P24","No sabe",0.145,0.098,0.08,0.138
"P25","Muy buena",0,0.229,0.008,0.01
"P25","Buena",0,0.052,0,0.089
"P25","Ni buena ni mala",0.789,0.122,0.211,0.046
"P25","Mala",0.019,0.178,0.536,0.101
"P25","Muy mala",0.056,0.185,0.222,0.557
"P25","No sabe",0.136,0.234,0.023,0.197
"P26","Lo votaría",0.441,0.788,0.814,0.866
"P26","Puede que lo vote",0.116,0.144,0.034,0.017
"P26","Nunca lo votaría",0.202,0.027,0.152,0
"P26","No sabe",0.241,0.041,0,0.117
"P27","Lo votaría",0.015,0.239,0.015,0.055
"P27","Puede que lo vote",0.225,0.034,0.068,0
"P27","Nunca lo votaría",0.509,0.533,0.881,0.78
"P27","No sabe",0.251,0.194,0.036,0.165
"P28","Lo votaría",0,0,0.029,0.024
"P28","Puede que lo vote",0.174,0.302,0.029,0
"P28","Nunca lo votaría",0.503,0.478,0.877,0.713
"P28","No sabe",0.323,0.22,0.065,0.263
"P29","Lo votaría",0,0.27,0.029,0.044
"P29","Puede que lo vote",0.167,0.013,0.011,0
"P29","Nunca lo votaría",0.549,0.581,0.877,0.609
"P29","No sabe",0.284,0.136,0.083,0.347
"P30","Lo votaría",0.005,0.23,0,0.056
"P30","Puede que lo vote",0.121,0.057,0.058,0.103
"P30","Nunca lo votaría",0.585,0.494,0.906,0.574
"P30","No sabe",0.289,0.219,0.036,0.267
"P31","La seguridad",0.417,0.252,0.142,0.064
"P31","El tránsito",0,0.004,0.019,0.019
"P31","El arreglo de las calles",0.254,0.232,0.116,0.157
"P31","Los parques y espacios públicos",0.025,0.367,0.496,0.344
"P31","El sistema de salud",0.132,0,0,0.02
"P31","La limpieza de las calles",0.009,0.007,0.028,0.047
"P31","El deporte y la cultura",0.006,0.025,0.048,0.126
"P31","La luminaria",0,0.02,0.018,0.005
"P31","No sabe",0.157,0.093,0.133,0.218
"P32","La seguridad",0.508,0.504,0.29,0.343
"P32","El tránsito",0.181,0.009,0.013,0.034
"P32","El arreglo de las calles",0.009,0.168,0.551,0.267
"P32","Los parques y espacios públicos",0,0.004,0.008,0.017
"P32","El sistema de salud",0.183,0.124,0.011,0.154
"P32","La limpieza de las calles",0.082,0.033,0.077,0.007
"P32","El deporte y la cultura",0,0,0,0.047
"P32","La luminaria",0,0.008,0.031,0
"P32","No sabe",0.037,0.15,0.019,0.131
"P33","Agua corriente y cloacas",0.475,0.663,0.548,0.342
"P33","Energía eléctrica",0.172,0.09,0.15,0.106
"P33","Red de gas natural",0.08,0.013,0.038,0.302
"P33","Recolección de residuos",0.134,0.11,0.173,0.074
"P33","Ninguno",0.139,0.124,0.091,0.176
"P34","Los robos",0.451,0.527,0.289,0.424
"P34","El narcotráfico",0.264,0.202,0.488,0.127
"P34","La ausencia de patrulleros y personal policial",0.273,0.136,0.161,0.271
"P34","Otro",0.012,0.032,0.034,0.167
"P34","Ninguno",0,0.103,0.028,0.011
"P35","Muy buena",0.156,0.064,0.307,0.162
"P35","Buena",0.055,0.62,0.239,0.259
"P35","Ni buena ni mala",0.511,0.122,0.263,0.303
"P35","Mala",0.275,0.059,0.061,0.095
"P35","Muy mala",0.003,0.091,0.123,0.17
"P35","No sabe",0,0.044,0.007,0.011
"P36","Muy buena",0.145,0.251,0.051,0.107
"P36","Buena",0.196,0.36,0.567,0.211
"P36","Ni buena ni mala",0.363,0.208,0.311,0.404
"P36","Mala",0.157,0.089,0.032,0.056
"P36","Muy mala",0.007,0.026,0.029,0.199
"P36","No sabe",0.132,0.066,0.01,0.023
"P40","A Alberto Fernández",0.68,0.024,0.016,0.01
