"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.57,0.436,0.564,0.258
"P05","Bastante",0.251,0.382,0.314,0.297
"P05","Poco",0.117,0.138,0.092,0.239
"P05","Nada",0.06,0.044,0.028,0.172
"P05","No sabe",0.002,0,0.002,0.034
"P06","Siempre",0.241,0.224,0.248,0.191
"P06","Casi siempre",0.311,0.385,0.384,0.28
"P06","Casi nunca",0.292,0.254,0.258,0.297
"P06","Nunca, pero esta es una excepción",0.156,0.137,0.11,0.232
"P09","Unión por la Patria",0.11,0.163,0.577,0.081
"P09","Juntos por el Cambio",0.173,0.504,0.285,0.41
"P09","De los Liberales libertarios",0.554,0.162,0.034,0.069
"P09","De la Izquierda",0.036,0.052,0.031,0.055
"P09","Hacemos por nuestro país",0.03,0.082,0.003,0
"P09","Otro",0.053,0.008,0.038,0.051
"P09","En blanco",0.028,0,0.01,0.035
"P09","No sabe",0.016,0.029,0.022,0.299
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.152,0.277,0.467,0.277
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.395,0.453,0.191,0.24
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.405,0.171,0.244,0.116
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0,0.016,0.033,0.007
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.009,0.033,0.012,0
"P12","En blanco",0.019,0.009,0.026,0.04
"P12","No sabe",0.02,0.041,0.027,0.32
"P15","Si",0.369,0.585,0.348,0.543
"P15","No",0.631,0.415,0.652,0.457
"P16","Sergio Massa a presidente por Unión por la Patria",0.054,0.167,0.473,0.187
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.184,0.367,0.33,0.254
"P16","Javier Milei a presidente por la Libertad Avanza",0.711,0.453,0.062,0.174
"P16","Los candidatos a presidente de la Izquierda",0.018,0.005,0.057,0
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0,0.024,0
"P16","En blanco",0,0,0.015,0
"P16","No sabe",0.033,0.008,0.039,0.385
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.116,0.15,0.463,0.154
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.263,0.435,0.333,0.262
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.499,0.272,0.042,0.128
"P19","El candidato a gobernador de la Izquierda",0.05,0,0.061,0
"P19","En blanco",0.006,0.007,0.006,0.087
"P19","No sabe",0.066,0.136,0.095,0.369
"P22","Fernando Moreira a intendente por Unión por la Patria",0.216,0.209,0.5,0.072
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.514,0.62,0.254,0.301
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.226,0.06,0.069,0.042
"P22","El candidato del Frente de Izquierda",0,0.016,0.022,0
"P22","En blanco",0.004,0.021,0.013,0.156
"P22","No sabe",0.04,0.074,0.142,0.429
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.647,0.581,0.247,0.331
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.188,0.193,0.221,0.222
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.111,0.127,0.391,0.149
