"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.051,0.008,0.009,0.007,0.006
"P04","Gran excedente excepcional",0.007,0.001,0.006,0.006,0
"P04","Pequeño excedente habitual",0.045,0.062,0.057,0.043,0.037
"P04","Pequeño excedente excepcional",0.046,0.058,0.076,0.053,0.024
"P04","Alcanza gastos familia",0.172,0.147,0.175,0.116,0.069
"P04","No alcanza gastos familia",0.182,0.11,0.161,0.166,0.192
"P04","Solo NBFamiliares",0.238,0.322,0.259,0.277,0.211
"P04","No alcanza NBFamiliares",0.216,0.273,0.245,0.309,0.441
"P04","No sabe",0.043,0.019,0.012,0.023,0.02
"P05","Todos los días",0.314,0.25,0.206,0.167,0.133
"P05","Entre 4 y 6 días a la semana",0.248,0.404,0.312,0.248,0.166
"P05","Entre 1 y 3 días a la semana",0.212,0.204,0.337,0.361,0.28
"P05","Raramente",0.162,0.113,0.119,0.192,0.269
"P05","Nunca",0.064,0.029,0.026,0.032,0.152
"P06","Todos los días",0.238,0.112,0.065,0.059,0.08
"P06","Entre 4 y 6 días a la semana",0.238,0.303,0.223,0.191,0.168
"P06","Entre 1 y 3 días a la semana",0.295,0.301,0.443,0.422,0.286
"P06","Raramente",0.143,0.216,0.22,0.292,0.289
"P06","Nunca",0.086,0.068,0.049,0.036,0.177
"P07","Todos los días",0.265,0.1,0.057,0.058,0.084
"P07","Entre 4 y 6 días a la semana",0.174,0.325,0.214,0.183,0.174
"P07","Entre 1 y 3 días a la semana",0.341,0.382,0.482,0.439,0.301
"P07","Raramente",0.15,0.115,0.213,0.287,0.284
"P07","Nunca",0.07,0.078,0.034,0.033,0.157
"P08","Todos los días",0.229,0.056,0.025,0.033,0.058
"P08","Entre 4 y 6 días a la semana",0.069,0.192,0.074,0.065,0.073
"P08","Entre 1 y 3 días a la semana",0.2,0.202,0.23,0.185,0.114
"P08","Raramente",0.326,0.347,0.443,0.485,0.323
"P08","Nunca",0.176,0.203,0.228,0.232,0.432
"P09","Todos los días",0.281,0.091,0.069,0.072,0.109
"P09","Entre 4 y 6 días a la semana",0.13,0.246,0.146,0.121,0.122
"P09","Entre 1 y 3 días a la semana",0.189,0.253,0.322,0.239,0.157
"P09","Raramente",0.285,0.309,0.36,0.457,0.338
"P09","Nunca",0.115,0.101,0.103,0.111,0.274
"P10","Todos los días",0.423,0.201,0.21,0.119,0.083
"P10","Entre 4 y 6 días a la semana",0.173,0.326,0.2,0.153,0.09
"P10","Entre 1 y 3 días a la semana",0.17,0.226,0.337,0.299,0.172
"P10","Raramente",0.165,0.208,0.209,0.356,0.326
"P10","Nunca",0.069,0.039,0.044,0.073,0.329
"P11","Todos los días",0.76,0.278,0.276,0.2,0.131
"P11","Entre 4 y 6 días a la semana",0.066,0.382,0.18,0.15,0.093
"P11","Entre 1 y 3 días a la semana",0.075,0.166,0.348,0.244,0.205
"P11","Raramente",0.06,0.123,0.156,0.333,0.279
"P11","Nunca",0.039,0.051,0.04,0.073,0.292
"P13","Todos los días",0.541,0.236,0.23,0.23,0.307
"P13","Entre 4 y 6 días a la semana",0.16,0.461,0.229,0.222,0.163
"P13","Entre 1 y 3 días a la semana",0.173,0.197,0.429,0.244,0.17
"P13","Raramente",0.07,0.084,0.099,0.28,0.159
"P13","Nunca",0.056,0.022,0.013,0.024,0.201
"P14","Todos los días",0.406,0.147,0.088,0.092,0.135
"P14","Entre 4 y 6 días a la semana",0.183,0.459,0.261,0.172,0.143
"P14","Entre 1 y 3 días a la semana",0.253,0.234,0.485,0.366,0.245
"P14","Raramente",0.094,0.108,0.153,0.315,0.248
"P14","Nunca",0.064,0.052,0.013,0.055,0.229
"P15","Menos de un vaso al día",0.232,0.098,0.068,0.079,0.112
"P15","De 1 a 4 vasos al día",0.3,0.358,0.343,0.352,0.308
"P15","Más de 4 vasos al día",0.4,0.514,0.542,0.491,0.458
"P15","No consume agua",0.068,0.03,0.047,0.078,0.122
"P16","Agua embotellada/mineral",0.265,0.135,0.167,0.136,0.144
"P16","Agua de la canilla filtrada",0.314,0.357,0.314,0.282,0.285
"P16","Agua de la canilla directamente",0.314,0.422,0.403,0.435,0.435
"P16","Agua de bidón",0.069,0.083,0.111,0.136,0.112
"P16","No consume agua",0.038,0.003,0.005,0.011,0.024
"P17","Todos los días",0.208,0.093,0.051,0.048,0.055
"P17","Entre 4 y 6 días a la semana",0.128,0.154,0.091,0.074,0.075
"P17","Entre 1 y 3 días a la semana",0.205,0.202,0.243,0.198,0.137
"P17","Raramente",0.232,0.278,0.333,0.376,0.209
"P17","Nunca",0.227,0.273,0.282,0.304,0.524
"P18","Vino",0.266,0.225,0.257,0.233,0.161
"P18","Cerveza",0.156,0.23,0.163,0.16,0.089
"P18","Destilados (whisky, vodka, ron, etc.)",0.138,0.059,0.068,0.047,0.034
"P18","Espumantes",0.08,0.046,0.051,0.063,0.026
"P18","Otros",0.103,0.114,0.111,0.119,0.141
"P18","No consume bebidas alcohólicas",0.257,0.326,0.35,0.378,0.549
"P19","Todos los días",0.288,0.125,0.09,0.114,0.11
"P19","Entre 4 y 6 días a la semana",0.093,0.177,0.099,0.104,0.07
"P19","Entre 1 y 3 días a la semana",0.111,0.159,0.242,0.157,0.111
"P19","Raramente",0.299,0.33,0.358,0.422,0.373
"P19","Nunca",0.209,0.209,0.211,0.203,0.336
"P20","Todos los días",0.571,0.558,0.519,0.49,0.486
"P20","Entre 4 y 6 días a la semana",0.066,0.128,0.103,0.098,0.064
"P20","Entre 1 y 3 días a la semana",0.058,0.086,0.124,0.093,0.086
"P20","Raramente",0.14,0.126,0.131,0.204,0.145
"P20","Nunca",0.165,0.102,0.123,0.115,0.219
"P21","Todos los días",0.649,0.518,0.517,0.476,0.45
"P21","Entre 4 y 6 días a la semana",0.12,0.226,0.188,0.165,0.113
"P21","Entre 1 y 3 días a la semana",0.078,0.119,0.157,0.145,0.114
"P21","Raramente",0.067,0.102,0.099,0.156,0.176
"P21","Nunca",0.086,0.035,0.039,0.058,0.147
"P22","Asado",0.521,0.37,0.397,0.42,0.404
"P22","Pizza",0.078,0.127,0.096,0.082,0.073
"P22","Milanesa",0.127,0.104,0.184,0.163,0.144
"P22","Pastas",0.093,0.131,0.11,0.119,0.083
"P22","Empanadas",0.043,0.029,0.038,0.047,0.072
"P22","Hamburguesa",0.009,0.003,0.008,0.013,0.029
"P22","Ensaladas (de cualquier tipo)",0.042,0.084,0.065,0.043,0.04
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.043,0.123,0.075,0.062,0.054
"P22","Polenta o similares (de cualquier tipo)",0.026,0.015,0.014,0.026,0.037
"P22","Ninguno de los anteriores",0.018,0.014,0.013,0.025,0.064
"P23","Asado",0.259,0.124,0.113,0.105,0.083
"P23","Pizza",0.046,0.108,0.057,0.064,0.09
"P23","Milanesa",0.22,0.144,0.209,0.216,0.158
"P23","Pastas",0.155,0.173,0.196,0.187,0.181
"P23","Empanadas",0.042,0.028,0.045,0.039,0.019
"P23","Hamburguesa",0.02,0.013,0.012,0.021,0.046
"P23","Ensaladas (de cualquier tipo)",0.101,0.116,0.112,0.09,0.088
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.055,0.179,0.146,0.1,0.116
"P23","Polenta o similares (de cualquier tipo)",0.053,0.059,0.06,0.08,0.092
"P23","Ninguno de los anteriores",0.049,0.056,0.05,0.098,0.127
"P24","Helado",0.347,0.286,0.27,0.235,0.246
"P24","Tortas, tartas dulces y masas",0.149,0.182,0.131,0.168,0.128
"P24","Ensalada de frutas",0.172,0.185,0.198,0.152,0.131
