"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.053,0.01,0.009,0.009,0.004
"P04","Gran excedente excepcional",0.006,0.006,0.006,0.004,0.004
"P04","Pequeño excedente habitual",0.08,0.045,0.062,0.051,0.028
"P04","Pequeño excedente excepcional",0.035,0.061,0.081,0.061,0.025
"P04","Alcanza gastos familia",0.071,0.101,0.178,0.152,0.089
"P04","No alcanza gastos familia",0.153,0.127,0.144,0.167,0.182
"P04","Solo NBFamiliares",0.186,0.357,0.305,0.262,0.218
"P04","No alcanza NBFamiliares",0.373,0.275,0.19,0.277,0.425
"P04","No sabe",0.043,0.018,0.025,0.017,0.025
"P05","Todos los días",0.326,0.22,0.191,0.186,0.183
"P05","Entre 4 y 6 días a la semana",0.207,0.356,0.312,0.281,0.201
"P05","Entre 1 y 3 días a la semana",0.218,0.271,0.348,0.34,0.303
"P05","Raramente",0.143,0.143,0.114,0.17,0.212
"P05","Nunca",0.106,0.01,0.035,0.023,0.101
"P06","Todos los días",0.396,0.092,0.089,0.059,0.063
"P06","Entre 4 y 6 días a la semana",0.22,0.404,0.28,0.201,0.116
"P06","Entre 1 y 3 días a la semana",0.166,0.295,0.456,0.439,0.308
"P06","Raramente",0.145,0.183,0.15,0.261,0.361
"P06","Nunca",0.073,0.026,0.025,0.04,0.152
"P07","Todos los días",0.487,0.081,0.068,0.054,0.064
"P07","Entre 4 y 6 días a la semana",0.165,0.614,0.183,0.192,0.121
"P07","Entre 1 y 3 días a la semana",0.196,0.2,0.62,0.437,0.354
"P07","Raramente",0.09,0.072,0.111,0.285,0.328
"P07","Nunca",0.062,0.033,0.018,0.032,0.133
"P09","Todos los días",0.578,0.171,0.1,0.055,0.03
"P09","Entre 4 y 6 días a la semana",0.148,0.428,0.193,0.113,0.065
"P09","Entre 1 y 3 días a la semana",0.077,0.179,0.442,0.258,0.139
"P09","Raramente",0.148,0.171,0.234,0.514,0.388
"P09","Nunca",0.049,0.051,0.031,0.06,0.378
"P10","Todos los días",0.364,0.132,0.177,0.167,0.149
"P10","Entre 4 y 6 días a la semana",0.17,0.332,0.221,0.172,0.106
"P10","Entre 1 y 3 días a la semana",0.152,0.236,0.357,0.303,0.202
"P10","Raramente",0.229,0.246,0.21,0.294,0.344
"P10","Nunca",0.085,0.054,0.035,0.064,0.199
"P11","Todos los días",0.525,0.226,0.315,0.249,0.194
"P11","Entre 4 y 6 días a la semana",0.099,0.309,0.221,0.158,0.119
"P11","Entre 1 y 3 días a la semana",0.177,0.201,0.25,0.291,0.215
"P11","Raramente",0.116,0.199,0.179,0.245,0.292
"P11","Nunca",0.083,0.065,0.035,0.057,0.18
"P12","Todos los días",0.315,0.057,0.071,0.052,0.048
"P12","Entre 4 y 6 días a la semana",0.12,0.245,0.111,0.086,0.086
"P12","Entre 1 y 3 días a la semana",0.152,0.272,0.361,0.314,0.275
"P12","Raramente",0.262,0.312,0.381,0.451,0.368
"P12","Nunca",0.151,0.114,0.076,0.097,0.223
"P13","Todos los días",0.478,0.311,0.284,0.237,0.228
"P13","Entre 4 y 6 días a la semana",0.213,0.346,0.28,0.243,0.166
"P13","Entre 1 y 3 días a la semana",0.157,0.217,0.294,0.303,0.279
"P13","Raramente",0.096,0.111,0.12,0.19,0.226
"P13","Nunca",0.056,0.015,0.022,0.027,0.101
"P14","Todos los días",0.286,0.148,0.102,0.113,0.116
"P14","Entre 4 y 6 días a la semana",0.214,0.361,0.257,0.213,0.185
"P14","Entre 1 y 3 días a la semana",0.321,0.289,0.437,0.376,0.329
"P14","Raramente",0.101,0.141,0.166,0.256,0.249
"P14","Nunca",0.078,0.061,0.038,0.042,0.121
"P15","Menos de un vaso al día",0.248,0.154,0.065,0.076,0.092
"P15","De 1 a 4 vasos al día",0.275,0.354,0.362,0.369,0.284
"P15","Más de 4 vasos al día",0.427,0.43,0.514,0.491,0.535
"P15","No consume agua",0.05,0.062,0.059,0.064,0.089
"P16","Agua embotellada/mineral",0.288,0.149,0.16,0.156,0.129
"P16","Agua de la canilla filtrada",0.302,0.342,0.326,0.306,0.265
"P16","Agua de la canilla directamente",0.288,0.4,0.376,0.413,0.479
"P16","Agua de bidón",0.085,0.102,0.137,0.116,0.107
