"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.014,0.008,0.007,0.008,0.001
"P04","Gran excedente excepcional",0.009,0.004,0.002,0.001,0
"P04","Pequeño excedente habitual",0.064,0.048,0.035,0.037,0.029
"P04","Pequeño excedente excepcional",0.065,0.051,0.055,0.047,0.063
"P04","Alcanza gastos familia",0.169,0.138,0.127,0.074,0.091
"P04","No alcanza gastos familia",0.133,0.184,0.163,0.211,0.197
"P04","Solo NBFamiliares",0.282,0.231,0.297,0.249,0.224
"P04","No alcanza NBFamiliares",0.248,0.313,0.299,0.36,0.363
"P04","No sabe",0.016,0.023,0.015,0.013,0.032
"P05","Todos los días",0.214,0.194,0.162,0.156,0.154
"P05","Entre 4 y 6 días a la semana",0.32,0.279,0.212,0.182,0.264
"P05","Entre 1 y 3 días a la semana",0.296,0.332,0.395,0.334,0.232
"P05","Raramente",0.136,0.156,0.201,0.282,0.197
"P05","Nunca",0.034,0.039,0.03,0.046,0.153
"P06","Todos los días",0.086,0.061,0.059,0.05,0.11
"P06","Entre 4 y 6 días a la semana",0.224,0.261,0.186,0.18,0.175
"P06","Entre 1 y 3 días a la semana",0.431,0.385,0.416,0.372,0.261
"P06","Raramente",0.201,0.24,0.285,0.309,0.314
"P06","Nunca",0.058,0.053,0.054,0.089,0.14
"P07","Todos los días",0.089,0.059,0.056,0.068,0.108
"P07","Entre 4 y 6 días a la semana",0.216,0.219,0.183,0.17,0.199
"P07","Entre 1 y 3 días a la semana",0.458,0.43,0.474,0.39,0.296
"P07","Raramente",0.189,0.25,0.242,0.318,0.251
"P07","Nunca",0.048,0.042,0.045,0.054,0.146
"P08","Todos los días",0.055,0.026,0.015,0.037,0.044
"P08","Entre 4 y 6 días a la semana",0.08,0.098,0.072,0.084,0.082
"P08","Entre 1 y 3 días a la semana",0.206,0.2,0.228,0.127,0.116
"P08","Raramente",0.429,0.427,0.452,0.444,0.376
"P08","Nunca",0.23,0.249,0.233,0.308,0.382
"P09","Todos los días",0.118,0.062,0.048,0.055,0.079
"P09","Entre 4 y 6 días a la semana",0.163,0.151,0.127,0.097,0.116
"P09","Entre 1 y 3 días a la semana",0.242,0.294,0.326,0.238,0.175
"P09","Raramente",0.367,0.404,0.403,0.437,0.313
"P09","Nunca",0.11,0.089,0.096,0.173,0.317
"P10","Todos los días",0.218,0.167,0.115,0.096,0.085
"P10","Entre 4 y 6 días a la semana",0.195,0.221,0.183,0.09,0.14
"P10","Entre 1 y 3 días a la semana",0.281,0.302,0.329,0.253,0.213
"P10","Raramente",0.248,0.243,0.283,0.418,0.325
"P10","Nunca",0.058,0.067,0.09,0.143,0.237
"P11","Todos los días",0.339,0.194,0.195,0.17,0.179
"P11","Entre 4 y 6 días a la semana",0.181,0.249,0.146,0.094,0.085
"P11","Entre 1 y 3 días a la semana",0.223,0.307,0.34,0.246,0.197
"P11","Raramente",0.191,0.199,0.264,0.379,0.267
"P11","Nunca",0.066,0.051,0.055,0.111,0.272
"P12","Todos los días",0.085,0.046,0.037,0.034,0.091
"P12","Entre 4 y 6 días a la semana",0.106,0.137,0.089,0.081,0.057
"P12","Entre 1 y 3 días a la semana",0.321,0.346,0.355,0.237,0.194
"P12","Raramente",0.378,0.389,0.418,0.481,0.371
"P12","Nunca",0.11,0.082,0.101,0.167,0.287
"P13","Todos los días",0.3,0.216,0.214,0.221,0.257
"P13","Entre 4 y 6 días a la semana",0.242,0.273,0.227,0.2,0.195
"P13","Entre 1 y 3 días a la semana",0.281,0.288,0.394,0.257,0.167
"P13","Raramente",0.141,0.194,0.156,0.271,0.231
"P13","Nunca",0.036,0.029,0.009,0.051,0.15
"P14","Todos los días",0.149,0.079,0.063,0.117,0.187
"P14","Entre 4 y 6 días a la semana",0.222,0.273,0.267,0.185,0.139
"P14","Entre 1 y 3 días a la semana",0.387,0.382,0.422,0.341,0.231
"P14","Raramente",0.192,0.223,0.201,0.294,0.242
"P14","Nunca",0.05,0.043,0.047,0.063,0.201
"P15","Menos de un vaso al día",0.101,0.071,0.061,0.067,0.164
"P15","De 1 a 4 vasos al día",0.336,0.339,0.343,0.372,0.304
"P15","Más de 4 vasos al día",0.508,0.513,0.538,0.481,0.389
"P15","No consume agua",0.055,0.077,0.058,0.08,0.143
"P16","Agua embotellada/mineral",0.188,0.127,0.12,0.108,0.102
"P16","Agua de la canilla filtrada",0.324,0.277,0.307,0.285,0.268
"P16","Agua de la canilla directamente",0.362,0.454,0.462,0.496,0.491
"P16","Agua de bidón",0.119,0.129,0.107,0.095,0.089
"P16","No consume agua",0.007,0.013,0.004,0.016,0.05
"P17","Todos los días",0.072,0.041,0.06,0.052,0.095
"P17","Entre 4 y 6 días a la semana",0.099,0.09,0.067,0.088,0.126
"P17","Entre 1 y 3 días a la semana",0.223,0.22,0.213,0.146,0.143
"P17","Raramente",0.301,0.354,0.325,0.386,0.221
"P17","Nunca",0.305,0.295,0.335,0.328,0.415
"P18","Vino",0.262,0.202,0.243,0.166,0.226
"P18","Cerveza",0.152,0.201,0.189,0.133,0.136
"P18","Destilados (whisky, vodka, ron, etc.)",0.068,0.052,0.049,0.058,0.044
"P18","Espumantes",0.049,0.052,0.041,0.098,0.025
"P18","Otros",0.111,0.131,0.103,0.133,0.126
"P18","No consume bebidas alcohólicas",0.358,0.362,0.375,0.412,0.443
"P19","Todos los días",0.148,0.098,0.088,0.056,0.112
"P19","Entre 4 y 6 días a la semana",0.102,0.127,0.118,0.096,0.073
"P19","Entre 1 y 3 días a la semana",0.192,0.198,0.217,0.086,0.067
"P19","Raramente",0.345,0.408,0.384,0.525,0.272
"P19","Nunca",0.213,0.169,0.193,0.237,0.476
"P20","Todos los días",0.485,0.527,0.573,0.541,0.469
"P20","Entre 4 y 6 días a la semana",0.08,0.207,0.071,0.071,0.046
"P20","Entre 1 y 3 días a la semana",0.104,0.078,0.169,0.051,0.043
"P20","Raramente",0.164,0.131,0.126,0.273,0.081
"P20","Nunca",0.167,0.057,0.061,0.064,0.361
"P22","Asado",0.494,0.308,0.319,0.363,0.345
"P22","Pizza",0.064,0.25,0.055,0.034,0.053
"P22","Milanesa",0.147,0.148,0.314,0.091,0.08
"P22","Pastas",0.085,0.094,0.099,0.263,0.087
"P22","Empanadas",0.032,0.023,0.066,0.025,0.2
"P22","Hamburguesa",0.015,0.01,0.008,0.006,0.012
"P22","Ensaladas (de cualquier tipo)",0.061,0.056,0.044,0.044,0.034
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.065,0.067,0.059,0.085,0.111
"P22","Polenta o similares (de cualquier tipo)",0.016,0.029,0.023,0.041,0.026
"P22","Ninguno de los anteriores",0.021,0.015,0.013,0.048,0.052
"P23","Asado",0.144,0.104,0.055,0.079,0.144
"P23","Pizza",0.071,0.075,0.062,0.064,0.055
"P23","Milanesa",0.194,0.238,0.237,0.174,0.104
"P23","Pastas",0.182,0.171,0.209,0.211,0.149
"P23","Empanadas",0.034,0.049,0.046,0.03,0.028
"P23","Hamburguesa",0.02,0.01,0.019,0.024,0.049
"P23","Ensaladas (de cualquier tipo)",0.114,0.083,0.093,0.087,0.071
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.11,0.127,0.118,0.14,0.181
"P23","Polenta o similares (de cualquier tipo)",0.052,0.079,0.084,0.116,0.091
"P23","Ninguno de los anteriores",0.079,0.064,0.077,0.075,0.128
"P24","Helado",0.282,0.235,0.277,0.196,0.238
"P24","Tortas, tartas dulces y masas",0.156,0.174,0.128,0.148,0.114
"P24","Ensalada de frutas",0.165,0.185,0.171,0.163,0.16
