"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.689,0.456,0.475,0.445,0.552,0.378
"P06","Bastante",0.264,0.382,0.353,0.448,0.291,0.367
"P06","Poco",0.027,0.143,0.124,0.063,0.141,0.209
"P06","Nada",0.02,0.007,0.039,0.044,0.014,0.043
"P06","No sabe",0,0.012,0.009,0,0.002,0.003
"P07","Siempre",0.425,0.192,0.282,0.273,0.295,0.274
"P07","Casi siempre",0.379,0.534,0.442,0.488,0.382,0.479
"P07","Casi nunca",0.157,0.213,0.218,0.228,0.269,0.168
"P07","Nunca, pero esta es una excepción",0.039,0.061,0.058,0.011,0.054,0.079
"P09","Gran excedente habitual",0.024,0.005,0.024,0.008,0.02,0
"P09","Gran excedente excepcional",0.008,0.01,0.008,0,0.005,0
"P09","Pequeño excedente habitual",0.103,0.065,0.097,0.037,0.098,0.038
"P09","Pequeño excedente excepcional",0.273,0.13,0.171,0.197,0.082,0.145
"P09","Alcanza gastos familia",0.066,0.102,0.099,0.142,0.089,0.068
"P09","No alcanza gastos familia",0.061,0.149,0.04,0.013,0.07,0.13
"P09","Solo NBFamiliares",0.245,0.289,0.244,0.451,0.251,0.34
"P09","No alcanza NBFamiliares",0.219,0.249,0.309,0.152,0.385,0.277
"P09","No sabe",0.001,0.001,0.008,0,0,0.002
"P10","Tiene Decidido que va a ir a votar",0.938,0.834,0.9,0.83,0.967,0.945
"P10","Tiene dudas sobre si va a ir a  votar",0.057,0.105,0.089,0.17,0.024,0.047
"P10","Tiene Decidido que no va a ir a votar",0.005,0.061,0.011,0,0.009,0.008
"P13","Unión por la Patria",0.818,0.653,0.286,0.081,0.031,0.212
"P13","Juntos por el Cambio ",0.048,0.133,0.263,0.519,0.436,0.425
"P13","Liberales",0.052,0.064,0.28,0.268,0.384,0.145
"P13","Izquierda",0.029,0.063,0.033,0.03,0.022,0.016
"P13","Hacemos por Nuestro país",0.039,0.043,0.06,0.05,0.084,0.125
"P13","No sabe",0.014,0.044,0.078,0.052,0.043,0.077
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.81,0.706,0.277,0.074,0.021,0.209
