"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.669,0.543,0.472,0.448,0.502,0.384
"P06","Bastante",0.248,0.36,0.37,0.328,0.331,0.373
"P06","Poco",0.067,0.08,0.125,0.156,0.115,0.213
"P06","Nada",0.015,0.012,0.027,0.043,0.028,0.028
"P06","No sabe",0.001,0.005,0.006,0.025,0.024,0.002
"P07","Siempre",0.467,0.278,0.235,0.305,0.358,0.261
"P07","Casi siempre",0.301,0.5,0.448,0.48,0.429,0.469
"P07","Casi nunca",0.185,0.177,0.25,0.16,0.18,0.207
"P07","Nunca, pero esta es una excepción",0.047,0.045,0.067,0.055,0.033,0.063
"P09","Gran excedente habitual",0.057,0.006,0.011,0.002,0.023,0
"P09","Gran excedente excepcional",0.022,0.004,0.005,0.005,0.004,0
"P09","Pequeño excedente habitual",0.108,0.078,0.091,0.086,0.031,0.035
"P09","Pequeño excedente excepcional",0.227,0.155,0.175,0.087,0.084,0.164
"P09","Alcanza gastos familia",0.035,0.089,0.106,0.14,0.119,0.133
"P09","No alcanza gastos familia",0.059,0.111,0.078,0.069,0.048,0.057
"P09","Solo NBFamiliares",0.267,0.345,0.259,0.236,0.247,0.297
"P09","No alcanza NBFamiliares",0.225,0.211,0.271,0.362,0.444,0.313
"P09","No sabe",0,0.001,0.004,0.013,0,0.001
"P10","Tiene Decidido que va a ir a votar",0.915,0.867,0.87,0.874,0.935,0.934
"P10","Tiene dudas sobre si va a ir a  votar",0.076,0.116,0.102,0.065,0.061,0.065
"P10","Tiene Decidido que no va a ir a votar",0.009,0.017,0.028,0.061,0.004,0.001
"P13","Unión por la Patria",0.821,0.68,0.291,0.061,0.039,0.341
"P13","Juntos por el Cambio ",0.045,0.112,0.318,0.449,0.443,0.289
"P13","Liberales",0.047,0.089,0.221,0.309,0.413,0.132
"P13","Izquierda",0.035,0.053,0.033,0.028,0.031,0.052
"P13","Hacemos por Nuestro país",0.017,0.039,0.056,0.076,0.051,0.084
"P13","No sabe",0.035,0.027,0.081,0.077,0.023,0.102
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.773,0.696,0.319,0.138,0.048,0.298
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.085,0.137,0.386,0.626,0.538,0.398
