"var","categoria","Muy buena","Buena","Regular","Mala","Muy mala"
"P06","Mucho",0.766,0.539,0.478,0.373,0.516
"P06","Bastante",0.203,0.353,0.373,0.353,0.201
"P06","Poco",0.031,0.092,0.115,0.239,0.219
"P06","Nada",0,0.014,0.026,0.03,0.045
"P06","No sabe",0,0.002,0.008,0.005,0.019
"P07","Siempre",0.457,0.303,0.242,0.243,0.369
"P07","Casi siempre",0.337,0.428,0.462,0.443,0.302
"P07","Casi nunca",0.185,0.22,0.246,0.231,0.195
"P07","Nunca, pero esta es una excepción",0.021,0.049,0.05,0.083,0.134
"P09","Gran excedente habitual",0.118,0.017,0.01,0,0.002
"P09","Gran excedente excepcional",0.035,0.03,0.002,0.002,0.003
"P09","Pequeño excedente habitual",0.18,0.195,0.046,0.008,0.006
"P09","Pequeño excedente excepcional",0.179,0.196,0.182,0.07,0.04
"P09","Alcanza gastos familia",0.094,0.115,0.139,0.087,0.05
"P09","No alcanza gastos familia",0.029,0.04,0.046,0.111,0.101
"P09","Solo NBFamiliares",0.135,0.26,0.313,0.296,0.194
"P09","No alcanza NBFamiliares",0.23,0.135,0.26,0.426,0.596
"P09","No sabe",0,0.012,0.002,0,0.008
"P10","Tiene Decidido que va a ir a votar",1,0.933,0.902,0.871,0.831
"P10","Tiene dudas sobre si va a ir a  votar",0,0.06,0.084,0.103,0.104
"P10","Tiene Decidido que no va a ir a votar",0,0.007,0.014,0.026,0.065
"P13","Unión por la Patria",0.719,0.71,0.362,0.214,0.062
"P13","Juntos por el Cambio ",0.074,0.167,0.282,0.368,0.361
"P13","Liberales",0.14,0.063,0.201,0.219,0.351
"P13","Izquierda",0.017,0.017,0.027,0.06,0.056
"P13","Hacemos por Nuestro país",0.048,0.024,0.052,0.055,0.072
"P13","No sabe",0.002,0.019,0.076,0.084,0.098
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.57,0.677,0.389,0.234,0.069
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.17,0.197,0.348,0.455,0.466
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.243,0.084,0.204,0.194,0.317
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0,0.004,0.008,0.03,0.006
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.017,0.012,0.017,0.031,0.068
"P18","En blanco",0,0.015,0.02,0.026,0.029
"P18","No sabe",0,0.011,0.014,0.03,0.045
"P21","Totalmente seguro",0.878,0.772,0.68,0.714,0.686
"P21","Bastante seguro",0.051,0.099,0.156,0.143,0.132
"P21","Algo seguro",0.066,0.101,0.114,0.084,0.061
"P21","Para nada seguro",0.005,0.028,0.05,0.059,0.121
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.108,0.063,0.11,0.084,0.15
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.033,0.05,0.073,0.127,0
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.166,0.215,0.251,0.316,0.365
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.215,0.269,0.266,0.12,0.302
"P32","En blanco",0.463,0.269,0.163,0.272,0.028
"P32","No sabe",0.015,0.134,0.137,0.081,0.155
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.465,0.203,0.064,0.057,0.105
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.086,0.349,0.429,0.471,0.329
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.384,0.204,0.127,0.135,0.046
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0.01,0.007,0.024,0
"P33","En blanco",0.053,0.156,0.2,0.223,0.402
"P33","No sabe",0.012,0.078,0.173,0.09,0.118
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.568,0.366,0.149,0.041,0.088
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.332,0.336,0.457,0.438,0.347
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.012,0.194,0.116,0.184,0.26
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0.012,0.007,0.078,0.027
"P34","En blanco",0.088,0.054,0.21,0.183,0.268
"P34","No sabe",0,0.038,0.061,0.076,0.01
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.215,0.153,0.376,0.475,0.583
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.106,0.147,0.209,0.168,0.156
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.425,0.44,0.246,0.198,0.048
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.084,0.118,0.083,0.059,0.053
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.153,0.088,0.038,0.036,0.087
"P36","No sabe",0.017,0.054,0.048,0.064,0.073
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.778,0.665,0.381,0.31,0.132
