"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P06","Mucho",0.454,0.256,0.307
"P06","Bastante",0.338,0.342,0.293
"P06","Poco",0.152,0.258,0.171
"P06","Nada",0.044,0.104,0.229
"P06","No sabe",0.012,0.04,0
"P07","Siempre",0.258,0.16,0.18
"P07","Casi siempre",0.406,0.372,0.229
"P07","Casi nunca",0.25,0.309,0.373
"P07","Nunca, pero esta es una excepción",0.086,0.159,0.218
"P09","Gran excedente habitual",0.013,0.008,0.008
"P09","Gran excedente excepcional",0.007,0.001,0.037
"P09","Pequeño excedente habitual",0.069,0.012,0.031
"P09","Pequeño excedente excepcional",0.128,0.106,0.017
"P09","Alcanza gastos familia",0.11,0.103,0.084
"P09","No alcanza gastos familia",0.078,0.104,0.337
"P09","Solo NBFamiliares",0.257,0.402,0.144
"P09","No alcanza NBFamiliares",0.333,0.263,0.335
"P09","No sabe",0.005,0.001,0.007
"P13","Unión por la Patria",0.38,0.19,0.149
"P13","Juntos por el Cambio ",0.262,0.211,0.243
"P13","Liberales",0.185,0.173,0.107
"P13","Izquierda",0.034,0.057,0.108
"P13","Hacemos por Nuestro país",0.069,0.068,0.116
"P13","No sabe",0.07,0.301,0.277
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.402,0.31,0.258
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.312,0.316,0.191
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.207,0.109,0.179
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.013,0.025,0.02
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.02,0.042,0.15
"P18","En blanco",0.022,0.114,0.074
"P18","No sabe",0.024,0.084,0.128
"P21","Totalmente seguro",0.713,0.41,0.463
"P21","Bastante seguro",0.132,0.232,0.125
"P21","Algo seguro",0.102,0.121,0.12
"P21","Para nada seguro",0.053,0.237,0.292
