"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0.028,0.008,0,0.002,0.018,0.079,0.008,0.009,0.033,0.025
"P12","Gran excedente excepcional",0,0,0,0.007,0.001,0,0.006,0,0,0
"P12","Pequeño excedente habitual",0.031,0.015,0.013,0.025,0.05,0.023,0.033,0.048,0.059,0.014
"P12","Pequeño excedente excepcional",0.105,0.034,0.078,0.18,0.063,0.019,0.048,0.058,0.07,0.043
"P12","Alcanza gastos familia",0.105,0.076,0.142,0.142,0.151,0.116,0.222,0.26,0.124,0.143
"P12","No alcanza gastos familia",0.108,0.066,0.096,0.059,0.111,0.097,0.031,0.111,0.106,0.069
"P12","Solo NBFamiliares",0.256,0.362,0.234,0.237,0.342,0.353,0.407,0.27,0.26,0.183
"P12","No alcanza NBFamiliares",0.342,0.425,0.416,0.342,0.26,0.313,0.239,0.244,0.341,0.523
"P12","No sabe",0.025,0.014,0.021,0.006,0.004,0,0.006,0,0.007,0
"P13","Muy buena",0.139,0.075,0.058,0.038,0.044,0.061,0.038,0.073,0.07,0.118
"P13","Buena",0.134,0.3,0.195,0.206,0.213,0.232,0.158,0.092,0.086,0.207
"P13","Ni buena ni mala",0.269,0.267,0.413,0.34,0.367,0.352,0.28,0.185,0.173,0.381
"P13","Mala",0.245,0.239,0.187,0.323,0.239,0.295,0.416,0.511,0.329,0.175
"P13","Muy mala",0.198,0.113,0.099,0.059,0.127,0.056,0.108,0.132,0.339,0.09
"P13","No sabe",0.015,0.006,0.048,0.034,0.01,0.004,0,0.007,0.003,0.029
"P14","Muy buena",0.287,0.25,0.189,0.113,0.205,0.143,0.162,0.21,0.319,0.211
"P14","Buena",0.12,0.208,0.209,0.175,0.14,0.101,0.154,0.194,0.151,0.104
"P14","Ni buena ni mala",0.149,0.126,0.242,0.27,0.206,0.193,0.196,0.086,0.105,0.326
"P14","Mala",0.176,0.13,0.103,0.205,0.164,0.142,0.23,0.193,0.124,0.146
"P14","Muy mala",0.267,0.252,0.234,0.237,0.283,0.417,0.258,0.317,0.298,0.18
"P14","No sabe",0.001,0.034,0.023,0,0.002,0.004,0,0,0.003,0.033
"P19","Muy buena",0.12,0.095,0.083,0.07,0.095,0.131,0.055,0.052,0.065,0.133
"P19","Buena",0.199,0.217,0.223,0.385,0.178,0.165,0.241,0.13,0.105,0.213
"P19","Ni buena ni mala",0.278,0.314,0.489,0.356,0.453,0.394,0.311,0.29,0.188,0.385
"P19","Mala",0.221,0.182,0.105,0.179,0.172,0.2,0.249,0.35,0.284,0.09
"P19","Muy mala",0.169,0.128,0.083,0.01,0.094,0.044,0.144,0.178,0.342,0.15
"P19","No sabe",0.013,0.064,0.017,0,0.008,0.066,0,0,0.016,0.029
"P20","Gobierno nacional",0.266,0.259,0.387,0.436,0.322,0.467,0.291,0.283,0.197,0.289
"P20","Gobierno provincial",0.525,0.532,0.409,0.444,0.482,0.318,0.623,0.654,0.703,0.34
"P20","No sabe",0.209,0.209,0.204,0.12,0.196,0.215,0.086,0.063,0.1,0.371
"P21","El anterior gobierno de Arabela Carreras",0.293,0.281,0.312,0.603,0.336,0.477,0.461,0.318,0.361,0.36
"P21","El actual gobierno de Alberto Weretilneck",0.631,0.554,0.48,0.297,0.442,0.406,0.351,0.506,0.589,0.475
"P21","No sabe",0.076,0.165,0.208,0.1,0.222,0.117,0.188,0.176,0.05,0.165
"P22","El anterior gobierno de Alberto Fernández",0.195,0.317,0.433,0.208,0.164,0.264,0.175,0.168,0.219,0.299
"P22","El actual gobierno de Javier Milei",0.718,0.676,0.506,0.663,0.801,0.69,0.778,0.814,0.667,0.542
"P22","No sabe",0.087,0.007,0.061,0.129,0.035,0.046,0.047,0.018,0.114,0.159
"P23","Empleado sector publico",0.165,0.132,0.124,0.258,0.211,0.208,0.302,0.226,0.239,0.101
"P23","Empleado sector privado",0.213,0.291,0.187,0.166,0.233,0.164,0.224,0.356,0.275,0.248
"P23","Changas o trabajos eventuales",0.274,0.236,0.141,0.245,0.246,0.207,0.188,0.188,0.122,0.304
"P23","Estudiante",0.029,0,0.071,0,0.044,0.064,0.004,0.023,0.059,0.076
"P23","Amas de casa",0.055,0.102,0.153,0.091,0.063,0.049,0.052,0.032,0.07,0.06
"P23","Profesional o independiente",0.092,0.056,0.209,0.101,0.062,0.12,0.102,0.083,0.092,0.114
"P23","Comerciante, emprendedor o empresario",0.045,0.068,0.037,0.057,0.068,0.114,0.093,0.021,0.052,0.01
"P23","Trabajador informal",0,0.004,0.02,0.017,0.032,0.007,0.018,0.02,0.008,0
"P23","No tengo trabajo",0.127,0.111,0.058,0.065,0.041,0.067,0.017,0.051,0.083,0.087
"P24","Muy de acuerdo",0.238,0.287,0.148,0.242,0.168,0.255,0.16,0.231,0.238,0.235
"P24","De acuerdo",0.151,0.214,0.179,0.162,0.268,0.191,0.285,0.239,0.166,0.205
"P24","Ni de acuerdo ni en desacuerdo",0.337,0.258,0.404,0.345,0.331,0.386,0.259,0.291,0.272,0.363
"P24","En desacuerdo",0.134,0.154,0.134,0.144,0.142,0.1,0.201,0.187,0.158,0.111
"P24","Muy en desacuerdo",0.124,0.07,0.058,0.043,0.069,0.028,0.051,0.043,0.149,0.045
"P24","No sabe",0.016,0.017,0.077,0.064,0.022,0.04,0.044,0.009,0.017,0.041
"P25","Muy de acuerdo",0.161,0.127,0.132,0.077,0.085,0.075,0.097,0.045,0.167,0.099
"P25","De acuerdo",0.131,0.246,0.124,0.187,0.136,0.096,0.225,0.222,0.144,0.104
"P25","Ni de acuerdo ni en desacuerdo",0.223,0.177,0.212,0.106,0.233,0.17,0.112,0.22,0.163,0.284
"P25","En desacuerdo",0.338,0.362,0.376,0.524,0.447,0.385,0.38,0.448,0.359,0.377
"P25","Muy en desacuerdo",0.138,0.083,0.104,0.102,0.099,0.253,0.181,0.065,0.165,0.118
"P25","No sabe",0.009,0.005,0.052,0.004,0,0.021,0.005,0,0.002,0.018
"P26","Si",0.689,0.47,0.666,0.661,0.654,0.73,0.832,0.752,0.688,0.363
"P26","No",0.311,0.53,0.334,0.339,0.346,0.27,0.168,0.248,0.312,0.637
"P27","Muy de acuerdo",0.254,0.134,0.223,0.082,0.146,0.073,0.208,0.183,0.231,0.156
"P27","De acuerdo",0.193,0.242,0.157,0.276,0.205,0.141,0.248,0.102,0.208,0.131
"P27","Ni de acuerdo ni en desacuerdo",0.221,0.292,0.241,0.252,0.222,0.199,0.155,0.198,0.191,0.215
"P27","En desacuerdo",0.21,0.277,0.202,0.306,0.268,0.389,0.233,0.407,0.231,0.282
"P27","Muy en desacuerdo",0.121,0.055,0.165,0.078,0.159,0.194,0.156,0.106,0.135,0.102
"P27","No sabe",0.001,0,0.012,0.006,0,0.004,0,0.004,0.004,0.114
"P28","Si",0.683,0.523,0.611,0.532,0.662,0.765,0.795,0.81,0.742,0.439
"P28","No",0.317,0.477,0.389,0.468,0.338,0.235,0.205,0.19,0.258,0.561
"P29","Muy de acuerdo",0.273,0.236,0.188,0.141,0.185,0.189,0.112,0.279,0.251,0.155
"P29","De acuerdo",0.222,0.28,0.188,0.162,0.146,0.158,0.35,0.186,0.214,0.14
"P29","Ni de acuerdo ni en desacuerdo",0.212,0.198,0.245,0.235,0.277,0.131,0.112,0.115,0.189,0.199
"P29","En desacuerdo",0.169,0.208,0.271,0.375,0.242,0.268,0.298,0.32,0.192,0.275
"P29","Muy en desacuerdo",0.082,0.075,0.074,0.072,0.125,0.223,0.125,0.091,0.141,0.102
"P29","No sabe",0.042,0.003,0.034,0.015,0.025,0.031,0.003,0.009,0.013,0.129
"P30","No estaba enterado",0.338,0.326,0.306,0.463,0.257,0.272,0.14,0.253,0.258,0.655
"P30","De acuerdo",0.409,0.359,0.298,0.196,0.306,0.187,0.407,0.356,0.432,0.106
"P30","En desacuerdo",0.191,0.302,0.305,0.27,0.34,0.418,0.357,0.326,0.252,0.162
"P30","No sabe",0.062,0.013,0.091,0.071,0.097,0.123,0.096,0.065,0.058,0.077
"P31","No tengo cable ni internet",0.315,0.266,0.155,0.247,0.118,0.134,0.142,0.063,0.209,0.374
"P31","Si tuve",0.501,0.52,0.505,0.502,0.609,0.614,0.703,0.511,0.556,0.405
"P31","No tuve",0.184,0.214,0.34,0.251,0.273,0.252,0.155,0.426,0.235,0.221
"P32","Reclamando directamente a la empresa",0.296,0.168,0.339,0.372,0.274,0.251,0.321,0.217,0.301,0.326
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.189,0.482,0.339,0.299,0.408,0.41,0.251,0.345,0.413,0.251
"P32","Nunca se pudo resolver",0.515,0.35,0.322,0.329,0.318,0.339,0.428,0.438,0.286,0.423
