"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0.023,0.02,0,0.002,0.001,0.021,0.08,0.105,0.017,0.03
"P12","Gran excedente excepcional",0,0,0.007,0,0.001,0,0,0.004,0,0
"P12","Pequeño excedente habitual",0.026,0.013,0.017,0.027,0.036,0.05,0.024,0.125,0.046,0.031
"P12","Pequeño excedente excepcional",0.077,0.055,0.131,0.137,0.094,0.028,0.033,0.042,0.07,0.052
"P12","Alcanza gastos familia",0.095,0.123,0.165,0.057,0.193,0.089,0.123,0.089,0.139,0.212
"P12","No alcanza gastos familia",0.08,0.115,0.058,0.043,0.117,0.065,0.087,0.102,0.101,0.11
"P12","Solo NBFamiliares",0.284,0.312,0.221,0.252,0.324,0.409,0.302,0.286,0.259,0.164
"P12","No alcanza NBFamiliares",0.395,0.34,0.401,0.444,0.233,0.322,0.351,0.247,0.36,0.392
"P12","No sabe",0.02,0.022,0,0.038,0.001,0.016,0,0,0.008,0.009
"P13","Muy buena",0.135,0.085,0.079,0.074,0.032,0.042,0.15,0.035,0.067,0.05
"P13","Buena",0.159,0.253,0.253,0.136,0.175,0.344,0.101,0.085,0.076,0.186
"P13","Ni buena ni mala",0.242,0.321,0.339,0.339,0.36,0.406,0.357,0.24,0.135,0.365
"P13","Mala",0.24,0.226,0.212,0.327,0.28,0.155,0.284,0.385,0.374,0.292
"P13","Muy mala",0.211,0.103,0.11,0.073,0.124,0.043,0.091,0.244,0.348,0.082
"P13","No sabe",0.013,0.012,0.007,0.051,0.029,0.01,0.017,0.011,0,0.025
"P14","Muy buena",0.273,0.159,0.206,0.114,0.232,0.141,0.248,0.21,0.318,0.282
"P14","Buena",0.105,0.233,0.267,0.109,0.201,0.125,0.086,0.139,0.121,0.125
"P14","Ni buena ni mala",0.117,0.165,0.236,0.25,0.227,0.235,0.148,0.09,0.093,0.256
"P14","Mala",0.14,0.207,0.084,0.191,0.117,0.196,0.27,0.245,0.101,0.158
"P14","Muy mala",0.362,0.209,0.203,0.333,0.223,0.299,0.238,0.294,0.364,0.149
"P14","No sabe",0.003,0.027,0.004,0.003,0,0.004,0.01,0.022,0.003,0.03
"P19","Muy buena",0.138,0.084,0.12,0.095,0.083,0.086,0.124,0.038,0.057,0.065
"P19","Buena",0.153,0.327,0.297,0.206,0.16,0.332,0.172,0.17,0.104,0.17
"P19","Ni buena ni mala",0.323,0.263,0.312,0.467,0.451,0.398,0.312,0.327,0.151,0.427
"P19","Mala",0.199,0.169,0.188,0.189,0.187,0.134,0.196,0.222,0.324,0.185
"P19","Muy mala",0.158,0.124,0.079,0.04,0.115,0.046,0.119,0.219,0.357,0.118
"P19","No sabe",0.029,0.033,0.004,0.003,0.004,0.004,0.077,0.024,0.007,0.035
"P20","Gobierno nacional",0.353,0.354,0.296,0.506,0.218,0.413,0.349,0.266,0.229,0.203
"P20","Gobierno provincial",0.479,0.507,0.403,0.445,0.596,0.345,0.509,0.631,0.688,0.458
"P20","No sabe",0.168,0.139,0.301,0.049,0.186,0.242,0.142,0.103,0.083,0.339
"P21","El anterior gobierno de Arabela Carreras",0.345,0.27,0.441,0.492,0.452,0.352,0.225,0.342,0.342,0.319
"P21","El actual gobierno de Alberto Weretilneck",0.613,0.564,0.488,0.411,0.365,0.486,0.571,0.416,0.639,0.37
"P21","No sabe",0.042,0.166,0.071,0.097,0.183,0.162,0.204,0.242,0.019,0.311
"P22","El anterior gobierno de Alberto Fernández",0.259,0.21,0.338,0.365,0.227,0.152,0.123,0.11,0.246,0.321
"P22","El actual gobierno de Javier Milei",0.677,0.715,0.636,0.631,0.716,0.699,0.769,0.846,0.652,0.522
"P22","No sabe",0.064,0.075,0.026,0.004,0.057,0.149,0.108,0.044,0.102,0.157
"P23","Empleado sector publico",0.136,0.194,0.153,0.248,0.201,0.242,0.221,0.192,0.244,0.118
"P23","Empleado sector privado",0.232,0.263,0.181,0.172,0.201,0.247,0.257,0.247,0.289,0.284
"P23","Changas o trabajos eventuales",0.279,0.207,0.235,0.223,0.23,0.182,0.175,0.179,0.139,0.292
"P23","Estudiante",0.065,0.014,0.02,0.007,0.041,0.017,0.018,0.162,0.039,0.029
"P23","Amas de casa",0.046,0.1,0.12,0.185,0.053,0.048,0.076,0.02,0.043,0.062
