"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P12","Gran excedente habitual",0.059,0.015,0.023,0.002,0.005,0.092
"P12","Gran excedente excepcional",0,0.002,0,0.002,0,0
"P12","Pequeño excedente habitual",0.049,0.06,0.051,0.019,0.023,0.035
"P12","Pequeño excedente excepcional",0.11,0.062,0.083,0.023,0.037,0.039
"P12","Alcanza gastos familia",0.131,0.195,0.134,0.094,0.122,0.084
"P12","No alcanza gastos familia",0.104,0.098,0.1,0.097,0.068,0.067
"P12","Solo NBFamiliares",0.256,0.354,0.267,0.268,0.274,0.107
"P12","No alcanza NBFamiliares",0.29,0.199,0.326,0.484,0.47,0.447
"P12","No sabe",0.001,0.015,0.016,0.011,0.001,0.129
"P13","Muy buena",0.106,0.07,0.055,0.085,0.102,0.182
"P13","Buena",0.092,0.199,0.174,0.255,0.132,0.072
"P13","Ni buena ni mala",0.198,0.238,0.384,0.291,0.373,0.177
"P13","Mala",0.348,0.372,0.213,0.22,0.212,0.199
"P13","Muy mala",0.239,0.119,0.145,0.131,0.156,0.141
"P13","No sabe",0.017,0.002,0.029,0.018,0.025,0.229
"P14","Muy buena",0.538,0.33,0.184,0.022,0.043,0.115
"P14","Buena",0.135,0.3,0.231,0.041,0.072,0.063
"P14","Ni buena ni mala",0.088,0.201,0.303,0.138,0.163,0.279
"P14","Mala",0.099,0.083,0.149,0.285,0.201,0.129
"P14","Muy mala",0.122,0.081,0.125,0.511,0.515,0.31
"P14","No sabe",0.018,0.005,0.008,0.003,0.006,0.104
"P19","Muy buena",0.132,0.096,0.084,0.103,0.082,0.209
"P19","Buena",0.078,0.198,0.202,0.293,0.176,0.07
"P19","Ni buena ni mala",0.241,0.277,0.43,0.307,0.408,0.259
"P19","Mala",0.309,0.265,0.172,0.144,0.131,0.171
"P19","Muy mala",0.209,0.146,0.1,0.148,0.191,0.127
"P19","No sabe",0.031,0.018,0.012,0.005,0.012,0.164
"P20","Gobierno nacional",0.146,0.119,0.21,0.582,0.414,0.35
"P20","Gobierno provincial",0.69,0.719,0.514,0.286,0.313,0.342
"P20","No sabe",0.164,0.162,0.276,0.132,0.273,0.308
"P21","El anterior gobierno de Arabela Carreras",0.293,0.344,0.375,0.456,0.358,0.08
"P21","El actual gobierno de Alberto Weretilneck",0.607,0.564,0.426,0.425,0.513,0.766
"P21","No sabe",0.1,0.092,0.199,0.119,0.129,0.154
"P22","El anterior gobierno de Alberto Fernández",0.782,0.323,0.375,0.125,0.178,0.171
"P22","El actual gobierno de Javier Milei",0.218,0.636,0.536,0.776,0.801,0.532
"P22","No sabe",0,0.041,0.089,0.099,0.021,0.297
"P23","Empleado sector publico",0.219,0.166,0.174,0.233,0.21,0.061
"P23","Empleado sector privado",0.256,0.269,0.231,0.21,0.213,0.186
"P23","Changas o trabajos eventuales",0.214,0.195,0.245,0.225,0.165,0.11
"P23","Estudiante",0.045,0.047,0.051,0.012,0.043,0.269
"P23","Amas de casa",0.044,0.052,0.106,0.079,0.118,0.044
"P23","Profesional o independiente",0.096,0.119,0.077,0.077,0.109,0.067
"P23","Comerciante, emprendedor o empresario",0.068,0.095,0.03,0.044,0.02,0.034
"P23","Trabajador informal",0.008,0.007,0.019,0.008,0.02,0.036
"P23","No tengo trabajo",0.05,0.05,0.067,0.112,0.102,0.193
"P24","Muy de acuerdo",0.271,0.173,0.194,0.244,0.164,0.143
"P24","De acuerdo",0.123,0.289,0.227,0.192,0.183,0.117
"P24","Ni de acuerdo ni en desacuerdo",0.285,0.321,0.405,0.294,0.303,0.35
"P24","En desacuerdo",0.185,0.13,0.105,0.168,0.094,0.06
"P24","Muy en desacuerdo",0.098,0.076,0.05,0.06,0.129,0.078
"P24","No sabe",0.038,0.011,0.019,0.042,0.127,0.252
"P25","Muy de acuerdo",0.345,0.117,0.09,0.01,0.034,0.168
"P25","De acuerdo",0.185,0.356,0.121,0.022,0.037,0.059
"P25","Ni de acuerdo ni en desacuerdo",0.21,0.235,0.351,0.052,0.174,0.182
"P25","En desacuerdo",0.141,0.233,0.363,0.771,0.42,0.321
"P25","Muy en desacuerdo",0.101,0.056,0.072,0.131,0.33,0.176
"P25","No sabe",0.018,0.003,0.003,0.014,0.005,0.094
"P26","Si",0.854,0.612,0.5,0.608,0.505,0.512
"P26","No",0.146,0.388,0.5,0.392,0.495,0.488
"P27","Muy de acuerdo",0.486,0.184,0.109,0.053,0.034,0.05
"P27","De acuerdo",0.155,0.393,0.242,0.09,0.091,0.068
"P27","Ni de acuerdo ni en desacuerdo",0.169,0.284,0.405,0.112,0.124,0.114
"P27","En desacuerdo",0.12,0.107,0.149,0.637,0.248,0.339
"P27","Muy en desacuerdo",0.069,0.026,0.092,0.104,0.449,0.201
"P27","No sabe",0.001,0.006,0.003,0.004,0.054,0.228
"P28","Si",0.895,0.568,0.522,0.67,0.503,0.398
"P28","No",0.105,0.432,0.478,0.33,0.497,0.602
"P30","No estaba enterado",0.295,0.299,0.384,0.294,0.338,0.435
"P30","De acuerdo",0.576,0.52,0.322,0.045,0.104,0.239
"P30","En desacuerdo",0.096,0.125,0.2,0.542,0.457,0.194
"P30","No sabe",0.033,0.056,0.094,0.119,0.101,0.132
"P31","No tengo cable ni internet",0.281,0.21,0.236,0.181,0.212,0.185
"P31","Si tuve",0.506,0.538,0.546,0.573,0.495,0.567
"P31","No tuve",0.213,0.252,0.218,0.246,0.293,0.248
"P32","Reclamando directamente a la empresa",0.263,0.321,0.335,0.325,0.297,0.308
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.38,0.297,0.327,0.362,0.38,0.479
"P32","Nunca se pudo resolver",0.357,0.382,0.338,0.313,0.323,0.213
"P33","1-Excelente",0.204,0.185,0.147,0.162,0.114,0.242
"P33","2",0.133,0.167,0.097,0.107,0.053,0.018
"P33","3",0.064,0.039,0.062,0.043,0.083,0.054
"P33","4",0.048,0.042,0.037,0.076,0.028,0.098
"P33","5",0.111,0.127,0.227,0.16,0.182,0.1
"P33","6",0.039,0.031,0.066,0.06,0.068,0.093
"P33","7",0.014,0.035,0.047,0.065,0.028,0.021
"P33","8",0.031,0.07,0.081,0.098,0.107,0.022
"P33","9-Pésimo",0.312,0.249,0.14,0.179,0.302,0.101
"P33","No sabe",0.044,0.055,0.096,0.05,0.035,0.251
"P34","1-Excelente",0.189,0.212,0.151,0.132,0.141,0.225
"P34","2",0.101,0.144,0.115,0.118,0.052,0.045
"P34","3",0.098,0.041,0.087,0.097,0.033,0.069
"P34","4",0.045,0.049,0.068,0.104,0.063,0.049
"P34","5",0.109,0.116,0.181,0.116,0.142,0.057
"P34","6",0.038,0.016,0.039,0.042,0.059,0.09
"P34","7",0.019,0.031,0.043,0.036,0.042,0.027
"P34","8",0.039,0.078,0.048,0.05,0.09,0.051
"P34","9-Pésimo",0.311,0.26,0.204,0.266,0.336,0.124
"P34","No sabe",0.051,0.053,0.064,0.039,0.042,0.263
"P35","1-Excelente",0.206,0.18,0.17,0.118,0.122,0.257
"P35","2",0.108,0.138,0.097,0.088,0.068,0.011
"P35","3",0.076,0.082,0.106,0.101,0.059,0.111
"P35","4",0.052,0.063,0.091,0.126,0.052,0.043
"P35","5",0.11,0.093,0.176,0.133,0.147,0.121
"P35","6",0.047,0.042,0.035,0.061,0.109,0.063
"P35","7",0.019,0.063,0.02,0.046,0.042,0.004
"P35","8",0.062,0.044,0.027,0.065,0.039,0.016
"P35","9-Pésimo",0.282,0.258,0.226,0.199,0.313,0.116
"P35","No sabe",0.038,0.037,0.052,0.063,0.049,0.258
"P36","1-Excelente",0.175,0.152,0.115,0.121,0.093,0.306
"P36","2",0.096,0.147,0.136,0.15,0.101,0.083
"P36","3",0.073,0.084,0.11,0.066,0.045,0.032
"P36","4",0.04,0.044,0.059,0.092,0.032,0.045
"P36","5",0.168,0.162,0.204,0.114,0.15,0.074
"P36","6",0.034,0.035,0.047,0.061,0.102,0.095
"P36","7",0.054,0.044,0.048,0.044,0.047,0.016
"P36","8",0.041,0.044,0.069,0.078,0.038,0.081
"P36","9-Pésimo",0.247,0.235,0.146,0.22,0.341,0.061
"P36","No sabe",0.072,0.053,0.066,0.054,0.051,0.207
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.188,0.173,0.284,0.79,0.698,0.32
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.173,0.28,0.322,0.139,0.099,0.195
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.297,0.257,0.184,0.013,0.054,0.196
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.305,0.272,0.138,0.031,0.071,0.05
"P37","No sabe",0.037,0.018,0.072,0.027,0.078,0.239
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.173,0.165,0.199,0.684,0.605,0.258
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.131,0.173,0.252,0.191,0.161,0.202
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.287,0.411,0.364,0.05,0.108,0.173
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.373,0.232,0.13,0.037,0.066,0.086
"P38","No sabe",0.036,0.019,0.055,0.038,0.06,0.281
"P39","Oponerse totalmente",0.145,0.181,0.237,0.646,0.657,0.235
"P39","Oponerse parcialmente",0.079,0.123,0.182,0.187,0.1,0.084
"P39","Apoyar parcialmente",0.32,0.38,0.325,0.112,0.111,0.352
"P39","Apoyar totalmente",0.438,0.282,0.182,0.016,0.062,0.1
"P39","No sabe",0.018,0.034,0.074,0.039,0.07,0.229
"P40","Inseguridad y narcotráfico",0.281,0.233,0.26,0.432,0.39,0.364
"P40","Altos impuestos y tarifas",0.135,0.222,0.242,0.144,0.104,0.086
"P40","Educación y estado de las escuelas",0.227,0.259,0.261,0.126,0.087,0.18
"P40","Inflación",0.214,0.137,0.111,0.164,0.163,0.253
"P40","Estado de la salud",0.061,0.1,0.064,0.084,0.114,0.014
"P40","Corrupción",0.071,0.045,0.041,0.02,0.056,0.043
"P40","Pobreza",0.008,0.003,0.012,0.005,0.057,0
"P40","Medio ambiente, incendios y contaminación",0,0,0.003,0.009,0.001,0
"P40","Falta de trabajo",0.003,0,0.006,0.012,0.009,0
"P40","No sabe",0,0.001,0,0.004,0.019,0.06
"P44","Muy buena",0.073,0.029,0.014,0.03,0.032,0.007
"P44","Buena",0.07,0.142,0.112,0.088,0.052,0.013
"P44","Ni buena ni mala",0.223,0.386,0.47,0.298,0.211,0.232
"P44","Mala",0.388,0.322,0.286,0.403,0.367,0.538
"P44","Muy mala",0.222,0.112,0.097,0.137,0.329,0.093
"P44","No sabe",0.024,0.009,0.021,0.044,0.009,0.117
"P45","Peor",0.497,0.407,0.488,0.775,0.761,0.49
"P45","Igual",0.274,0.412,0.34,0.134,0.086,0.147
"P45","Mejor",0.111,0.11,0.1,0.058,0.015,0.11
"P45","No sabe",0.118,0.071,0.072,0.033,0.138,0.253
"P46","Peor",0.435,0.342,0.419,0.697,0.805,0.482
"P46","Igual",0.247,0.376,0.33,0.204,0.117,0.217
"P46","Mejor",0.227,0.201,0.18,0.061,0.036,0.095
"P46","No sabe",0.091,0.081,0.071,0.038,0.042,0.206
"P47","Javier Milei",0.693,0.566,0.406,0.072,0.171,0.399
"P47","Los gobernadores",0.229,0.322,0.415,0.836,0.699,0.439
"P47","No sabe",0.078,0.112,0.179,0.092,0.13,0.162
"P48","Muy buena",0.088,0.073,0.105,0.168,0.085,0.151
"P48","Buena",0.123,0.274,0.212,0.269,0.227,0.044
"P48","Ni buena ni mala",0.198,0.217,0.391,0.255,0.329,0.418
"P48","Mala",0.328,0.274,0.161,0.216,0.164,0.1
"P48","Muy mala",0.246,0.157,0.114,0.092,0.18,0.191
"P48","No sabe",0.017,0.005,0.017,0,0.015,0.096
"P50","Muy buena",0.057,0.077,0.105,0.224,0.161,0.054
"P50","Buena",0.101,0.14,0.142,0.269,0.248,0.093
"P50","Ni buena ni mala",0.223,0.218,0.342,0.309,0.222,0.375
"P50","Mala",0.278,0.337,0.27,0.123,0.151,0.046
"P50","Muy mala",0.315,0.181,0.11,0.063,0.172,0.121
"P50","No sabe",0.026,0.047,0.031,0.012,0.046,0.311
"P51","Muy buena",0.19,0.174,0.12,0.041,0.028,0.123
"P51","Buena",0.213,0.233,0.189,0.096,0.114,0.177
"P51","Ni buena ni mala",0.248,0.327,0.425,0.339,0.268,0.14
"P51","Mala",0.163,0.141,0.113,0.311,0.227,0.135
"P51","Muy mala",0.153,0.085,0.071,0.176,0.307,0.11
"P51","No sabe",0.033,0.04,0.082,0.037,0.056,0.315
"P54","Muy buena",0.107,0.073,0.139,0.456,0.326,0.253
"P54","Buena",0.083,0.119,0.065,0.187,0.225,0.269
"P54","Ni buena ni mala",0.039,0.129,0.166,0.121,0.083,0.219
"P54","Mala",0.198,0.277,0.236,0.119,0.08,0.055
"P54","Muy mala",0.549,0.392,0.382,0.117,0.269,0.178
"P54","No sabe",0.024,0.01,0.012,0,0.017,0.026
"P55","Muy buena",0.174,0.11,0.108,0.012,0.012,0.026
"P55","Buena",0.232,0.309,0.155,0.05,0.033,0.055
"P55","Ni buena ni mala",0.199,0.206,0.236,0.058,0.135,0.265
"P55","Mala",0.148,0.197,0.331,0.36,0.145,0.314
"P55","Muy mala",0.246,0.178,0.161,0.51,0.675,0.291
"P55","No sabe",0.001,0,0.009,0.01,0,0.049
"P56","Muy buena",0.104,0.064,0.054,0.178,0.077,0.159
"P56","Buena",0.074,0.131,0.132,0.244,0.264,0.106
"P56","Ni buena ni mala",0.108,0.139,0.199,0.277,0.269,0.143
"P56","Mala",0.177,0.242,0.183,0.164,0.075,0.215
"P56","Muy mala",0.534,0.419,0.408,0.128,0.315,0.263
"P56","No sabe",0.003,0.005,0.024,0.009,0,0.114
"P57","Muy buena",0.118,0.073,0.089,0.445,0.463,0.168
"P57","Buena",0.073,0.123,0.102,0.166,0.159,0.126
"P57","Ni buena ni mala",0.063,0.121,0.159,0.12,0.053,0.055
"P57","Mala",0.189,0.262,0.205,0.126,0.026,0.204
"P57","Muy mala",0.551,0.407,0.404,0.127,0.286,0.318
"P57","No sabe",0.006,0.014,0.041,0.016,0.013,0.129
"P58","Muy buena",0.611,0.368,0.232,0.05,0.066,0.219
"P58","Buena",0.123,0.25,0.228,0.016,0.085,0.063
"P58","Ni buena ni mala",0.038,0.095,0.166,0.083,0.1,0.057
"P58","Mala",0.081,0.082,0.123,0.237,0.068,0.266
"P58","Muy mala",0.131,0.203,0.237,0.614,0.674,0.269
"P58","No sabe",0.016,0.002,0.014,0,0.007,0.126
"P59","Muy buena",0.421,0.372,0.216,0.031,0.045,0.052
"P59","Buena",0.313,0.258,0.287,0.053,0.082,0.241
"P59","Ni buena ni mala",0.079,0.139,0.166,0.074,0.098,0.167
"P59","Mala",0.049,0.062,0.109,0.202,0.08,0.104
"P59","Muy mala",0.138,0.167,0.212,0.64,0.692,0.331
"P59","No sabe",0,0.002,0.01,0,0.003,0.105
"P60","Muy buena",0.598,0.509,0.26,0.05,0.051,0.139
"P60","Buena",0.201,0.199,0.238,0.046,0.054,0.01
"P60","Ni buena ni mala",0.066,0.127,0.187,0.125,0.1,0.26
"P60","Mala",0.032,0.041,0.092,0.206,0.085,0.302
"P60","Muy mala",0.097,0.122,0.191,0.558,0.684,0.097
"P60","No sabe",0.006,0.002,0.032,0.015,0.026,0.192
"P61","Muy buena",0.179,0.08,0.068,0.04,0.014,0.022
"P61","Buena",0.228,0.262,0.226,0.067,0.1,0.074
"P61","Ni buena ni mala",0.381,0.472,0.443,0.39,0.244,0.33
"P61","Mala",0.081,0.102,0.098,0.236,0.143,0.246
"P61","Muy mala",0.106,0.067,0.092,0.226,0.465,0.128
"P61","No sabe",0.025,0.017,0.073,0.041,0.034,0.2
