"var","categoria","Peor","Igual","Mejor","No sabe"
"P12","Gran excedente habitual",0.02,0.021,0.032,0.027
"P12","Gran excedente excepcional",0.002,0,0,0
"P12","Pequeño excedente habitual",0.043,0.039,0.033,0.017
"P12","Pequeño excedente excepcional",0.068,0.065,0.047,0.124
"P12","Alcanza gastos familia",0.102,0.129,0.235,0.152
"P12","No alcanza gastos familia",0.075,0.134,0.102,0.154
"P12","Solo NBFamiliares",0.266,0.326,0.337,0.254
"P12","No alcanza NBFamiliares",0.42,0.262,0.213,0.264
"P12","No sabe",0.004,0.024,0.001,0.008
"P13","Muy buena",0.071,0.08,0.1,0.071
"P13","Buena",0.149,0.203,0.141,0.125
"P13","Ni buena ni mala",0.264,0.315,0.303,0.244
"P13","Mala",0.273,0.266,0.336,0.339
"P13","Muy mala",0.233,0.131,0.111,0.122
"P13","No sabe",0.01,0.005,0.009,0.099
"P14","Muy buena",0.15,0.242,0.46,0.258
"P14","Buena",0.08,0.215,0.244,0.216
"P14","Ni buena ni mala",0.119,0.243,0.141,0.174
"P14","Mala",0.184,0.124,0.099,0.188
"P14","Muy mala",0.459,0.175,0.048,0.149
"P14","No sabe",0.008,0.001,0.008,0.015
"P19","Muy buena",0.085,0.079,0.123,0.1
"P19","Buena",0.156,0.242,0.195,0.172
"P19","Ni buena ni mala",0.301,0.348,0.314,0.402
"P19","Mala",0.214,0.199,0.244,0.191
"P19","Muy mala",0.23,0.119,0.115,0.07
"P19","No sabe",0.014,0.013,0.009,0.065
"P20","Gobierno nacional",0.424,0.218,0.167,0.143
"P20","Gobierno provincial",0.465,0.6,0.731,0.591
"P20","No sabe",0.111,0.182,0.102,0.266
"P21","El anterior gobierno de Arabela Carreras",0.31,0.367,0.504,0.423
"P21","El actual gobierno de Alberto Weretilneck",0.594,0.504,0.385,0.4
"P21","No sabe",0.096,0.129,0.111,0.177
"P22","El anterior gobierno de Alberto Fernández",0.191,0.307,0.475,0.285
"P22","El actual gobierno de Javier Milei",0.763,0.66,0.267,0.678
"P22","No sabe",0.046,0.033,0.258,0.037
"P23","Empleado sector publico",0.192,0.184,0.205,0.264
"P23","Empleado sector privado",0.228,0.266,0.257,0.185
"P23","Changas o trabajos eventuales",0.21,0.206,0.09,0.225
"P23","Estudiante",0.039,0.033,0.078,0.014
"P23","Amas de casa",0.069,0.069,0.076,0.135
"P23","Profesional o independiente",0.092,0.107,0.125,0.093
"P23","Comerciante, emprendedor o empresario",0.058,0.04,0.074,0.04
"P23","Trabajador informal",0.013,0.004,0.032,0.002
"P23","No tengo trabajo",0.099,0.091,0.063,0.042
"P24","Muy de acuerdo",0.176,0.157,0.33,0.246
"P24","De acuerdo",0.155,0.293,0.155,0.178
"P24","Ni de acuerdo ni en desacuerdo",0.349,0.318,0.282,0.317
"P24","En desacuerdo",0.17,0.126,0.109,0.157
"P24","Muy en desacuerdo",0.12,0.081,0.113,0.017
"P24","No sabe",0.03,0.025,0.011,0.085
"P25","Muy de acuerdo",0.098,0.078,0.155,0.206
"P25","De acuerdo",0.078,0.222,0.273,0.238
"P25","Ni de acuerdo ni en desacuerdo",0.12,0.278,0.259,0.198
"P25","En desacuerdo",0.508,0.313,0.23,0.254
"P25","Muy en desacuerdo",0.188,0.108,0.074,0.072
"P25","No sabe",0.008,0.001,0.009,0.032
"P26","Si",0.666,0.641,0.708,0.543
"P26","No",0.334,0.359,0.292,0.457
"P27","Muy de acuerdo",0.155,0.191,0.236,0.16
