"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P12","Gran excedente habitual",0.054,0.019,0.017,0.012,0.028,0
"P12","Gran excedente excepcional",0.001,0.002,0.002,0,0,0
"P12","Pequeño excedente habitual",0.061,0.034,0.043,0.034,0.05,0.02
"P12","Pequeño excedente excepcional",0.074,0.065,0.081,0.049,0.038,0.013
"P12","Alcanza gastos familia",0.161,0.179,0.103,0.1,0.123,0.091
"P12","No alcanza gastos familia",0.064,0.115,0.115,0.104,0.073,0.108
"P12","Solo NBFamiliares",0.251,0.303,0.313,0.269,0.22,0.18
"P12","No alcanza NBFamiliares",0.331,0.27,0.319,0.411,0.453,0.571
"P12","No sabe",0.003,0.013,0.007,0.021,0.015,0.017
"P13","Muy buena",0.127,0.054,0.053,0.091,0.057,0.382
"P13","Buena",0.123,0.209,0.177,0.191,0.124,0.038
"P13","Ni buena ni mala",0.182,0.29,0.352,0.306,0.315,0.128
"P13","Mala",0.32,0.291,0.265,0.273,0.237,0.161
"P13","Muy mala",0.237,0.141,0.124,0.111,0.24,0.045
"P13","No sabe",0.011,0.015,0.029,0.028,0.027,0.246
"P14","Muy buena",0.487,0.336,0.2,0.082,0.06,0.084
"P14","Buena",0.14,0.24,0.263,0.081,0.051,0.103
"P14","Ni buena ni mala",0.12,0.196,0.277,0.139,0.172,0.309
"P14","Mala",0.096,0.13,0.114,0.256,0.139,0.243
"P14","Muy mala",0.156,0.09,0.118,0.435,0.569,0.103
"P14","No sabe",0.001,0.008,0.028,0.007,0.009,0.158
"P19","Muy buena",0.157,0.057,0.1,0.104,0.061,0.255
"P19","Buena",0.102,0.236,0.211,0.215,0.131,0.093
"P19","Ni buena ni mala",0.21,0.314,0.35,0.36,0.387,0.248
"P19","Mala",0.256,0.242,0.224,0.18,0.171,0.085
"P19","Muy mala",0.256,0.124,0.097,0.127,0.221,0.082
"P19","No sabe",0.019,0.027,0.018,0.014,0.029,0.237
"P20","Gobierno nacional",0.225,0.17,0.172,0.464,0.412,0.378
"P20","Gobierno provincial",0.626,0.628,0.569,0.351,0.387,0.263
"P20","No sabe",0.149,0.202,0.259,0.185,0.201,0.359
"P21","El anterior gobierno de Arabela Carreras",0.249,0.331,0.435,0.424,0.259,0.086
"P21","El actual gobierno de Alberto Weretilneck",0.665,0.555,0.414,0.456,0.539,0.474
"P21","No sabe",0.086,0.114,0.151,0.12,0.202,0.44
"P22","El anterior gobierno de Alberto Fernández",0.694,0.307,0.359,0.16,0.134,0.431
"P22","El actual gobierno de Javier Milei",0.293,0.585,0.528,0.765,0.801,0.487
"P22","No sabe",0.013,0.108,0.113,0.075,0.065,0.082
"P23","Empleado sector publico",0.274,0.208,0.126,0.197,0.181,0.039
