"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Gran excedente habitual",0.118,0,0.012,0.037,0,0
"P10","Gran excedente excepcional",0,0,0.003,0,0,0
"P10","Pequeño excedente habitual",0.051,0,0.008,0.036,0,0.01
"P10","Pequeño excedente excepcional",0.035,0,0.037,0.016,0.02,0.029
"P10","Alcanza gastos familia",0.186,0,0.09,0.056,0.074,0.013
"P10","No alcanza gastos familia",0.025,0,0.11,0.107,0.063,0.317
"P10","Solo NBFamiliares",0.254,0,0.385,0.263,0.132,0.247
"P10","No alcanza NBFamiliares",0.331,0,0.355,0.472,0.708,0.384
"P10","No sabe",0,0,0,0.013,0.003,0
"P11","Muy buena",0.224,0,0.034,0.152,0.109,0.183
"P11","Buena",0.073,0,0.123,0.118,0.168,0
"P11","Ni buena ni mala",0.131,0,0.398,0.252,0.253,0.421
"P11","Mala",0.255,0,0.35,0.255,0.292,0.128
"P11","Muy mala",0.258,0,0.095,0.212,0.178,0.157
"P11","No sabe",0.059,0,0,0.011,0,0.111
"P12","Muy buena",0.589,0,0.285,0.234,0.28,0.113
"P12","Buena",0.078,0,0.186,0.044,0.066,0.029
"P12","Ni buena ni mala",0.077,0,0.176,0.202,0.092,0.605
"P12","Mala",0.04,0,0.117,0.175,0.138,0.086
"P12","Muy mala",0.157,0,0.234,0.328,0.424,0.025
"P12","No sabe",0.059,0,0.002,0.017,0,0.142
"P14","Muy buena",0.267,0,0.141,0.298,0.321,0.183
"P14","Buena",0.075,0,0.201,0.189,0.146,0.129
"P14","Ni buena ni mala",0.117,0,0.308,0.255,0.218,0.201
"P14","Mala",0.237,0,0.223,0.181,0.097,0.372
"P14","Muy mala",0.29,0,0.124,0.077,0.207,0.061
"P14","No sabe",0.014,0,0.003,0,0.011,0.054
"P15","Muy buena",0.449,0,0.095,0.092,0.16,0.216
"P15","Buena",0.043,0,0.197,0.281,0.243,0.273
"P15","Ni buena ni mala",0.151,0,0.354,0.318,0.232,0.192
"P15","Mala",0.123,0,0.244,0.102,0.193,0.039
"P15","Muy mala",0.208,0,0.068,0.196,0.142,0.124
"P15","No sabe",0.026,0,0.042,0.011,0.03,0.156
"P16","Gobierno nacional",0.184,0,0.22,0.207,0.408,0.265
"P16","Gobierno provincial",0.709,0,0.546,0.494,0.477,0.242
"P16","No sabe",0.107,0,0.234,0.299,0.115,0.493
"P17","El anterior gobierno de Arabela Carreras",0.385,0,0.417,0.485,0.722,0.239
"P17","El actual gobierno de Alberto Weretilneck",0.551,0,0.395,0.409,0.271,0.694
"P17","No sabe",0.064,0,0.188,0.106,0.007,0.067
"P18","El anterior gobierno de Alberto Fernández",1,0,0.435,0.278,0.522,0.148
"P18","El actual gobierno de Javier Milei",0,0,0.565,0.722,0.478,0.457
"P18","No sabe",0,0,0,0,0,0.395
"P19","Muy buena",0.25,0,0.04,0.006,0.043,0.054
"P19","Buena",0.055,0,0.138,0.253,0.191,0.204
"P19","Ni buena ni mala",0.162,0,0.274,0.201,0.245,0.33
"P19","Mala",0.205,0,0.335,0.442,0.263,0.183
"P19","Muy mala",0.328,0,0.197,0.095,0.258,0.219
"P19","No sabe",0,0,0.016,0.003,0,0.01
"P20","Muy buena",0.215,0,0.038,0,0.073,0
"P20","Buena",0.136,0,0.111,0.162,0.221,0.118
"P20","Ni buena ni mala",0.063,0,0.322,0.236,0.127,0.371
"P20","Mala",0.227,0,0.319,0.478,0.332,0.309
"P20","Muy mala",0.359,0,0.192,0.093,0.236,0.182
"P20","No sabe",0,0,0.018,0.031,0.011,0.02
"P21","Muy buena",0.333,0,0.039,0,0.031,0.054
"P21","Buena",0.07,0,0.1,0.097,0.169,0.284
"P21","Ni buena ni mala",0.102,0,0.37,0.348,0.226,0.229
"P21","Mala",0.25,0,0.323,0.449,0.257,0.262
"P21","Muy mala",0.245,0,0.147,0.076,0.257,0.128
"P21","No sabe",0,0,0.021,0.03,0.06,0.043
"P22","Muy de acuerdo",0.543,0,0.288,0.361,0.417,0.327
"P22","De acuerdo",0.085,0,0.223,0.119,0.171,0.246
"P22","Ni de acuerdo ni en desacuerdo",0.077,0,0.282,0.247,0.144,0.298
"P22","En desacuerdo",0.13,0,0.181,0.249,0.19,0.007
"P22","Muy en desacuerdo",0.079,0,0.025,0.015,0.078,0
"P22","No sabe",0.086,0,0.001,0.009,0,0.122
"P23","El estado nacional",0.457,0,0.114,0.087,0.084,0.301
"P23","El estado provincial",0.207,0,0.44,0.475,0.684,0.091
"P23","Ambos de forma coordinada",0.315,0,0.353,0.299,0.232,0.332
"P23","No sabe",0.021,0,0.093,0.139,0,0.276
"P24","Inseguridad y narcotráfico",0.426,0,0.26,0.222,0.527,0.212
"P24","Altos impuestos y tarifas",0.064,0,0.164,0.269,0.096,0.332
"P24","Educación y estado de las escuelas",0.21,0,0.276,0.19,0.02,0.35
"P24","Inflación",0.137,0,0.22,0.249,0.2,0.054
"P24","Estado de la salud",0.154,0,0.044,0.017,0.127,0.039
"P24","Corrupción",0.009,0,0.019,0.014,0.017,0.013
"P24","Pobreza",0,0,0.006,0,0.003,0
"P24","Medio ambiente, incendios y contaminación",0,0,0.004,0.002,0,0
"P24","Falta de trabajo",0,0,0.007,0,0.007,0
"P24","No sabe",0,0,0,0.037,0.003,0
"P28","Muy buena",0.329,0,0.03,0.019,0.031,0.099
"P28","Buena",0.06,0,0.071,0.075,0.063,0.31
"P28","Ni buena ni mala",0.186,0,0.438,0.336,0.135,0.343
"P28","Mala",0.251,0,0.356,0.472,0.384,0.138
"P28","Muy mala",0.166,0,0.097,0.066,0.345,0.053
"P28","No sabe",0.008,0,0.008,0.032,0.042,0.057
"P29","Peor",0.695,0,0.493,0.461,0.773,0.44
"P29","Igual",0.164,0,0.295,0.212,0.092,0.356
"P29","Mejor",0.057,0,0.157,0.207,0.036,0
"P29","No sabe",0.084,0,0.055,0.12,0.099,0.204
"P30","Peor",0.564,0,0.423,0.359,0.718,0.227
"P30","Igual",0.136,0,0.226,0.314,0.208,0.31
"P30","Mejor",0.254,0,0.24,0.188,0.074,0.233
"P30","No sabe",0.046,0,0.111,0.139,0,0.23
"P31","Javier Milei",0.891,0,0.378,0.295,0.277,0.578
"P31","Los gobernadores",0.096,0,0.437,0.509,0.698,0.286
"P31","No sabe",0.013,0,0.185,0.196,0.025,0.136
"P32","Muy buena",0.313,0,0.105,0.157,0.199,0.403
"P32","Buena",0.025,0,0.215,0.222,0.151,0.225
"P32","Ni buena ni mala",0.154,0,0.301,0.277,0.271,0.151
"P32","Mala",0.182,0,0.248,0.27,0.122,0.138
"P32","Muy mala",0.326,0,0.127,0.074,0.257,0.039
"P32","No sabe",0,0,0.004,0,0,0.044
"P34","Muy buena",0.358,0,0.184,0.342,0.267,0.099
"P34","Buena",0.056,0,0.156,0.175,0.179,0.142
"P34","Ni buena ni mala",0.107,0,0.361,0.204,0.274,0.07
"P34","Mala",0.214,0,0.126,0.225,0.106,0.24
"P34","Muy mala",0.265,0,0.169,0.054,0.174,0.068
"P34","No sabe",0,0,0.004,0,0,0.381
"P35","Muy buena",0.504,0,0.113,0.137,0.042,0.029
"P35","Buena",0.204,0,0.169,0.046,0.044,0.042
"P35","Ni buena ni mala",0.176,0,0.44,0.343,0.211,0.261
"P35","Mala",0,0,0.148,0.384,0.192,0.085
"P35","Muy mala",0.116,0,0.092,0.081,0.483,0.032
"P35","No sabe",0,0,0.038,0.009,0.028,0.551
"P36","Muy buena",0.241,0,0.128,0.395,0.403,0.221
"P36","Buena",0.039,0,0.084,0.118,0.144,0
"P36","Ni buena ni mala",0.012,0,0.208,0.097,0.117,0.274
"P36","Mala",0.192,0,0.189,0.233,0.007,0
"P36","Muy mala",0.516,0,0.391,0.157,0.329,0.363
"P36","No sabe",0,0,0,0,0,0.142
"P37","Muy buena",0.458,0,0.109,0.122,0.13,0.055
"P37","Buena",0.058,0,0.178,0.049,0.084,0.081
"P37","Ni buena ni mala",0.258,0,0.208,0.093,0.053,0
"P37","Mala",0.121,0,0.217,0.428,0.211,0.419
"P37","Muy mala",0.105,0,0.288,0.308,0.506,0.402
"P37","No sabe",0,0,0,0,0.016,0.043
"P38","Muy buena",0.198,0,0.09,0.155,0.124,0.152
"P38","Buena",0.065,0,0.099,0.13,0.147,0.099
"P38","Ni buena ni mala",0.003,0,0.215,0.234,0.34,0.082
"P38","Mala",0.224,0,0.17,0.279,0.017,0.392
"P38","Muy mala",0.51,0,0.426,0.202,0.372,0.231
"P38","No sabe",0,0,0,0,0,0.044
"P39","Muy buena",0.198,0,0.133,0.353,0.421,0.265
"P39","Buena",0,0,0.056,0.133,0.092,0
"P39","Ni buena ni mala",0.065,0,0.187,0.049,0.184,0.055
"P39","Mala",0.2,0,0.175,0.302,0.012,0
"P39","Muy mala",0.525,0,0.434,0.163,0.291,0.363
"P39","No sabe",0.012,0,0.015,0,0,0.317
"P40","Muy buena",0.77,0,0.246,0.158,0.308,0.143
"P40","Buena",0.095,0,0.163,0.056,0.036,0.131
"P40","Ni buena ni mala",0,0,0.171,0.027,0.03,0.266
"P40","Mala",0.132,0,0.161,0.452,0.033,0.24
"P40","Muy mala",0.003,0,0.259,0.307,0.593,0.123
"P40","No sabe",0,0,0,0,0,0.097
"P41","Muy buena",0.761,0,0.211,0.128,0.229,0.113
"P41","Buena",0.171,0,0.234,0.103,0.084,0.16
"P41","Ni buena ni mala",0.027,0,0.241,0.029,0.045,0.111
"P41","Mala",0.041,0,0.101,0.444,0.021,0.273
"P41","Muy mala",0,0,0.213,0.296,0.621,0.244
"P41","No sabe",0,0,0,0,0,0.099
"P42","Muy buena",0.854,0,0.289,0.153,0.143,0.136
"P42","Buena",0.105,0,0.141,0.047,0.087,0.017
"P42","Ni buena ni mala",0.038,0,0.339,0.088,0.003,0.274
"P42","Mala",0,0,0.063,0.497,0.023,0
"P42","Muy mala",0.003,0,0.168,0.215,0.744,0.145
"P42","No sabe",0,0,0,0,0,0.428
