"var","categoria","Javier Milei","Los gobernadores","No sabe"
"P10","Gran excedente habitual",0.062,0,0
"P10","Gran excedente excepcional",0,0,0.008
"P10","Pequeño excedente habitual",0.034,0,0
"P10","Pequeño excedente excepcional",0.047,0,0.003
"P10","Alcanza gastos familia",0.138,0,0.034
"P10","No alcanza gastos familia",0.125,0,0.092
"P10","Solo NBFamiliares",0.35,0,0.203
"P10","No alcanza NBFamiliares",0.239,0,0.66
"P10","No sabe",0.005,0,0
"P11","Muy buena",0.103,0,0
"P11","Buena",0.053,0,0.142
"P11","Ni buena ni mala",0.232,0,0.352
"P11","Mala",0.362,0,0.339
"P11","Muy mala",0.235,0,0.135
"P11","No sabe",0.015,0,0.032
"P12","Muy buena",0.574,0,0.257
"P12","Buena",0.181,0,0.148
"P12","Ni buena ni mala",0.103,0,0.46
"P12","Mala",0.06,0,0.072
"P12","Muy mala",0.067,0,0.04
"P12","No sabe",0.015,0,0.023
"P14","Muy buena",0.177,0,0.22
"P14","Buena",0.081,0,0.131
"P14","Ni buena ni mala",0.233,0,0.514
"P14","Mala",0.298,0,0.071
"P14","Muy mala",0.21,0,0.029
"P14","No sabe",0.001,0,0.035
"P15","Muy buena",0.152,0,0.028
"P15","Buena",0.097,0,0.204
"P15","Ni buena ni mala",0.194,0,0.525
"P15","Mala",0.344,0,0.074
"P15","Muy mala",0.181,0,0.137
"P15","No sabe",0.032,0,0.032
"P16","Gobierno nacional",0.129,0,0.094
"P16","Gobierno provincial",0.758,0,0.473
"P16","No sabe",0.113,0,0.433
"P17","El anterior gobierno de Arabela Carreras",0.435,0,0.369
"P17","El actual gobierno de Alberto Weretilneck",0.455,0,0.479
"P17","No sabe",0.11,0,0.152
"P18","El anterior gobierno de Alberto Fernández",0.885,0,0.928
"P18","El actual gobierno de Javier Milei",0.115,0,0.072
"P18","No sabe",0,0,0
"P19","Muy buena",0.084,0,0.008
"P19","Buena",0.089,0,0.229
"P19","Ni buena ni mala",0.227,0,0.355
"P19","Mala",0.334,0,0.239
"P19","Muy mala",0.253,0,0.169
"P19","No sabe",0.013,0,0
"P20","Muy buena",0.074,0,0
"P20","Buena",0.088,0,0.075
"P20","Ni buena ni mala",0.138,0,0.403
"P20","Mala",0.389,0,0.29
"P20","Muy mala",0.298,0,0.181
"P20","No sabe",0.013,0,0.051
"P21","Muy buena",0.102,0,0.034
"P21","Buena",0.07,0,0.077
"P21","Ni buena ni mala",0.2,0,0.433
"P21","Mala",0.399,0,0.326
"P21","Muy mala",0.213,0,0.048
"P21","No sabe",0.016,0,0.082
