"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto","opciones"
"Muy buena",0.213,0.163,0.263,0.164,0.236,0.24,0.202,0.238,0.183,0.237,0.291,0.029,0.445,0.493,0.04,0,0,0,6
"Buena",0.085,0.09,0.079,0.094,0.058,0.097,0.126,0.091,0.045,0.148,0.119,0.013,0.151,0.176,0.031,0,0,0,6
"Ni buena ni mala",0.142,0.158,0.127,0.109,0.161,0.142,0.154,0.16,0.155,0.097,0.241,0.051,0.137,0.162,0.101,0,0,0,6
"Mala",0.16,0.155,0.166,0.187,0.099,0.185,0.246,0.234,0.123,0.136,0.147,0.238,0.023,0.037,0.213,0,0,0,6
"Muy mala",0.393,0.43,0.356,0.446,0.446,0.314,0.256,0.256,0.494,0.382,0.202,0.669,0.209,0.12,0.615,0,0,0,6
"No sabe",0.007,0.004,0.009,0,0,0.022,0.016,0.021,0,0,0,0,0.035,0.012,0,0,0,0,6
"Positiva",0.298,0.253,0.342,0.258,0.294,0.337,0.328,0.329,0.228,0.385,0.41,0.042,0.596,0.669,0.071,0,0,0,4
"Neutra",0.142,0.158,0.127,0.109,0.161,0.142,0.154,0.16,0.155,0.097,0.241,0.051,0.137,0.162,0.101,0,0,0,4
"Negativa",0.553,0.585,0.522,0.633,0.545,0.499,0.502,0.49,0.617,0.518,0.349,0.907,0.232,0.157,0.828,0,0,0,4
"No sabe",0.007,0.004,0.009,0,0,0.022,0.016,0.021,0,0,0,0,0.035,0.012,0,0,0,0,4
