"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto","opciones"
"Muy buena",0.227,0.206,0.248,0.265,0.186,0.256,0.231,0.286,0.188,0.224,0.298,0.033,0.433,0.421,0.089,0,0,0,6
"Buena",0.143,0.13,0.155,0.029,0.179,0.177,0.208,0.145,0.105,0.21,0.202,0.076,0.138,0.209,0.091,0,0,0,6
"Ni buena ni mala",0.269,0.301,0.238,0.333,0.211,0.292,0.276,0.21,0.322,0.248,0.278,0.275,0.18,0.199,0.309,0,0,0,6
"Mala",0.187,0.185,0.189,0.187,0.166,0.21,0.212,0.141,0.228,0.171,0.107,0.446,0.07,0.1,0.253,0,0,0,6
"Muy mala",0.153,0.138,0.167,0.186,0.209,0.065,0.057,0.177,0.144,0.136,0.07,0.17,0.166,0.067,0.237,0,0,0,6
"No sabe",0.021,0.04,0.003,0,0.049,0,0.016,0.041,0.013,0.011,0.045,0,0.013,0.004,0.021,0,0,0,6
"Positiva",0.37,0.336,0.403,0.294,0.365,0.433,0.439,0.431,0.293,0.434,0.5,0.109,0.571,0.63,0.18,0,0,0,4
"Neutra",0.269,0.301,0.238,0.333,0.211,0.292,0.276,0.21,0.322,0.248,0.278,0.275,0.18,0.199,0.309,0,0,0,4
"Negativa",0.34,0.323,0.356,0.373,0.375,0.275,0.269,0.318,0.372,0.307,0.177,0.616,0.236,0.167,0.49,0,0,0,4
"No sabe",0.021,0.04,0.003,0,0.049,0,0.016,0.041,0.013,0.011,0.045,0,0.013,0.004,0.021,0,0,0,4
