"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P07","Al candidato del Frente de Todos",0.522,0.355,0.074,0.718
"P07","Al candidato de Juntos por el Cambio",0.428,0.195,0.527,0.142
"P07","Al candidato de los liberales - libertarios",0,0.25,0.204,0
"P07","Al candidato de la Izquierda",0,0,0,0.116
"P07","A otro candidato",0.05,0.02,0.11,0.017
"P07","No sabe",0,0.18,0.085,0.007
"P08","A Julio Zamora por el Frente de Todos",0.522,0.304,0.182,0.599
"P08","A Malena Galmarini por el Frente de Todos",0,0.195,0.024,0.159
"P08","A Segundo Cernadas por Cambiemos",0.444,0.054,0.512,0.146
"P08","A Nicolás Massot por Cambiemos",0,0.016,0.112,0
"P08","Al candidato de los liberales libertarios",0,0.232,0.143,0
"P08","A Paula Akerfeld por el Frente de Izquierda",0,0.157,0.014,0.085
"P08","No sabe",0.034,0.042,0.013,0.011
"P10","A Julio Zamora por el Frente de Todos",0.487,0.292,0.114,0.703
"P10","A Segundo Cernadas por Cambiemos",0.479,0.242,0.48,0.153
"P10","Al candidato de los liberales libertarios",0,0.223,0.263,0
"P10","A Paula Akerfeld por el Frente de Izquierda",0,0.036,0.021,0.116
"P10","No sabe",0.034,0.207,0.122,0.028
"P12","A Malena Galmarini por el Frente de Todos",0.812,0.352,0.128,0.643
"P12","A Segundo Cernadas por Cambiemos",0.071,0.215,0.532,0.206
"P12","Al candidato de los liberales libertarios",0,0.302,0.2,0
"P12","A Paula Akerfeld por el Frente de Izquierda",0,0,0.008,0.084
"P12","No sabe",0.117,0.131,0.132,0.067
"P14","Muy buena",0.055,0.141,0.172,0.222
"P14","Buena",0.15,0.25,0.021,0.329
"P14","Ni buena ni mala",0.134,0.413,0.172,0.301
"P14","Mala",0.546,0.065,0.117,0.039
"P14","Muy mala",0.015,0.031,0.515,0.109
"P14","No sabe",0.1,0.1,0.003,0
"P15","Muy buena",0.252,0.122,0.113,0.351
"P15","Buena",0.204,0.35,0.152,0.285
"P15","Ni buena ni mala",0.1,0.387,0.205,0.209
