"var","categoria","Si","No","No sabe"
"P10","Siempre",0.193,0.187,0.166
"P10","Casi siempre",0.295,0.292,0.223
"P10","Casi nunca",0.306,0.342,0.383
"P10","Nunca, pero esta es una excepción",0.206,0.179,0.228
"P11","Si",0.581,0.106,0.222
"P11","No",0.191,0.723,0.231
"P11","No sabe",0.228,0.171,0.547
"P12","Javier Milei",0.708,0.238,0.438
"P12","Mauricio Macri",0.092,0.524,0.118
"P12","Ambos",0.147,0.141,0.236
"P12","No sabe",0.053,0.097,0.208
"P13","Si",0.733,0.179,0.278
"P13","No",0.188,0.768,0.358
"P13","No sabe",0.079,0.053,0.364
"P14","Florencio Randazzo",0.321,0.265,0.126
"P14","Cristian Ritondo",0.241,0.194,0.041
"P14","Algun diputado del bloque de Milei",0.267,0.142,0.39
"P14","No sabe",0.171,0.399,0.443
"P16","Si",0.455,0.653,0.465
"P16","No",0.438,0.229,0.134
"P16","No sabe",0.107,0.118,0.401
"P17","Si",0.463,0.546,0.303
"P17","No",0.44,0.35,0.309
"P17","No sabe",0.097,0.104,0.388
"P18","Los cargos públicos",0.508,0.385,0.288
"P18","El empleo público",0.158,0.141,0.153
"P18","Los planes sociales",0.201,0.118,0.223
"P18","Las tarifas de los servicios públicos",0.06,0.068,0.073
"P18","No sabe",0.073,0.288,0.263
"P19","Si",0.498,0.168,0.215
"P19","No",0.266,0.676,0.289
"P19","No sabe",0.236,0.156,0.496
"P20","Si",0.757,0.287,0.435
"P20","No",0.16,0.63,0.188
"P20","No sabe",0.083,0.083,0.377
"P21","Inflación",0.336,0.332,0.213
"P21","Desempleo",0.066,0.116,0.18
"P21","Corrupción",0.406,0.215,0.295
"P21","Inseguridad",0.119,0.095,0.18
"P21","Precio del dólar",0.009,0.045,0.012
"P21","Pobreza",0.027,0.077,0.043
"P21","Narcotráfico",0.006,0.024,0.004
"P21","Tarifas",0.007,0.016,0
"P21","Otro",0.012,0.065,0.024
"P21","No sabe",0.012,0.015,0.049
"P25","Sin deuda",0.355,0.326,0.311
"P25","Menos de 10%",0.172,0.175,0.138
"P25","Entre 10 y 20%",0.161,0.133,0.13
"P25","Entre 20 y 30%",0.084,0.1,0.048
"P25","Entre 30 y 40%",0.071,0.079,0.072
"P25","Mas del 40%",0.121,0.136,0.093
"P25","No sabe",0.036,0.051,0.208
"P26","Gran excedente habitual",0.012,0.005,0.005
"P26","Gran excedente excepcional",0.003,0.009,0.028
"P26","Pequeño excedente habitual",0.058,0.048,0.016
"P26","Pequeño excedente excepcional",0.063,0.057,0.034
"P26","Alcanza gastos familia",0.128,0.148,0.077
"P26","No alcanza gastos familia",0.116,0.126,0.135
"P26","Solo NBFamiliares",0.295,0.274,0.195
"P26","No alcanza NBFamiliares",0.311,0.324,0.43
"P26","No sabe",0.014,0.009,0.08
"P27","Muy buena",0.069,0.055,0.042
"P27","Buena",0.172,0.2,0.121
"P27","Ni buena ni mala",0.446,0.432,0.484
"P27","Mala",0.246,0.25,0.25
"P27","Muy mala",0.058,0.053,0.068
"P27","No sabe",0.009,0.01,0.035
"P28","Mejor",0.074,0.118,0.112
"P28","Igual",0.178,0.373,0.248
"P28","Peor",0.712,0.466,0.512
"P28","No sabe",0.036,0.043,0.128
"P29","Mejor",0.329,0.071,0.2
"P29","Igual",0.314,0.148,0.267
"P29","Peor",0.233,0.593,0.26
"P29","No sabe",0.124,0.188,0.273
"P30","Muy buena",0.068,0.051,0.055
"P30","Buena",0.06,0.088,0.031
"P30","Ni buena ni mala",0.167,0.259,0.261
"P30","Mala",0.31,0.408,0.423
"P30","Muy mala",0.385,0.178,0.142
"P30","No sabe",0.01,0.016,0.088
"P31","Mejor",0.028,0.079,0.088
"P31","Igual",0.094,0.271,0.077
"P31","Peor",0.827,0.57,0.654
"P31","No sabe",0.051,0.08,0.181
"P32","Mejor",0.356,0.069,0.239
"P32","Igual",0.274,0.129,0.189
"P32","Peor",0.256,0.655,0.33
"P32","No sabe",0.114,0.147,0.242
"P33","Muy buena",0.056,0.084,0.074
"P33","Buena",0.095,0.192,0.113
"P33","Ni buena ni mala",0.17,0.315,0.259
"P33","Mala",0.231,0.28,0.313
"P33","Muy mala",0.421,0.105,0.151
"P33","No sabe",0.027,0.024,0.09
"P35","Muy buena",0.032,0.068,0.059
"P35","Buena",0.054,0.173,0.066
"P35","Ni buena ni mala",0.151,0.335,0.311
"P35","Mala",0.279,0.276,0.265
"P35","Muy mala",0.457,0.111,0.22
"P35","No sabe",0.027,0.037,0.079
"P36","Muy buena",0.037,0.152,0.08
"P36","Buena",0.066,0.252,0.101
"P36","Ni buena ni mala",0.229,0.296,0.311
"P36","Mala",0.298,0.189,0.208
"P36","Muy mala",0.352,0.089,0.218
"P36","No sabe",0.018,0.022,0.082
"P37","Muy buena",0.034,0.058,0.03
"P37","Buena",0.059,0.166,0.145
"P37","Ni buena ni mala",0.121,0.361,0.287
"P37","Mala",0.28,0.288,0.241
"P37","Muy mala",0.494,0.109,0.207
"P37","No sabe",0.012,0.018,0.09
