"var","categoria","Si","No","No sabe"
"P10","Siempre",0.276,0.164,0.087
"P10","Casi siempre",0.256,0.342,0.223
"P10","Casi nunca",0.257,0.316,0.45
"P10","Nunca, pero esta es una excepción",0.211,0.178,0.24
"P12","Javier Milei",0.81,0.234,0.488
"P12","Mauricio Macri",0.057,0.536,0.081
"P12","Ambos",0.097,0.134,0.25
"P12","No sabe",0.036,0.096,0.181
"P13","Si",0.796,0.176,0.475
"P13","No",0.144,0.781,0.277
"P13","No sabe",0.06,0.043,0.248
"P14","Florencio Randazzo",0.305,0.3,0.208
"P14","Cristian Ritondo",0.264,0.171,0.166
"P14","Algun diputado del bloque de Milei",0.303,0.148,0.246
"P14","No sabe",0.128,0.381,0.38
"P15","Si",0.827,0.241,0.501
"P15","No",0.118,0.708,0.291
"P15","No sabe",0.055,0.051,0.208
"P16","Si",0.41,0.679,0.476
"P16","No",0.498,0.196,0.296
"P16","No sabe",0.092,0.125,0.228
"P17","Si",0.45,0.542,0.43
"P17","No",0.461,0.357,0.349
"P17","No sabe",0.089,0.101,0.221
"P18","Los cargos públicos",0.528,0.391,0.393
"P18","El empleo público",0.164,0.14,0.149
"P18","Los planes sociales",0.193,0.141,0.183
"P18","Las tarifas de los servicios públicos",0.043,0.063,0.1
"P18","No sabe",0.072,0.265,0.175
"P19","Si",0.57,0.173,0.282
"P19","No",0.256,0.68,0.275
"P19","No sabe",0.174,0.147,0.443
"P20","Si",0.798,0.308,0.555
"P20","No",0.144,0.613,0.214
"P20","No sabe",0.058,0.079,0.231
"P21","Inflación",0.357,0.322,0.279
"P21","Desempleo",0.048,0.122,0.122
"P21","Corrupción",0.413,0.219,0.354
"P21","Inseguridad",0.112,0.114,0.118
"P21","Precio del dólar",0.004,0.046,0.013
"P21","Pobreza",0.017,0.076,0.05
"P21","Narcotráfico",0.013,0.018,0.006
"P21","Tarifas",0.006,0.016,0.004
"P21","Otro",0.018,0.058,0.017
"P21","No sabe",0.012,0.009,0.037
"P25","Sin deuda",0.346,0.348,0.312
"P25","Menos de 10%",0.169,0.17,0.175
"P25","Entre 10 y 20%",0.16,0.141,0.138
