"var","categoria","Si","No","No sabe"
"P10","Siempre",0.194,0.199,0.167
"P10","Casi siempre",0.291,0.297,0.305
"P10","Casi nunca",0.299,0.331,0.371
"P10","Nunca, pero esta es una excepción",0.216,0.173,0.157
"P11","Si",0.533,0.147,0.198
"P11","No",0.233,0.714,0.306
"P11","No sabe",0.234,0.139,0.496
"P12","Javier Milei",0.714,0.218,0.332
"P12","Mauricio Macri",0.118,0.532,0.186
"P12","Ambos",0.121,0.166,0.265
"P12","No sabe",0.047,0.084,0.217
"P13","Si",0.709,0.157,0.327
"P13","No",0.216,0.804,0.358
"P13","No sabe",0.075,0.039,0.315
"P14","Florencio Randazzo",0.29,0.295,0.245
"P14","Cristian Ritondo",0.233,0.193,0.12
"P14","Algun diputado del bloque de Milei",0.31,0.122,0.214
"P14","No sabe",0.167,0.39,0.421
"P15","Si",0.722,0.234,0.402
"P15","No",0.214,0.724,0.317
"P15","No sabe",0.064,0.042,0.281
"P16","Si",0.468,0.654,0.534
"P16","No",0.429,0.233,0.181
"P16","No sabe",0.103,0.113,0.285
"P17","Si",0.478,0.551,0.352
"P17","No",0.43,0.352,0.32
"P17","No sabe",0.092,0.097,0.328
"P18","Los cargos públicos",0.521,0.374,0.26
"P18","El empleo público",0.157,0.154,0.126
"P18","Los planes sociales",0.183,0.116,0.27
"P18","Las tarifas de los servicios públicos",0.06,0.07,0.054
"P18","No sabe",0.079,0.286,0.29
"P19","Si",0.534,0.113,0.116
"P19","No",0.267,0.757,0.211
"P19","No sabe",0.199,0.13,0.673
"P21","Inflación",0.334,0.331,0.248
"P21","Desempleo",0.072,0.127,0.114
"P21","Corrupción",0.402,0.204,0.263
"P21","Inseguridad",0.097,0.122,0.184
"P21","Precio del dólar",0.013,0.046,0.005
"P21","Pobreza",0.03,0.076,0.057
"P21","Narcotráfico",0.01,0.018,0.01
"P21","Tarifas",0.01,0.013,0.005
"P21","Otro",0.021,0.056,0.034
"P21","No sabe",0.011,0.007,0.08
"P25","Sin deuda",0.354,0.321,0.323
"P25","Menos de 10%",0.177,0.175,0.119
"P25","Entre 10 y 20%",0.153,0.137,0.149
"P25","Entre 20 y 30%",0.092,0.096,0.035
"P25","Entre 30 y 40%",0.075,0.079,0.055
"P25","Mas del 40%",0.115,0.144,0.112
"P25","No sabe",0.034,0.048,0.207
"P26","Gran excedente habitual",0.013,0.003,0.002
"P26","Gran excedente excepcional",0.003,0.01,0.023
"P26","Pequeño excedente habitual",0.055,0.045,0.045
"P26","Pequeño excedente excepcional",0.063,0.06,0.026
"P26","Alcanza gastos familia",0.126,0.154,0.088
"P26","No alcanza gastos familia",0.105,0.133,0.173
"P26","Solo NBFamiliares",0.284,0.277,0.257
"P26","No alcanza NBFamiliares",0.336,0.307,0.333
"P26","No sabe",0.015,0.011,0.053
"P27","Muy buena",0.072,0.052,0.037
"P27","Buena",0.175,0.199,0.132
"P27","Ni buena ni mala",0.447,0.438,0.439
