"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P04","Tengo trabajo estable",0.442,0.463,0.444
"P04","Realizo changas o trabajos de vez en cuando",0.183,0.179,0.146
"P04","No tengo trabajo",0.182,0.106,0.151
"P04","Soy jubilado o pensionado",0.193,0.252,0.259
"P05","1",0.375,0.405,0.346
"P05","2",0.07,0.076,0.07
"P05","3",0.059,0.087,0.093
"P05","4",0.102,0.104,0.105
"P05","5",0.172,0.192,0.19
"P05","6",0.023,0.022,0.055
"P05","7",0.024,0.025,0.035
"P05","8",0.022,0.01,0.028
"P05","9",0.153,0.079,0.078
"P06","1",0.162,0.143,0.138
"P06","2",0.026,0.041,0.042
"P06","3",0.025,0.015,0.039
"P06","4",0.027,0.03,0.044
"P06","5",0.135,0.209,0.193
"P06","6",0.052,0.037,0.071
"P06","7",0.087,0.101,0.116
"P06","8",0.074,0.1,0.091
"P06","9",0.412,0.324,0.266
"P07","1",0.293,0.216,0.248
"P07","2",0.019,0.029,0.061
"P07","3",0.007,0.036,0.045
"P07","4",0.012,0.022,0.027
"P07","5",0.144,0.141,0.1
"P07","6",0.011,0.039,0.029
"P07","7",0.043,0.061,0.05
"P07","8",0.04,0.04,0.045
"P07","9",0.431,0.416,0.395
"P12","A Horacio Rodriguez Larreta",0.345,0.225,0.198
"P12","A Mauricio Macri",0.345,0.362,0.318
"P12","A Patricia Bullrich",0.223,0.348,0.362
"P12","A Facundo Manes",0.055,0.026,0.069
"P12","A Gerardo Morales",0.032,0.039,0.053
"P14","Lo votaría",0.624,0.5,0.478
"P14","Puede que lo vote",0.181,0.371,0.254
"P14","Nunca lo votaría",0.159,0.108,0.231
"P14","No sabe",0.036,0.021,0.037
"P15","Lo votaría",0.145,0.106,0.07
"P15","Puede que lo vote",0.05,0.085,0.077
"P15","Nunca lo votaría",0.784,0.792,0.826
"P15","No sabe",0.021,0.017,0.027
"P16","Lo votaría",0.049,0.016,0.04
"P16","Puede que lo vote",0.056,0.015,0.039
"P16","Nunca lo votaría",0.863,0.959,0.908
"P16","No sabe",0.032,0.01,0.013
"P17","La votaría",0.054,0.025,0.051
"P17","Puede que la vote",0.042,0.008,0.012
"P17","Nunca la votaría",0.877,0.964,0.93
"P17","No sabe",0.027,0.003,0.007
"P18","Lo votaría",0.355,0.25,0.299
"P18","Puede que lo vote",0.293,0.487,0.412
"P18","Nunca lo votaría",0.314,0.215,0.26
"P18","No sabe",0.038,0.048,0.029
"P19","Lo votaría",0.171,0.126,0.13
"P19","Puede que lo vote",0.25,0.326,0.3
"P19","Nunca lo votaría",0.416,0.445,0.488
"P19","No sabe",0.163,0.103,0.082
"P20","La votaría",0.505,0.574,0.542
"P20","Puede que la vote",0.221,0.282,0.25
"P20","Nunca la votaría",0.227,0.116,0.169
"P20","No sabe",0.047,0.028,0.039
"P21","Lo votaría",0.329,0.102,0.071
"P21","Puede que lo vote",0.45,0.603,0.113
"P21","Nunca lo votaría",0.161,0.207,0.783
"P21","No sabe",0.06,0.088,0.033
"P22","La votaría",0.292,0.212,0.244
"P22","Puede que la vote",0.3,0.473,0.365
"P22","Nunca la votaría",0.331,0.231,0.337
"P22","No sabe",0.077,0.084,0.054
"P23","Mauricio Macri por Juntos por el Cambio",0.31,0.289,0.273
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.171,0.123,0.164
"P23","Patricia Bullrich por Juntos por el Cambio",0.25,0.42,0.387
"P23","María Eugenia Vidal por Juntos por el Cambio",0.129,0.058,0.045
"P23","Facundo Manes por Juntos por el Cambio",0.056,0.041,0.059
"P23","Alberto Fernández por el Frente de Todos",0.019,0.014,0.02
"P23","Sergio Massa por el Frente de Todos",0.021,0.02,0.013
"P23","Javier Milei por los liberales libertarios",0.04,0.013,0.016
"P23","Al candidato del Frente de Izquierda",0.004,0,0.003
"P23","No sabe",0,0.022,0.02
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.284,0.225,0.312
"P24","Mauricio Macri por Juntos por el Cambio",0.397,0.545,0.518
"P24","Alberto Fernández por el Frente de Todos",0.047,0.037,0.039
"P24","Sergio Massa por el Frente de Todos",0.026,0.023,0.021
"P24","Javier Milei por los liberales libertarios",0.162,0.063,0.026
"P24","Al candidato del Frente de Izquierda",0.024,0.046,0.016
"P24","No sabe",0.06,0.061,0.068
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.292,0.234,0.289
"P25","Patricia Bullrich por Juntos por el Cambio",0.402,0.636,0.589
"P25","Alberto Fernández por el Frente de Todos",0.026,0.021,0.028
"P25","Sergio Massa por el Frente de Todos",0.023,0.015,0.024
"P25","Javier Milei por los liberales libertarios",0.202,0.043,0.017
"P25","Al candidato del Frente de Izquierda",0,0.012,0.009
"P25","No sabe",0.055,0.039,0.044
"P26","Sergio Massa por el Frente de Todos",0.019,0.032,0.064
"P26","Mauricio Macri por Juntos por el Cambio",0.639,0.757,0.763
"P26","Javier Milei por los liberales libertarios",0.221,0.113,0.038
"P26","Al candidato del Frente de Izquierda",0,0.004,0.012
"P26","No sabe",0.121,0.094,0.123
"P27","Alberto Fernández por el Frente de Todos",0.03,0.019,0.041
"P27","Mauricio Macri por Juntos por el Cambio",0.705,0.811,0.795
"P27","Javier Milei por los liberales libertarios",0.185,0.086,0.035
"P27","Al candidato del Frente de Izquierda",0.002,0.003,0.017
"P27","No sabe",0.078,0.081,0.112
"P28","Alberto Fernández por el Frente de Todos",0.017,0.018,0.04
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.603,0.657,0.763
"P28","Javier Milei por los liberales libertarios",0.243,0.191,0.05
"P28","Al candidato del Frente de Izquierda",0.01,0.001,0.014
"P28","No sabe",0.127,0.133,0.133
"P29","Sergio Massa por el Frente de Todos",0.006,0.021,0.048
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.609,0.678,0.756
"P29","Javier Milei por los liberales libertarios",0.277,0.186,0.054
"P29","Al candidato del Frente de Izquierda",0,0.001,0.009
"P29","No sabe",0.108,0.114,0.133
"P30","Sergio Massa por el Frente de Todos",0.099,0.043,0.068
"P30","Patricia Bullrich por Juntos por el Cambio",0.592,0.828,0.788
"P30","Javier Milei por los liberales libertarios",0.255,0.069,0.033
"P30","Al candidato del Frente de Izquierda",0,0.001,0.009
"P30","No sabe",0.054,0.059,0.102
"P32","Alberto Fernández por el Frente de Todos",0.16,0.078,0.094
"P32","Patricia Bullrich por Juntos por el Cambio",0.528,0.774,0.777
"P32","Javier Milei por los liberales libertarios",0.257,0.084,0.027
"P32","Al candidato del Frente de Izquierda",0.004,0,0.015
"P32","No sabe",0.051,0.064,0.087
"P34","Sergio Massa por el Frente de Todos",0.031,0.017,0.068
"P34","Mauricio Macri por Juntos por el Cambio",0.864,0.91,0.827
"P34","No sabe",0.105,0.073,0.105
"P35","Sergio Massa",0.025,0.023,0.056
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.856,0.877,0.82
"P35","No sabe",0.119,0.1,0.124
"P36","Alberto Fernández por el Frente de Todos",0.018,0.004,0.044
"P36","Mauricio Macri por Juntos por el Cambio",0.876,0.92,0.858
"P36","No sabe",0.106,0.076,0.098
"P37","Alberto Fernández",0.01,0.025,0.056
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.85,0.856,0.843
"P37","No sabe",0.14,0.119,0.101
"P38","Sergio Massa por el Frente de Todos",0.02,0.039,0.05
"P38","Patricia Bullrich por Juntos por el Cambio",0.853,0.891,0.857
"P38","No sabe",0.127,0.07,0.093
"P39","Alberto Fernández por el Frente de Todos",0.011,0.006,0.044
"P39","Patricia Bullrich por Juntos por el Cambio",0.887,0.96,0.889
"P39","No sabe",0.102,0.034,0.067
"P40","Mauricio Macri por Juntos por el Cambio",0.554,0.728,0.765
"P40","Javier Milei por los liberales libertarios",0.399,0.191,0.1
"P40","No sabe",0.047,0.081,0.135
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.586,0.681,0.819
"P41","Javier Milei por los liberales libertarios",0.308,0.217,0.046
"P41","No sabe",0.106,0.102,0.135
"P42","Patricia Bullrich por Juntos por el Cambio",0.632,0.878,0.851
"P42","Javier Milei por los liberales libertarios",0.319,0.076,0.028
"P42","No sabe",0.049,0.046,0.121
"P43","Muy buena",0.081,0.129,0.107
"P43","Buena",0.06,0.015,0.034
"P43","Ni buena ni mala",0.063,0.006,0.019
"P43","Mala",0.054,0.083,0.078
"P43","Muy mala",0.742,0.767,0.753
"P43","No sabe",0,0,0.009
"P44","Muy buena",0.029,0.013,0.016
"P44","Buena",0.037,0.006,0.018
"P44","Ni buena ni mala",0.01,0.032,0.011
"P44","Mala",0.052,0.07,0.089
"P44","Muy mala",0.841,0.877,0.864
"P44","No sabe",0.031,0.002,0.002
"P45","Muy buena",0.071,0.009,0.036
"P45","Buena",0.002,0.004,0.003
"P45","Ni buena ni mala",0,0.009,0.005
"P45","Mala",0.048,0.047,0.039
"P45","Muy mala",0.879,0.923,0.913
"P45","No sabe",0,0.008,0.004
"P46","Muy buena",0.404,0.339,0.315
"P46","Buena",0.299,0.349,0.312
"P46","Ni buena ni mala",0.166,0.169,0.183
"P46","Mala",0.054,0.032,0.063
"P46","Muy mala",0.077,0.106,0.124
"P46","No sabe",0,0.005,0.003
"P47","Muy buena",0.371,0.261,0.245
"P47","Buena",0.253,0.393,0.404
"P47","Ni buena ni mala",0.231,0.225,0.219
"P47","Mala",0.078,0.05,0.084
"P47","Muy mala",0.058,0.068,0.037
"P47","No sabe",0.009,0.003,0.011
"P48","Muy buena",0.106,0.042,0.036
"P48","Buena",0.024,0.031,0.071
"P48","Ni buena ni mala",0.123,0.103,0.065
"P48","Mala",0.145,0.173,0.197
"P48","Muy mala",0.593,0.644,0.63
"P48","No sabe",0.009,0.007,0.001
"P49","Muy buena",0.503,0.523,0.486
"P49","Buena",0.173,0.285,0.267
"P49","Ni buena ni mala",0.158,0.093,0.094
"P49","Mala",0.045,0.024,0.047
"P49","Muy mala",0.121,0.069,0.098
"P49","No sabe",0,0.006,0.008
"P50","Muy buena",0.283,0.114,0.092
"P50","Buena",0.294,0.306,0.068
"P50","Ni buena ni mala",0.211,0.427,0.342
"P50","Mala",0.078,0.078,0.252
"P50","Muy mala",0.081,0.037,0.23
"P50","No sabe",0.053,0.038,0.016
"P51","Muy buena",0.297,0.215,0.282
"P51","Buena",0.384,0.486,0.344
"P51","Ni buena ni mala",0.156,0.206,0.23
"P51","Mala",0.03,0.034,0.078
"P51","Muy mala",0.091,0.052,0.063
"P51","No sabe",0.042,0.007,0.003
"P52","Muy buena",0.109,0.083,0.125
"P52","Buena",0.229,0.248,0.156
"P52","Ni buena ni mala",0.332,0.398,0.363
"P52","Mala",0.048,0.11,0.201
"P52","Muy mala",0.201,0.109,0.117
"P52","No sabe",0.081,0.052,0.038
"P53","Siempre",0.466,0.336,0.31
"P53","Casi siempre",0.395,0.453,0.433
"P53","Casi nunca",0.078,0.178,0.178
"P53","Nunca, pero esta es una excepción",0.061,0.033,0.079
"P54","Si",0.718,0.596,0.587
"P54","No",0.282,0.404,0.413
