"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P04","Tengo trabajo estable",0.355,0.359,0.468,0.269
"P04","Realizo changas o trabajos de vez en cuando",0.23,0.236,0.182,0.256
"P04","No tengo trabajo",0.206,0.154,0.182,0.27
"P04","Soy jubilado o pensionado",0.209,0.251,0.168,0.205
"P05","Derecha",0.208,0.222,0.211,0.178
"P05","Centro derecha",0.21,0.219,0.172,0.053
"P05","Centro izquierda",0.15,0.094,0.201,0.061
"P05","Izquierda",0.091,0.076,0.108,0.042
"P05","No sabe",0.341,0.389,0.308,0.666
"P06","Muy importante",0.547,0.557,0.65,0.544
"P06","Algo importante",0.173,0.243,0.165,0.123
"P06","Nada importante",0.203,0.116,0.134,0.094
"P06","No sabe",0.077,0.084,0.051,0.239
"P07","Estoy de acuerdo",0.318,0.294,0.463,0.236
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.415,0.427,0.331,0.356
"P07","No estoy de acuerdo",0.217,0.212,0.156,0.333
"P07","No sabe",0.05,0.067,0.05,0.075
"P08","Frente de Todos y el peronismo",0.329,0.23,0.342,0.368
"P08","Cambiemos",0.409,0.4,0.261,0.166
"P08","Liberales",0.165,0.227,0.269,0.24
"P08","Izquierda",0.016,0.019,0.033,0.031
"P08","No sabe",0.081,0.124,0.095,0.195
"P10","Lo votaría",0.338,0.344,0.284,0.177
"P10","Puede que lo vote",0.351,0.287,0.392,0.378
"P10","Nunca lo votaría",0.231,0.265,0.242,0.29
"P10","No sabe",0.08,0.104,0.082,0.155
"P11","Lo votaría",0.574,0.549,0.329,0.485
"P11","Puede que lo vote",0.227,0.238,0.393,0.119
"P11","Nunca lo votaría",0.172,0.174,0.217,0.131
"P11","No sabe",0.027,0.039,0.061,0.265
"P12","Lo votaría",0.453,0.383,0.383,0.465
"P12","Puede que lo vote",0.418,0.432,0.418,0.234
"P12","Nunca lo votaría",0.07,0.098,0.146,0.157
"P12","No sabe",0.059,0.087,0.053,0.144
"P13","Lo votaría",0.241,0.229,0.234,0.251
"P13","Puede que lo vote",0.351,0.402,0.335,0.353
"P13","Nunca lo votaría",0.304,0.285,0.369,0.05
"P13","No sabe",0.104,0.084,0.062,0.346
"P14","La votaría",0.645,0.538,0.557,0.25
"P14","Puede que la vote",0.229,0.295,0.219,0.573
"P14","Nunca la votaría",0.063,0.099,0.193,0.025
"P14","No sabe",0.063,0.068,0.031,0.152
"P15","Lo votaría",0.16,0.161,0.184,0.25
"P15","Puede que lo vote",0.261,0.281,0.253,0.193
"P15","Nunca lo votaría",0.532,0.486,0.53,0.292
"P15","No sabe",0.047,0.072,0.033,0.265
"P16","Sí, lo votaría",0.452,0.4,0.316,0.249
"P16","Puede que lo vote",0.113,0.179,0.119,0.072
"P16","Nunca lo votaría",0.384,0.343,0.523,0.531
"P16","No sabe",0.051,0.078,0.042,0.148
"P17","Sí, la votaría",0.262,0.225,0.312,0.279
"P17","Puede que la vote",0.078,0.092,0.082,0.149
"P17","Nunca la votaría",0.633,0.63,0.582,0.469
"P17","No sabe",0.027,0.053,0.024,0.103
"P18","Cristina Fernández de Kirchner por el Frente de Todos",0.26,0.223,0.313,0.361
"P18","Mauricio Macri por Cambiemos",0.361,0.343,0.216,0.136
"P18","Javier Milei por los liberales",0.193,0.224,0.269,0.292
"P18","Nicolás del Caño por la izquierda",0.028,0.024,0.02,0.015
