"var","categoria","Si","No","No sabe"
"P10","Siempre",0.188,0.222,0.114
"P10","Casi siempre",0.273,0.31,0.298
"P10","Casi nunca",0.341,0.305,0.316
"P10","Nunca, pero esta es una excepción",0.198,0.163,0.272
"P11","Si",0.276,0.546,0.24
"P11","No",0.516,0.243,0.371
"P11","No sabe",0.208,0.211,0.389
"P12","Javier Milei",0.437,0.643,0.393
"P12","Mauricio Macri",0.317,0.194,0.237
"P12","Ambos",0.152,0.129,0.206
"P12","No sabe",0.094,0.034,0.164
"P13","Si",0.378,0.688,0.318
"P13","No",0.539,0.262,0.436
"P13","No sabe",0.083,0.05,0.246
"P14","Florencio Randazzo",0.33,0.254,0.159
"P14","Cristian Ritondo",0.143,0.349,0.097
"P14","Algun diputado del bloque de Milei",0.229,0.232,0.225
"P14","No sabe",0.298,0.165,0.519
"P15","Si",0.436,0.686,0.399
"P15","No",0.487,0.278,0.342
"P15","No sabe",0.077,0.036,0.259
"P17","Si",0.595,0.396,0.244
"P17","No",0.321,0.543,0.31
"P17","No sabe",0.084,0.061,0.446
"P18","Los cargos públicos",0.405,0.539,0.336
"P18","El empleo público",0.148,0.186,0.067
"P18","Los planes sociales",0.161,0.166,0.215
"P18","Las tarifas de los servicios públicos",0.082,0.035,0.064
"P18","No sabe",0.204,0.074,0.318
"P19","Si",0.311,0.451,0.186
"P19","No",0.472,0.375,0.425
"P19","No sabe",0.217,0.174,0.389
"P20","Si",0.469,0.696,0.442
"P20","No",0.426,0.246,0.316
"P20","No sabe",0.105,0.058,0.242
"P21","Inflación",0.353,0.303,0.263
"P21","Desempleo",0.107,0.078,0.091
"P21","Corrupción",0.261,0.426,0.288
"P21","Inseguridad",0.118,0.103,0.123
"P21","Precio del dólar",0.027,0.015,0.034
"P21","Pobreza",0.044,0.041,0.09
"P21","Narcotráfico",0.02,0.006,0.003
"P21","Tarifas",0.016,0.001,0.011
"P21","Otro",0.038,0.023,0.051
"P21","No sabe",0.016,0.004,0.046
"P25","Sin deuda",0.314,0.375,0.354
"P25","Menos de 10%",0.165,0.187,0.156
"P25","Entre 10 y 20%",0.154,0.132,0.157
"P25","Entre 20 y 30%",0.108,0.074,0.041
"P25","Entre 30 y 40%",0.077,0.079,0.052
"P25","Mas del 40%",0.131,0.117,0.116
"P25","No sabe",0.051,0.036,0.124
"P26","Gran excedente habitual",0.002,0.019,0.007
"P26","Gran excedente excepcional",0.007,0.006,0.012
"P26","Pequeño excedente habitual",0.049,0.058,0.037
"P26","Pequeño excedente excepcional",0.052,0.072,0.052
"P26","Alcanza gastos familia",0.128,0.125,0.169
"P26","No alcanza gastos familia",0.128,0.118,0.103
"P26","Solo NBFamiliares",0.261,0.324,0.243
"P26","No alcanza NBFamiliares",0.363,0.262,0.331
"P26","No sabe",0.01,0.016,0.046
"P27","Muy buena",0.056,0.081,0.033
"P27","Buena",0.167,0.209,0.157
"P27","Ni buena ni mala",0.436,0.437,0.487
"P27","Mala",0.277,0.201,0.242
"P27","Muy mala",0.055,0.059,0.059
"P27","No sabe",0.009,0.013,0.022
"P28","Mejor",0.095,0.097,0.091
"P28","Igual",0.282,0.223,0.284
"P28","Peor",0.575,0.65,0.55
"P28","No sabe",0.048,0.03,0.075
"P29","Mejor",0.159,0.315,0.183
"P29","Igual",0.223,0.296,0.186
"P29","Peor",0.442,0.278,0.398
"P29","No sabe",0.176,0.111,0.233
"P30","Muy buena",0.075,0.05,0.022
"P30","Buena",0.08,0.068,0.025
"P30","Ni buena ni mala",0.248,0.134,0.26
"P30","Mala",0.374,0.336,0.352
"P30","Muy mala",0.202,0.405,0.306
"P30","No sabe",0.021,0.007,0.035
"P31","Mejor",0.057,0.041,0.071
"P31","Igual",0.207,0.081,0.213
"P31","Peor",0.678,0.794,0.618
"P31","No sabe",0.058,0.084,0.098
"P32","Mejor",0.159,0.344,0.239
"P32","Igual",0.204,0.228,0.172
"P32","Peor",0.48,0.348,0.391
"P32","No sabe",0.157,0.08,0.198
"P33","Muy buena",0.074,0.073,0.03
"P33","Buena",0.168,0.095,0.11
"P33","Ni buena ni mala",0.276,0.15,0.29
"P33","Mala",0.285,0.198,0.292
"P33","Muy mala",0.169,0.461,0.223
"P33","No sabe",0.028,0.023,0.055
"P35","Muy buena",0.061,0.031,0.042
"P35","Buena",0.126,0.075,0.08
"P35","Ni buena ni mala",0.279,0.137,0.325
"P35","Mala",0.302,0.242,0.266
"P35","Muy mala",0.193,0.491,0.245
"P35","No sabe",0.039,0.024,0.042
"P36","Muy buena",0.102,0.051,0.12
"P36","Buena",0.186,0.087,0.121
"P36","Ni buena ni mala",0.296,0.189,0.319
"P36","Mala",0.246,0.263,0.21
"P36","Muy mala",0.146,0.397,0.178
"P36","No sabe",0.024,0.013,0.052
"P37","Muy buena",0.048,0.047,0.014
"P37","Buena",0.12,0.088,0.109
"P37","Ni buena ni mala",0.28,0.127,0.298
"P37","Mala",0.321,0.217,0.283
"P37","Muy mala",0.213,0.511,0.24
"P37","No sabe",0.018,0.01,0.056
"P38","Muy buena",0.078,0.043,0.034
"P38","Buena",0.108,0.06,0.034
