"var","categoria","Si","No","No sabe"
"P10","Siempre",0.194,0.208,0.123
"P10","Casi siempre",0.278,0.296,0.33
"P10","Casi nunca",0.332,0.316,0.308
"P10","Nunca, pero esta es una excepción",0.196,0.18,0.239
"P11","Si",0.335,0.422,0.256
"P11","No",0.458,0.371,0.331
"P11","No sabe",0.207,0.207,0.413
"P12","Javier Milei",0.448,0.58,0.421
"P12","Mauricio Macri",0.319,0.243,0.149
"P12","Ambos",0.167,0.116,0.21
"P12","No sabe",0.066,0.061,0.22
"P13","Si",0.426,0.571,0.332
"P13","No",0.509,0.358,0.409
"P13","No sabe",0.065,0.071,0.259
"P14","Florencio Randazzo",0.349,0.245,0.143
"P14","Cristian Ritondo",0.175,0.271,0.127
"P14","Algun diputado del bloque de Milei",0.204,0.258,0.231
"P14","No sabe",0.272,0.226,0.499
"P15","Si",0.492,0.575,0.4
"P15","No",0.455,0.358,0.335
"P15","No sabe",0.053,0.067,0.265
"P16","Si",0.663,0.44,0.361
"P16","No",0.269,0.454,0.16
"P16","No sabe",0.068,0.106,0.479
"P18","Los cargos públicos",0.515,0.392,0.294
"P18","El empleo público",0.1,0.239,0.068
"P18","Los planes sociales",0.126,0.191,0.275
"P18","Las tarifas de los servicios públicos",0.081,0.039,0.081
"P18","No sabe",0.178,0.139,0.282
"P19","Si",0.34,0.392,0.182
"P19","No",0.473,0.413,0.343
"P19","No sabe",0.187,0.195,0.475
"P20","Si",0.528,0.596,0.419
"P20","No",0.396,0.317,0.288
"P20","No sabe",0.076,0.087,0.293
"P21","Inflación",0.382,0.28,0.236
"P21","Desempleo",0.097,0.101,0.071
"P21","Corrupción",0.274,0.381,0.298
"P21","Inseguridad",0.11,0.103,0.166
"P21","Precio del dólar",0.02,0.03,0.022
"P21","Pobreza",0.048,0.037,0.093
"P21","Narcotráfico",0.016,0.012,0.006
"P21","Tarifas",0.012,0.01,0.004
"P21","Otro",0.031,0.033,0.052
"P21","No sabe",0.01,0.013,0.052
"P25","Sin deuda",0.306,0.378,0.353
"P25","Menos de 10%",0.184,0.171,0.117
"P25","Entre 10 y 20%",0.158,0.138,0.134
"P25","Entre 20 y 30%",0.088,0.098,0.051
"P25","Entre 30 y 40%",0.083,0.068,0.061
"P25","Mas del 40%",0.14,0.123,0.068
"P25","No sabe",0.041,0.024,0.216
"P26","Gran excedente habitual",0.006,0.012,0.005
"P26","Gran excedente excepcional",0.009,0.003,0.018
"P26","Pequeño excedente habitual",0.053,0.046,0.055
"P26","Pequeño excedente excepcional",0.068,0.053,0.037
"P26","Alcanza gastos familia",0.129,0.138,0.124
"P26","No alcanza gastos familia",0.12,0.117,0.141
"P26","Solo NBFamiliares",0.285,0.286,0.233
"P26","No alcanza NBFamiliares",0.322,0.329,0.33
"P26","No sabe",0.008,0.016,0.057
"P27","Muy buena",0.066,0.07,0.016
"P27","Buena",0.171,0.194,0.168
"P27","Ni buena ni mala",0.437,0.439,0.479
"P27","Mala",0.248,0.241,0.268
"P27","Muy mala",0.064,0.05,0.047
"P27","No sabe",0.014,0.006,0.022
"P28","Mejor",0.088,0.103,0.098
"P28","Igual",0.28,0.245,0.253
"P28","Peor",0.59,0.61,0.575
"P28","No sabe",0.042,0.042,0.074
"P29","Mejor",0.18,0.279,0.143
"P29","Igual",0.233,0.259,0.226
"P29","Peor",0.432,0.321,0.372
"P29","No sabe",0.155,0.141,0.259
"P30","Muy buena",0.062,0.059,0.055
"P30","Buena",0.072,0.081,0.017
"P30","Ni buena ni mala",0.23,0.179,0.246
"P30","Mala",0.348,0.376,0.343
"P30","Muy mala",0.275,0.29,0.29
"P30","No sabe",0.013,0.015,0.049
"P31","Mejor",0.059,0.037,0.085
"P31","Igual",0.188,0.14,0.159
"P31","Peor",0.694,0.745,0.648
"P31","No sabe",0.059,0.078,0.108
"P32","Mejor",0.206,0.275,0.179
"P32","Igual",0.195,0.235,0.177
"P32","Peor",0.476,0.38,0.355
"P32","No sabe",0.123,0.11,0.289
"P33","Muy buena",0.078,0.06,0.055
"P33","Buena",0.152,0.134,0.071
"P33","Ni buena ni mala",0.257,0.203,0.253
"P33","Mala",0.251,0.244,0.334
"P33","Muy mala",0.228,0.341,0.235
"P33","No sabe",0.034,0.018,0.052
"P35","Muy buena",0.051,0.05,0.03
"P35","Buena",0.114,0.105,0.045
"P35","Ni buena ni mala",0.253,0.188,0.335
"P35","Mala",0.291,0.257,0.287
"P35","Muy mala",0.255,0.368,0.267
"P35","No sabe",0.036,0.032,0.036
"P36","Muy buena",0.093,0.086,0.06
"P36","Buena",0.177,0.117,0.089
"P36","Ni buena ni mala",0.274,0.228,0.33
"P36","Mala",0.244,0.254,0.237
"P36","Muy mala",0.187,0.299,0.239
"P36","No sabe",0.025,0.016,0.045
"P37","Muy buena",0.048,0.049,0.002
"P37","Buena",0.106,0.111,0.105
"P37","Ni buena ni mala",0.272,0.175,0.228
"P37","Mala",0.294,0.27,0.258
"P37","Muy mala",0.263,0.389,0.324
"P37","No sabe",0.017,0.006,0.083
"P38","Muy buena",0.055,0.066,0.068
"P38","Buena",0.1,0.059,0.085
"P38","Ni buena ni mala",0.262,0.15,0.21
"P38","Mala",0.269,0.264,0.325
"P38","Muy mala",0.307,0.456,0.303
"P38","No sabe",0.007,0.005,0.009
"P39","Muy buena",0.238,0.168,0.164
"P39","Buena",0.118,0.077,0.128
"P39","Ni buena ni mala",0.152,0.107,0.126
"P39","Mala",0.148,0.178,0.199
"P39","Muy mala",0.341,0.468,0.364
"P39","No sabe",0.003,0.002,0.019
"P40","Muy buena",0.08,0.182,0.085
"P40","Buena",0.132,0.187,0.13
"P40","Ni buena ni mala",0.196,0.213,0.304
"P40","Mala",0.295,0.203,0.248
"P40","Muy mala",0.289,0.211,0.217
"P40","No sabe",0.008,0.004,0.016
"P41","Muy buena",0.085,0.085,0.041
"P41","Buena",0.126,0.165,0.105
"P41","Ni buena ni mala",0.291,0.345,0.4
"P41","Mala",0.246,0.199,0.293
"P41","Muy mala",0.22,0.194,0.139
"P41","No sabe",0.032,0.012,0.022
"P42","Muy buena",0.176,0.087,0.095
"P42","Buena",0.144,0.122,0.159
"P42","Ni buena ni mala",0.191,0.15,0.244
"P42","Mala",0.186,0.177,0.147
"P42","Muy mala",0.3,0.451,0.347
"P42","No sabe",0.003,0.013,0.008
"P43","Muy buena",0.09,0.142,0.066
"P43","Buena",0.126,0.185,0.092
"P43","Ni buena ni mala",0.272,0.267,0.353
"P43","Mala",0.263,0.234,0.256
"P43","Muy mala",0.221,0.155,0.175
"P43","No sabe",0.028,0.017,0.058
"P44","Muy buena",0.24,0.183,0.17
"P44","Buena",0.127,0.088,0.108
"P44","Ni buena ni mala",0.168,0.139,0.213
"P44","Mala",0.121,0.171,0.18
"P44","Muy mala",0.311,0.401,0.266
"P44","No sabe",0.033,0.018,0.063
"P46","Muy buena",0.283,0.376,0.238
"P46","Buena",0.164,0.168,0.111
"P46","Ni buena ni mala",0.185,0.158,0.202
"P46","Mala",0.142,0.119,0.157
"P46","Muy mala",0.219,0.16,0.244
"P46","No sabe",0.007,0.019,0.048
"P47","Muy buena",0.178,0.283,0.185
"P47","Buena",0.182,0.224,0.159
"P47","Ni buena ni mala",0.185,0.161,0.224
"P47","Mala",0.205,0.162,0.198
"P47","Muy mala",0.243,0.159,0.191
"P47","No sabe",0.007,0.011,0.043
"P48","Muy buena",0.141,0.129,0.131
"P48","Buena",0.124,0.128,0.1
"P48","Ni buena ni mala",0.319,0.279,0.318
"P48","Mala",0.155,0.168,0.142
"P48","Muy mala",0.179,0.22,0.122
"P48","No sabe",0.082,0.076,0.187
"P49","Muy buena",0.082,0.064,0.062
"P49","Buena",0.108,0.122,0.057
