"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.274,0.296,0.336,0.237
"P05","Bastante",0.512,0.237,0.299,0.292
"P05","Poco",0.036,0.267,0.179,0.164
"P05","Nada",0.163,0.149,0.164,0.185
"P05","No sabe",0.015,0.051,0.022,0.122
"P06","Siempre",0.312,0.141,0.217,0.156
"P06","Casi siempre",0.305,0.405,0.281,0.392
"P06","Casi nunca",0.247,0.16,0.388,0.277
"P06","Nunca, pero esta es una excepción",0.136,0.294,0.114,0.175
"P08","Al candidato del Frente de Todos",0.706,0.239,0.223,0.223
"P08","Al candidato de Juntos por el Cambio",0.114,0.317,0.237,0.257
"P08","Al candidato de los liberales - libertarios",0.142,0.147,0.353,0.154
"P08","Al candidato de la Izquierda",0.023,0.058,0.035,0.005
"P08","A otro candidato",0.015,0.127,0.03,0.079
"P08","No sabe",0,0.112,0.122,0.282
"P09","A Blanca Cantero por el Frente de Todos",0.326,0.256,0.209,0.151
"P09","A Federico García por el Frente de Todos",0.17,0.063,0.059,0.023
"P09","A Victor Rengifo por Juntos por el Cambio",0.143,0.153,0.232,0.181
"P09","A Mauro Arranz por Juntos por el Cambio",0.045,0.063,0.103,0.056
"P09","A Anibal Regueiro por un partido vecinal",0.184,0.209,0.091,0.059
"P09","A Eduardo Guardia por La Libertad Avanza",0.109,0.155,0.201,0.125
"P09","A Miguel Coria por el Frente de Izquierda",0.023,0.005,0.029,0.035
"P09","No sabe",0,0.096,0.076,0.37
"P12","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.16,0.244,0.207,0.144
"P12","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.229,0.04,0.029,0.019
"P12","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.093,0.179,0.19,0.216
"P12","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.031,0.123,0.135,0.04
"P12","A Anibal Regueiro por un partido vecinal",0.299,0.121,0.079,0.044
"P12","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.1,0.157,0.258,0.187
"P12","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.065,0.052,0.024,0.044
"P12","No sabe",0.023,0.084,0.078,0.306
"P15","La votaría",0.588,0.269,0.175,0.158
"P15","Puede que la vote",0.137,0.393,0.098,0.078
"P15","Nunca la votaría",0.226,0.245,0.657,0.189
"P15","No sabe",0.049,0.093,0.07,0.575
"P17","Lo votaría",0.57,0.124,0.082,0.006
"P17","Puede que lo vote",0.204,0.532,0.095,0.056
"P17","Nunca lo votaría",0.176,0.291,0.755,0.146
"P17","No sabe",0.05,0.053,0.068,0.792
"P18","Lo votaría",0.36,0.052,0.063,0.01
"P18","Puede que lo vote",0.107,0.447,0.071,0.032
"P18","Nunca lo votaría",0.319,0.383,0.77,0.144
"P18","No sabe",0.214,0.118,0.096,0.814
"P19","Lo votaría",0.336,0.202,0.094,0.041
"P19","Puede que lo vote",0.286,0.526,0.093,0.11
"P19","Nunca lo votaría",0.351,0.248,0.757,0.116
"P19","No sabe",0.027,0.024,0.056,0.733
"P20","Lo votaría",0.258,0.087,0.098,0.086
"P20","Puede que lo vote",0.255,0.489,0.087,0.04
"P20","Nunca lo votaría",0.4,0.374,0.715,0.111
"P20","No sabe",0.087,0.05,0.1,0.763
"P21","Lo votaría",0.45,0.064,0.05,0.054
"P21","Puede que lo vote",0.092,0.527,0.064,0.038
"P21","Nunca lo votaría",0.242,0.269,0.798,0.047
"P21","No sabe",0.216,0.14,0.088,0.861
"P22","Si",0.495,0.298,0.217,0.388
"P22","No",0.505,0.702,0.783,0.612
