"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.467,0.157,0.089,0.077,0.141
"P06","Casi siempre",0.215,0.461,0.232,0.081,0.024
"P06","Casi nunca",0.252,0.284,0.532,0.378,0.332
"P06","Nunca, pero esta es una excepción",0.066,0.098,0.147,0.464,0.503
"P08","Al candidato del Frente de Todos",0.351,0.266,0.257,0.084,0.179
"P08","Al candidato de Juntos por el Cambio",0.265,0.244,0.267,0.187,0.346
"P08","Al candidato de los liberales - libertarios",0.221,0.236,0.094,0.298,0.17
"P08","Al candidato de la Izquierda",0.024,0.069,0.04,0,0.042
"P08","A otro candidato",0.041,0.079,0.117,0.108,0.042
"P08","No sabe",0.098,0.106,0.225,0.323,0.221
"P09","A Blanca Cantero por el Frente de Todos",0.227,0.21,0.188,0.199,0.165
"P09","A Federico García por el Frente de Todos",0.071,0.072,0.063,0.047,0.072
"P09","A Victor Rengifo por Juntos por el Cambio",0.196,0.172,0.149,0.105,0.442
"P09","A Mauro Arranz por Juntos por el Cambio",0.102,0.104,0.069,0.048,0.025
"P09","A Anibal Regueiro por un partido vecinal",0.108,0.123,0.099,0.075,0.098
"P09","A Eduardo Guardia por La Libertad Avanza",0.163,0.145,0.108,0.205,0.025
"P09","A Miguel Coria por el Frente de Izquierda",0.043,0.032,0.016,0.02,0
"P09","No sabe",0.09,0.142,0.308,0.301,0.173
"P12","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.208,0.2,0.232,0.157,0.283
"P12","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.06,0.054,0.03,0.042,0.076
"P12","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.215,0.171,0.176,0.137,0.322
"P12","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.1,0.135,0.033,0.071,0.072
"P12","A Anibal Regueiro por un partido vecinal",0.054,0.098,0.136,0.101,0.09
"P12","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.164,0.216,0.124,0.266,0.027
"P12","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.096,0.039,0.015,0.016,0
"P12","No sabe",0.103,0.087,0.254,0.21,0.13
"P15","La votaría",0.258,0.233,0.214,0.19,0.293
"P15","Puede que la vote",0.069,0.204,0.233,0.164,0.046
"P15","Nunca la votaría",0.477,0.396,0.387,0.426,0
"P15","No sabe",0.196,0.167,0.166,0.22,0.661
"P16","Lo votaría",0.092,0.166,0.02,0.097,0.027
"P16","Puede que lo vote",0.2,0.155,0.299,0.179,0.19
"P16","Nunca lo votaría",0.491,0.421,0.433,0.424,0.173
"P16","No sabe",0.217,0.258,0.248,0.3,0.61
"P17","Lo votaría",0.149,0.126,0.078,0.094,0
"P17","Puede que lo vote",0.136,0.223,0.209,0.178,0.073
"P17","Nunca lo votaría",0.529,0.419,0.441,0.419,0.397
"P17","No sabe",0.186,0.232,0.272,0.309,0.53
"P18","Lo votaría",0.128,0.086,0.014,0.015,0.078
"P18","Puede que lo vote",0.118,0.146,0.219,0.118,0.019
"P18","Nunca lo votaría",0.491,0.528,0.453,0.512,0.272
"P18","No sabe",0.263,0.24,0.314,0.355,0.631
"P19","Lo votaría",0.15,0.107,0.1,0.143,0.073
"P19","Puede que lo vote",0.171,0.252,0.304,0.137,0
"P19","Nunca lo votaría",0.51,0.476,0.366,0.427,0.276
"P19","No sabe",0.169,0.165,0.23,0.293,0.651
"P20","Lo votaría",0.148,0.152,0.062,0.044,0
"P20","Puede que lo vote",0.119,0.177,0.32,0.16,0
"P20","Nunca lo votaría",0.54,0.459,0.328,0.468,0.302
"P20","No sabe",0.193,0.212,0.29,0.328,0.698
"P21","Lo votaría",0.118,0.126,0.075,0.02,0
"P21","Puede que lo vote",0.128,0.182,0.224,0.14,0
"P21","Nunca lo votaría",0.5,0.434,0.4,0.412,0.339
"P21","No sabe",0.254,0.258,0.301,0.428,0.661
"P22","Si",0.359,0.404,0.219,0.276,0.043
"P22","No",0.641,0.596,0.781,0.724,0.957
