"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P09","Porque me siento desanimado con la realidad del país",0.027,0,0.308,0.159
"P09","Porque estoy en desacuerdo con el gobierno, pero la oposición no me representa",0.455,0.618,0.172,0.393
"P09","Nunca voy a votar",0,0,0.013,0
"P09","Por miedo a la pandemia",0.37,0,0.176,0.448
"P09","Porque las PASO no son elecciones importantes",0.148,0.382,0.331,0
"P14","A Tolosa Paz por el Frente de Todos",0.844,0.31,0.038,0.154
"P14","A Santilli y Manes por Juntos",0.085,0.318,0.782,0.343
"P14","A del Caño por el Frente de Izquierda",0.049,0.06,0.028,0
"P14","A Espert por Avanza libertad",0,0.011,0.106,0.115
"P14","A Randazzo por ""Vamos con vos""",0,0.078,0.017,0.045
"P14","A Hotton por “+Valores”",0,0,0.001,0
"P14","Votaría en blanco o anularía",0.022,0.223,0.028,0.343
"P16","A Juan Aníbal Viaggo por Juntos",0.085,0.318,0.77,0.343
"P16","A Mateo Bartolini por el Frente de todos",0.839,0.39,0.04,0.154
"P16","A Catalina Riganti por Convocación Civica por San Isidro",0,0.007,0.014,0
"P16","A Francisco Sicardi de Estrada por Avanza libertad",0,0.011,0.101,0.115
"P16","A Florencia Sarmiento por el Frente de Izquierda",0.049,0.111,0.028,0
"P16","A Martín Eduardo Palma Bastidas por “Vamos con vos""",0,0.027,0.012,0.045
"P16","Votaría en blanco o anularía",0.027,0.136,0.035,0.343
"P18","Diego Santilli y Facundo Manes por “Juntos”",0.144,0.235,0.775,0.343
"P18","Victoria Tolosa Paz por el Frente de todos",0.79,0.291,0.047,0.154
"P18","Nicolás del Caño por el Frente de Izquierda",0.039,0.051,0.013,0
"P18","José Luis Espert por “Avanza Libertad”",0,0.08,0.099,0.115
"P18","Florencio Randazzo por “Vamos con vos”",0.002,0.027,0.018,0.045
"P18","Cynthia Hotton por “+Valores”",0,0,0.003,0
"P18","Ninguna en particular",0.025,0.236,0.034,0.14
"P18","No sabe",0,0.08,0.011,0.203
"P19","Diego Santilli y Facundo Manes por “Juntos”",0.68,0.38,0.083,0.154
"P19","Victoria Tolosa Paz por el Frente de todos",0.12,0.163,0.825,0.329
"P19","Nicolás del Caño por el Frente de Izquierda",0.022,0.132,0.016,0.129
"P19","José Luis Espert por “Avanza Libertad”",0.063,0,0.01,0
"P19","Florencio Randazzo por “Vamos con vos”",0.032,0.014,0.004,0
"P19","Cynthia Hotton por “+Valores”",0.003,0.024,0.012,0
"P19","Ninguna en particular",0.075,0.168,0.045,0.14
"P19","No sabe",0.005,0.119,0.005,0.248
"P20","No alcanzan para cubrir las necesidades básicas familiares",0.209,0.472,0.218,0.142
"P20","Solo alcanzan para cubrir las necesidades básicas familiares",0.329,0.208,0.271,0.274
"P20","No alcanzan para cubrir los gastos totales de la familia",0.066,0.071,0.161,0
"P20","Alcanzan para cubrir los gastos totales de la familia",0.195,0.069,0.191,0.038
"P20","Tenemos un pequeño excedente, pero es excepcional",0.052,0.056,0.071,0.03
"P20","Tenemos un pequeño excedente habitual que ahorramos o invertimos",0.083,0.1,0.049,0.154
"P20","Tenemos un gran excedente pero es excepcional",0.009,0,0.001,0
"P20","Tenemos un gran excedente habitual que ahorramos o invertimos",0.013,0.024,0.007,0.177
"P20","No sabe",0.044,0,0.031,0.185
"P21","Positiva",0.796,0.228,0.032,0.045
"P21","Neutra",0.138,0.58,0.04,0.274
"P21","Negativa",0.064,0.192,0.919,0.068
"P21","No sabe",0.002,0,0.009,0.613
"P23","Positiva",0.529,0.131,0.018,0
"P23","Neutra",0.307,0.482,0.04,0.049
"P23","Negativa",0.161,0.387,0.936,0.376
"P23","No sabe",0.003,0,0.006,0.575
"P24","Positiva",0.07,0.131,0.522,0.268
"P24","Neutra",0.038,0.128,0.218,0.265
"P24","Negativa",0.877,0.626,0.251,0
"P24","No sabe",0.015,0.115,0.009,0.467
"P25","Positiva",0.114,0.326,0.668,0.212
"P25","Neutra",0.155,0.366,0.204,0.401
"P25","Negativa",0.729,0.29,0.127,0
"P25","No sabe",0.002,0.018,0.001,0.387
