"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Al candidato del Frente de Todos",0.676,0.357,0.141,0.219
"P06","Al candidato de Juntos por el Cambio",0.137,0.318,0.514,0.113
"P06","Al candidato de los liberales - libertarios",0.044,0.12,0.192,0.159
"P06","Al candidato de la Izquierda",0.065,0.038,0.043,0.049
"P06","A otro candidato",0.02,0.077,0.066,0.137
"P06","No sabe",0.058,0.09,0.044,0.323
"P07","A Malena Galmarini",0.455,0.22,0.187,0.232
"P07","A Julio Zamora",0.4,0.611,0.689,0.59
"P07","No sabe",0.145,0.169,0.124,0.178
"P09","Positiva",0.738,0.396,0.164,0.263
"P09","Neutra",0.115,0.462,0.199,0.179
"P09","Negativa",0.141,0.137,0.617,0.289
"P09","No sabe",0.006,0.005,0.02,0.269
"P10","Positiva",0.295,0.223,0.442,0.224
"P10","Neutra",0.239,0.556,0.199,0.269
"P10","Negativa",0.376,0.179,0.317,0.175
"P10","No sabe",0.09,0.042,0.042,0.332
"P11","Positiva",0.234,0.067,0.065,0.015
"P11","Neutra",0.38,0.485,0.29,0.147
"P11","Negativa",0.123,0.098,0.306,0.069
"P11","No sabe",0.263,0.35,0.339,0.769
"P12","Positiva",0.205,0.127,0.196,0.013
"P12","Neutra",0.408,0.497,0.297,0.077
"P12","Negativa",0.212,0.13,0.336,0.117
"P12","No sabe",0.175,0.246,0.171,0.793
"P13","La seguridad",0.324,0.205,0.296,0.163
"P13","El tránsito",0.05,0.044,0.038,0.053
"P13","El arreglo de las calles",0.126,0.223,0.07,0.036
"P13","El estado de las escuelas y la educación",0.044,0.063,0.057,0.115
"P13","El sistema de salud",0.108,0.08,0.063,0.096
"P13","El deporte y la cultura",0.117,0.127,0.105,0.355
"P13","La obra pública",0.072,0.06,0.027,0.01
"P13","La luminaria",0.061,0.044,0.119,0.031
"P13","No sabe",0.098,0.154,0.225,0.141
"P14","La seguridad",0.248,0.243,0.184,0.243
"P14","El tránsito",0.122,0.087,0.112,0.08
"P14","El arreglo de las calles",0.126,0.128,0.156,0.053
"P14","El estado de las escuelas y la educación",0.164,0.196,0.238,0.253
"P14","El sistema de salud",0.144,0.118,0.143,0.095
"P14","El deporte y la cultura",0.026,0.029,0.021,0.06
"P14","La obra pública",0.034,0.043,0.035,0
"P14","La luminaria",0.019,0.025,0.023,0.077
"P14","No sabe",0.117,0.131,0.088,0.139
"P15","Agua corriente y cloacas",0.506,0.504,0.497,0.388
"P15","Energía eléctrica",0.101,0.12,0.158,0.199
"P15","Red de gas natural",0.052,0.048,0.042,0.076
"P15","Recolección de residuos",0.102,0.109,0.145,0.108
"P15","Ninguno",0.239,0.219,0.158,0.229
"P16","Los robos",0.333,0.37,0.286,0.427
"P16","El narcotráfico",0.2,0.196,0.335,0.206
"P16","La ausencia de patrulleros y personal policial",0.189,0.168,0.177,0.121
"P16","Otro",0.157,0.191,0.126,0.128
"P16","Ninguno",0.121,0.075,0.076,0.118
"P17","Frente de Todos y el peronismo",0.598,0.35,0.108,0.275
"P17","Cambiemos",0.117,0.241,0.456,0.125
"P17","Liberales Libertarios",0.114,0.156,0.283,0.2
"P17","Izquierda",0.043,0.064,0.035,0.058
"P17","No sabe",0.128,0.189,0.118,0.342
"P19","A Alberto Fernández",0.435,0.229,0.29,0.559
"P19","A Sergio Massa",0.291,0.187,0.097,0.176
"P19","A algún candidato del peronismo",0.059,0.415,0.327,0.029
"P19","A algún candidato del kirchnerismo",0.215,0.169,0.286,0.236
"P20","Seguro la votaria",0.65,0.548,0.318,0.863
"P20","Quizás la votaría",0.223,0.097,0.186,0.137
"P20","Nunca la votaría",0.127,0.355,0.496,0
"P21","A Horacio Rodriguez Larreta",0.813,0.626,0.252,0.122
"P21","A Mauricio Macri",0.077,0.223,0.323,0.702
"P21","A Patricia Bullrich",0.044,0.097,0.318,0.021
"P21","A Facundo Manes",0.066,0.046,0.081,0.084
"P21","A Martín Lousteau",0,0.008,0.026,0.071
"P22","Seguro lo votaria",0.341,0.37,0.186,0.048
"P22","Quizás lo votaría",0.252,0.265,0.254,0.787
"P22","Nunca lo votaría",0.407,0.365,0.56,0.165
"P23","Positiva",0.55,0.291,0.092,0.163
"P23","Neutra",0.26,0.304,0.103,0.125
"P23","Negativa",0.19,0.4,0.791,0.612
"P23","No sabe",0,0.005,0.014,0.1
"P24","Positiva",0.166,0.23,0.408,0.135
"P24","Neutra",0.134,0.147,0.211,0.138
"P24","Negativa",0.692,0.623,0.379,0.69
"P24","No sabe",0.008,0,0.002,0.037
"P25","Positiva",0.587,0.356,0.109,0.183
"P25","Neutra",0.136,0.174,0.05,0.072
"P25","Negativa",0.269,0.469,0.838,0.639
"P25","No sabe",0.008,0.001,0.003,0.106
"P26","Positiva",0.299,0.345,0.464,0.358
"P26","Neutra",0.196,0.313,0.177,0.128
"P26","Negativa",0.476,0.329,0.349,0.404
"P26","No sabe",0.029,0.013,0.01,0.11
"P27","Positiva",0.619,0.314,0.091,0.112
"P27","Neutra",0.213,0.337,0.055,0.305
"P27","Negativa",0.162,0.344,0.854,0.518
"P27","No sabe",0.006,0.005,0,0.065
"P28","Positiva",0.24,0.266,0.579,0.26
"P28","Neutra",0.148,0.262,0.126,0.113
"P28","Negativa",0.601,0.439,0.293,0.524
"P28","No sabe",0.011,0.033,0.002,0.103
"P29","Positiva",0.194,0.206,0.391,0.325
"P29","Neutra",0.179,0.395,0.235,0.174
"P29","Negativa",0.59,0.36,0.363,0.368
"P29","No sabe",0.037,0.039,0.011,0.133
