"var","categoria","Si","No","No sabe"
"P08","Siempre",0.175,0.194,0.111
"P08","Casi siempre",0.368,0.372,0.303
"P08","Casi nunca",0.346,0.273,0.391
"P08","Nunca, pero esta es una excepción",0.111,0.161,0.195
"P09","Muy buena",0.136,0.173,0.162
"P09","Buena",0.189,0.273,0.191
"P09","Ni buena ni mala",0.383,0.311,0.346
"P09","Mala",0.199,0.152,0.167
"P09","Muy mala",0.087,0.085,0.052
"P09","No sabe",0.006,0.006,0.082
"P10","Muy buena",0.202,0.2,0.149
"P10","Buena",0.244,0.313,0.26
"P10","Ni buena ni mala",0.307,0.282,0.382
"P10","Mala",0.153,0.11,0.109
"P10","Muy mala",0.082,0.074,0.051
"P10","No sabe",0.012,0.021,0.049
"P13","Si",0.487,0.517,0.42
"P13","No",0.288,0.277,0.279
"P13","No sabe",0.225,0.206,0.301
"P15","Gobierno nacional",0.361,0.24,0.262
"P15","Gobierno provincial",0.529,0.631,0.414
"P15","No sabe",0.11,0.129,0.324
"P16","El gobierno anterior de Omar Gutierrez",0.386,0.54,0.642
"P16","El actual gobierno de Rolo Figueroa",0.232,0.205,0.199
"P16","No sabe",0.382,0.255,0.159
"P17","El gobierno anterior de Alberto Fernández",0.35,0.435,0.622
"P17","El actual gobierno de Javier Milei",0.554,0.468,0.293
"P17","No sabe",0.096,0.097,0.085
"P18","Muy buena",0.082,0.078,0.138
"P18","Buena",0.264,0.224,0.26
"P18","Ni buena ni mala",0.293,0.274,0.272
"P18","Mala",0.262,0.278,0.288
"P18","Muy mala",0.092,0.137,0.025
"P18","No sabe",0.007,0.009,0.017
"P19","Muy buena",0.094,0.057,0.046
"P19","Buena",0.171,0.157,0.228
"P19","Ni buena ni mala",0.207,0.215,0.3
"P19","Mala",0.347,0.335,0.374
"P19","Muy mala",0.179,0.233,0.029
"P19","No sabe",0.002,0.003,0.023
"P20","Muy buena",0.063,0.051,0.034
"P20","Buena",0.203,0.246,0.275
"P20","Ni buena ni mala",0.304,0.29,0.397
"P20","Mala",0.293,0.265,0.236
"P20","Muy mala",0.131,0.142,0.015
"P20","No sabe",0.006,0.006,0.043
"P21","Muy de acuerdo",0.422,0.305,0.244
"P21","De acuerdo",0.241,0.235,0.227
"P21","Ni de acuerdo ni en desacuerdo",0.183,0.261,0.354
"P21","En desacuerdo",0.101,0.124,0.092
"P21","Muy en desacuerdo",0.04,0.064,0.023
"P21","No sabe",0.013,0.011,0.06
"P22","El estado nacional",0.135,0.121,0.085
"P22","El estado provincial",0.579,0.498,0.378
"P22","Ambos de forma coordinada",0.238,0.302,0.414
"P22","No sabe",0.048,0.079,0.123
"P23","Si",0.619,0.527,0.323
"P23","No",0.297,0.367,0.434
"P23","No sabe",0.084,0.106,0.243
"P24","Excesiva",0.051,0.183,0.093
"P24","Adecuada",0.29,0.557,0.365
"P24","Insuficiente",0.445,0.137,0.258
"P24","Inaceptable",0.155,0.061,0.008
"P24","No sabe",0.059,0.062,0.276
"P26","Si",0.727,0.651,0.436
"P26","No",0.175,0.271,0.238
"P26","No sabe",0.098,0.078,0.326
"P27","Correcta",0.523,0.098,0.09
"P27","Incorrecta",0.32,0.787,0.39
"P27","No sabe",0.157,0.115,0.52
"P28","Si",0.668,0.541,0.3
"P28","No",0.279,0.372,0.407
"P28","No sabe",0.053,0.087,0.293
"P29","Correcta",0.3,0.681,0.382
"P29","Incorrecta",0.51,0.193,0.144
"P29","No sabe",0.19,0.126,0.474
"P30","Si",0.755,0.629,0.513
"P30","No",0.183,0.331,0.191
"P30","No sabe",0.062,0.04,0.296
"P31","Adecuada",0.415,0.043,0.075
"P31","Insuficiente",0.103,0.111,0.088
"P31","Excesiva",0.193,0.264,0.349
"P31","Inaceptable",0.237,0.57,0.296
"P31","No sabe",0.052,0.012,0.192
"P34","Si",0.419,0.647,0.401
"P34","No",0.473,0.287,0.206
"P34","No sabe",0.108,0.066,0.393
"P35","Inseguridad y narcotráfico",0.457,0.54,0.362
"P35","Altos impuestos y tarifas",0.303,0.298,0.221
"P35","Educación y estado de las escuelas",0.099,0.089,0.317
"P35","Inflación",0.058,0.023,0.042
"P35","Estado de la salud",0.027,0.015,0.005
"P35","Corrupción",0.037,0.031,0.036
"P35","Pobreza",0.006,0.002,0.008
"P35","Medio ambiente, incendios y contaminación",0,0,0
"P35","Falta de trabajo",0.004,0.001,0
"P35","No sabe",0.009,0.001,0.009
"P39","Muy buena",0.095,0.078,0.055
"P39","Buena",0.267,0.301,0.327
"P39","Ni buena ni mala",0.368,0.359,0.366
"P39","Mala",0.205,0.182,0.191
"P39","Muy mala",0.048,0.065,0.019
"P39","No sabe",0.017,0.015,0.042
"P40","Peor",0.446,0.226,0.276
"P40","Igual",0.376,0.52,0.458
"P40","Mejor",0.11,0.155,0.158
"P40","No sabe",0.068,0.099,0.108
"P41","Peor",0.421,0.22,0.234
"P41","Igual",0.288,0.366,0.251
"P41","Mejor",0.162,0.323,0.348
"P41","No sabe",0.129,0.091,0.167
"P42","El gobierno de Javier Milei",0.5,0.162,0.218
"P42","El gobierno de Alberto Fernández",0.355,0.723,0.401
"P42","Ambos",0.119,0.112,0.312
"P42","No sabe",0.026,0.003,0.069
"P43","Javier Milei",0.346,0.593,0.314
"P43","Los gobernadores",0.581,0.346,0.362
"P43","No sabe",0.073,0.061,0.324
"P44","Muy buena",0.172,0.234,0.125
"P44","Buena",0.276,0.305,0.294
"P44","Ni buena ni mala",0.36,0.284,0.335
"P44","Mala",0.123,0.127,0.104
"P44","Muy mala",0.059,0.047,0.044
"P44","No sabe",0.01,0.003,0.098
"P45","Muy buena",0.143,0.074,0.139
"P45","Buena",0.264,0.169,0.183
"P45","Ni buena ni mala",0.326,0.358,0.386
"P45","Mala",0.154,0.212,0.152
"P45","Muy mala",0.084,0.158,0.027
"P45","No sabe",0.029,0.029,0.113
"P46","Muy buena",0.105,0.058,0.06
"P46","Buena",0.142,0.168,0.183
"P46","Ni buena ni mala",0.241,0.209,0.311
"P46","Mala",0.328,0.361,0.24
"P46","Muy mala",0.176,0.202,0.099
"P46","No sabe",0.008,0.002,0.107
"P47","Muy buena",0.076,0.081,0.058
"P47","Buena",0.152,0.127,0.092
"P47","Ni buena ni mala",0.419,0.382,0.514
"P47","Mala",0.176,0.208,0.144
"P47","Muy mala",0.14,0.161,0.036
"P47","No sabe",0.037,0.041,0.156
"P48","Muy buena",0.197,0.074,0.13
"P48","Buena",0.21,0.173,0.11
"P48","Ni buena ni mala",0.325,0.288,0.395
"P48","Mala",0.142,0.263,0.197
"P48","Muy mala",0.105,0.181,0.072
"P48","No sabe",0.021,0.021,0.096
"P49","Muy buena",0.383,0.069,0.149
"P49","Buena",0.126,0.123,0.098
"P49","Ni buena ni mala",0.081,0.095,0.263
"P49","Mala",0.192,0.285,0.166
"P49","Muy mala",0.218,0.415,0.301
"P49","No sabe",0,0.013,0.023
"P50","Muy buena",0.106,0.12,0.099
"P50","Buena",0.142,0.254,0.119
"P50","Ni buena ni mala",0.136,0.254,0.356
"P50","Mala",0.272,0.193,0.235
"P50","Muy mala",0.344,0.158,0.13
"P50","No sabe",0,0.021,0.061
"P51","Muy buena",0.175,0.07,0.085
"P51","Buena",0.21,0.121,0.184
"P51","Ni buena ni mala",0.178,0.112,0.197
"P51","Mala",0.211,0.241,0.189
"P51","Muy mala",0.226,0.453,0.301
"P51","No sabe",0,0.003,0.044
"P52","Muy buena",0.236,0.455,0.259
"P52","Buena",0.129,0.173,0.189
"P52","Ni buena ni mala",0.091,0.106,0.212
"P52","Mala",0.179,0.101,0.157
"P52","Muy mala",0.365,0.165,0.16
"P52","No sabe",0,0,0.023
"P53","Muy buena",0.226,0.358,0.188
"P53","Buena",0.13,0.27,0.165
"P53","Ni buena ni mala",0.077,0.134,0.348
"P53","Mala",0.182,0.111,0.145
"P53","Muy mala",0.383,0.126,0.132
"P53","No sabe",0.002,0.001,0.022
"P54","Muy buena",0.163,0.202,0.088
"P54","Buena",0.07,0.237,0.195
"P54","Ni buena ni mala",0.205,0.301,0.391
"P54","Mala",0.174,0.115,0.132
"P54","Muy mala",0.37,0.127,0.147
"P54","No sabe",0.018,0.018,0.047
"P55","Muy buena",0.218,0.479,0.26
"P55","Buena",0.107,0.213,0.146
"P55","Ni buena ni mala",0.128,0.148,0.323
"P55","Mala",0.161,0.056,0.106
"P55","Muy mala",0.368,0.099,0.086
"P55","No sabe",0.018,0.005,0.079
"P56","Muy buena",0.096,0.122,0.047
