"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Siempre",0.209,0.191,0.136,0.202
"P08","Casi siempre",0.416,0.329,0.352,0.191
"P08","Casi nunca",0.277,0.348,0.352,0.436
"P08","Nunca, pero esta es una excepción",0.098,0.132,0.16,0.171
"P09","Positiva",0.636,0.335,0.175,0.217
"P09","Neutra",0.23,0.489,0.311,0.306
"P09","Negativa",0.132,0.157,0.508,0.339
"P09","No sabe",0.002,0.019,0.006,0.138
"P10","Positiva",0.713,0.453,0.246,0.345
"P10","Neutra",0.202,0.405,0.288,0.378
"P10","Negativa",0.075,0.131,0.442,0.066
"P10","No sabe",0.01,0.011,0.024,0.211
"P13","Si",0.661,0.477,0.318,0.395
"P13","No",0.243,0.219,0.439,0.06
"P13","No sabe",0.096,0.304,0.243,0.545
"P15","Gobierno nacional",0.469,0.311,0.125,0.281
"P15","Gobierno provincial",0.409,0.493,0.8,0.284
"P15","No sabe",0.122,0.196,0.075,0.435
"P16","El gobierno anterior de Omar Gutierrez",0.336,0.468,0.573,0.531
"P16","El actual gobierno de Rolo Figueroa",0.317,0.207,0.179,0.026
"P16","No sabe",0.347,0.325,0.248,0.443
"P17","El gobierno anterior de Alberto Fernández",0.511,0.27,0.492,0.432
"P17","El actual gobierno de Javier Milei",0.42,0.548,0.459,0.281
"P17","No sabe",0.069,0.182,0.049,0.287
"P18","Positiva",0.538,0.341,0.157,0.291
"P18","Neutra",0.216,0.325,0.222,0.521
"P18","Negativa",0.232,0.333,0.612,0.13
"P18","No sabe",0.014,0.001,0.009,0.058
"P19","Positiva",0.436,0.232,0.101,0.198
"P19","Neutra",0.196,0.255,0.135,0.312
"P19","Negativa",0.364,0.508,0.761,0.458
"P19","No sabe",0.004,0.005,0.003,0.032
"P20","Positiva",0.493,0.228,0.106,0.335
"P20","Neutra",0.233,0.388,0.283,0.395
"P20","Negativa",0.262,0.364,0.607,0.238
"P20","No sabe",0.012,0.02,0.004,0.032
"P21","Muy de acuerdo",0.519,0.338,0.198,0.319
"P21","De acuerdo",0.262,0.274,0.195,0.213
"P21","Ni de acuerdo ni en desacuerdo",0.115,0.278,0.283,0.285
"P21","En desacuerdo",0.069,0.087,0.182,0.007
"P21","Muy en desacuerdo",0.027,0.011,0.122,0
"P21","No sabe",0.008,0.012,0.02,0.176
"P22","El estado nacional",0.161,0.104,0.119,0.037
"P22","El estado provincial",0.641,0.534,0.43,0.271
"P22","Ambos de forma coordinada",0.156,0.332,0.364,0.36
"P22","No sabe",0.042,0.03,0.087,0.332
"P23","Si",0.558,0.57,0.572,0.451
"P23","No",0.372,0.319,0.293,0.317
"P23","No sabe",0.07,0.111,0.135,0.232
"P24","Excesiva",0.096,0.068,0.162,0.028
"P24","Adecuada",0.437,0.4,0.418,0.285
"P24","Insuficiente",0.311,0.333,0.232,0.347
"P24","Inaceptable",0.119,0.079,0.125,0.021
"P24","No sabe",0.037,0.12,0.063,0.319
"P26","Si",0.668,0.596,0.788,0.5
"P26","No",0.236,0.215,0.163,0.294
"P26","No sabe",0.096,0.189,0.049,0.206
"P27","Correcta",0.366,0.232,0.313,0.324
"P27","Incorrecta",0.459,0.534,0.587,0.335
"P27","No sabe",0.175,0.234,0.1,0.341
"P28","Si",0.593,0.518,0.701,0.38
"P28","No",0.351,0.355,0.24,0.235
"P28","No sabe",0.056,0.127,0.059,0.385
"P29","Correcta",0.458,0.474,0.517,0.272
"P29","Incorrecta",0.378,0.263,0.349,0.232
"P29","No sabe",0.164,0.263,0.134,0.496
"P30","Si",0.67,0.63,0.785,0.567
"P30","No",0.251,0.269,0.186,0.082
"P30","No sabe",0.079,0.101,0.029,0.351
"P31","Adecuada",0.29,0.177,0.217,0.153
"P31","Insuficiente",0.136,0.081,0.107,0.028
"P31","Excesiva",0.24,0.288,0.187,0.278
"P31","Inaceptable",0.29,0.4,0.455,0.194
"P31","No sabe",0.044,0.054,0.034,0.347
"P33","Si",0.58,0.444,0.398,0.341
"P33","No",0.293,0.411,0.52,0.29
"P33","No sabe",0.127,0.145,0.082,0.369
"P34","Si",0.489,0.473,0.609,0.275
"P34","No",0.409,0.353,0.293,0.337
"P34","No sabe",0.102,0.174,0.098,0.388
"P35","Inseguridad y narcotráfico",0.434,0.463,0.604,0.214
"P35","Altos impuestos y tarifas",0.351,0.283,0.223,0.269
"P35","Educación y estado de las escuelas",0.115,0.15,0.055,0.445
"P35","Inflación",0.046,0.044,0.032,0.042
"P35","Estado de la salud",0.028,0.009,0.003,0.008
"P35","Corrupción",0.015,0.024,0.079,0.022
"P35","Pobreza",0.009,0.005,0.001,0
"P35","Medio ambiente, incendios y contaminación",0,0.001,0,0
"P35","Falta de trabajo",0.002,0.005,0,0
"P35","No sabe",0,0.016,0.003,0
"P39","Positiva",0.599,0.361,0.126,0.386
"P39","Neutra",0.255,0.46,0.362,0.401
"P39","Negativa",0.135,0.17,0.482,0.189
"P39","No sabe",0.011,0.009,0.03,0.024
"P40","Peor",0.357,0.319,0.358,0.145
"P40","Igual",0.435,0.408,0.453,0.671
"P40","Mejor",0.144,0.192,0.073,0.048
"P40","No sabe",0.064,0.081,0.116,0.136
"P41","Peor",0.333,0.3,0.371,0.037
"P41","Igual",0.31,0.316,0.297,0.327
"P41","Mejor",0.281,0.283,0.184,0.332
"P41","No sabe",0.076,0.101,0.148,0.304
"P42","El gobierno de Javier Milei",0.452,0.305,0.232,0.168
"P42","El gobierno de Alberto Fernández",0.396,0.479,0.659,0.593
"P42","Ambos",0.142,0.184,0.093,0.144
"P42","No sabe",0.01,0.032,0.016,0.095
"P43","Javier Milei",0.32,0.428,0.63,0.258
"P43","Los gobernadores",0.594,0.485,0.292,0.279
"P43","No sabe",0.086,0.087,0.078,0.463
"P44","Positiva",0.773,0.432,0.23,0.347
"P44","Neutra",0.176,0.473,0.32,0.291
"P44","Negativa",0.047,0.088,0.45,0.045
"P44","No sabe",0.004,0.007,0,0.317
"P46","Positiva",0.532,0.135,0.026,0.185
"P46","Neutra",0.221,0.4,0.075,0.119
"P46","Negativa",0.237,0.464,0.887,0.401
"P46","No sabe",0.01,0.001,0.012,0.295
"P47","Positiva",0.438,0.11,0.047,0.35
"P47","Neutra",0.427,0.574,0.25,0.154
"P47","Negativa",0.107,0.288,0.632,0.114
"P47","No sabe",0.028,0.028,0.071,0.382
"P48","Positiva",0.496,0.256,0.181,0.465
"P48","Neutra",0.32,0.473,0.163,0.099
"P48","Negativa",0.171,0.258,0.624,0.114
"P48","No sabe",0.013,0.013,0.032,0.322
"P49","Positiva",0.588,0.277,0.165,0.342
"P49","Neutra",0.083,0.174,0.048,0.22
"P49","Negativa",0.328,0.536,0.784,0.37
"P49","No sabe",0.001,0.013,0.003,0.068
"P50","Positiva",0.348,0.265,0.275,0.218
"P50","Neutra",0.133,0.269,0.251,0.068
"P50","Negativa",0.519,0.451,0.459,0.541
"P50","No sabe",0,0.015,0.015,0.173
"P51","Positiva",0.558,0.205,0.1,0.26
"P51","Neutra",0.112,0.243,0.097,0.143
"P51","Negativa",0.325,0.546,0.803,0.514
"P51","No sabe",0.005,0.006,0,0.083
"P52","Positiva",0.459,0.411,0.587,0.475
"P52","Neutra",0.075,0.152,0.088,0.264
"P52","Negativa",0.466,0.437,0.324,0.193
"P52","No sabe",0,0,0.001,0.068
"P53","Positiva",0.436,0.381,0.607,0.385
"P53","Neutra",0.101,0.189,0.099,0.209
"P53","Negativa",0.463,0.426,0.293,0.339
"P53","No sabe",0,0.004,0.001,0.067
"P54","Positiva",0.319,0.263,0.387,0.382
"P54","Neutra",0.232,0.307,0.283,0.11
"P54","Negativa",0.431,0.411,0.313,0.392
"P54","No sabe",0.018,0.019,0.017,0.116
"P55","Positiva",0.386,0.439,0.64,0.488
"P55","Neutra",0.184,0.205,0.09,0.094
"P55","Negativa",0.414,0.339,0.268,0.191
"P55","No sabe",0.016,0.017,0.002,0.227
"P56","Positiva",0.379,0.242,0.261,0.288
"P56","Neutra",0.317,0.499,0.348,0.374
"P56","Negativa",0.277,0.235,0.374,0.099
"P56","No sabe",0.027,0.024,0.017,0.239
"P57","Positiva",0.355,0.253,0.434,0.321
"P57","Neutra",0.173,0.308,0.208,0.224
"P57","Negativa",0.464,0.409,0.329,0.205
"P57","No sabe",0.008,0.03,0.029,0.25
"P58","Positiva",0.35,0.232,0.371,0.109
"P58","Neutra",0.27,0.403,0.296,0.121
"P58","Negativa",0.335,0.297,0.291,0.063
"P58","No sabe",0.045,0.068,0.042,0.707
