"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P08","Del Frente de Todos y el peronismo",0.677,0.267,0.151,0.224
"P08","De Juntos por el cambio",0.144,0.323,0.387,0.37
"P08","De los Liberales libertarios",0.134,0.195,0.362,0.232
"P08","De la Izquierda",0.008,0.026,0.023,0.012
"P08","No sabe",0.037,0.189,0.077,0.162
"P09","A Sergio Massa",0.222,0.389,0.127,0.265
"P09","A Daniel Scioli",0.251,0.059,0.158,0.068
"P09","A algún candidato del peronismo",0.099,0.122,0.124,0.109
"P09","A algún candidato del kirchnerismo",0.428,0.43,0.591,0.558
"P10","A Horacio Rodriguez Larreta",0,0.182,0.113,0.178
"P10","A Patricia Bullrich",0.972,0.751,0.766,0.702
"P10","A Facundo Manes",0,0.062,0.034,0.065
"P10","A Gerardo Morales",0.028,0.005,0.087,0.055
"P11","Alfredo Cornejo por Cambia Mendoza",0.218,0.253,0.343,0.291
"P11","Luis Petri por Cambia Mendoza",0.017,0.179,0.133,0.173
"P11","Omar De Marchi por La Unión Mendocina",0.167,0.179,0.194,0.15
"P11","Omar Parisi por Elegí Mendoza",0.13,0.108,0.061,0.077
"P11","Guillermo Carmona por Elegí Mendoza",0.211,0.094,0.069,0.064
"P11","Nicolás Guillén por Elegí Mendoza",0.06,0.014,0.026,0.004
"P11","Alfredo Guevara por Elegí Mendoza",0.188,0.02,0.009,0.036
"P11","Lautaro Giménez por el Frente de Izquierda",0,0.007,0.012,0.003
"P11","Victor da Vila por el Frente de Izquierda",0.009,0,0.029,0.001
"P11","No sabe",0,0.146,0.124,0.201
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.09,0.244,0.204,0.267
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.13,0.252,0.241,0.234
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.188,0.24,0.177,0.183
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.128,0.108,0.149,0.081
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.181,0.062,0.046,0.065
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.125,0.014,0.05,0.007
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.15,0.024,0.007,0.014
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.008,0.01,0.01,0.002
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0,0.002,0.015,0.002
"P14","No sabe",0,0.044,0.101,0.145
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0.138,0.242,0.252,0.246
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.078,0.135,0.109,0.134
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.144,0.194,0.256,0.263
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.299,0.174,0.133,0.112
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.111,0.082,0.066,0.068
"P17","Nicolás Guillén por Elegí Mendoza con el apoyo de la Corriente Clasista y Combativa, y los movimientos sociales",0.028,0.016,0.018,0.001
"P17","Alfredo Guevara por Elegí Mendoza con el apoyo de una parte del kirchnerismo",0.202,0.062,0.056,0.066
"P17","Lautaro Giménez por el Frente de Izquierda con el apoyo de Nicolás Del Caño, Myriam Bregman, el Partido Socialista de los Trabajadores y el Movimiento Socialista de los Trabajadores",0,0.016,0.022,0.003
"P17","Victor da Vila por el Frente de Izquierda con el apoyo de Gabriel Solano, Romina Del Plá y el Partido Obrero",0,0,0.013,0.005
"P17","No sabe",0,0.079,0.075,0.102
"P20","Lo votaría",0.076,0.333,0.406,0.367
"P20","Puede que lo vote",0.241,0.113,0.097,0.128
"P20","Nunca lo votaría",0.541,0.479,0.419,0.369
"P20","No sabe",0.142,0.075,0.078,0.136
"P21","Lo votaría",0.161,0.221,0.227,0.215
"P21","Puede que lo vote",0.168,0.224,0.171,0.266
"P21","Nunca lo votaría",0.547,0.431,0.507,0.307
"P21","No sabe",0.124,0.124,0.095,0.212
"P22","Lo votaría",0.131,0.195,0.209,0.138
"P22","Puede que lo vote",0.129,0.221,0.134,0.212
"P22","Nunca lo votaría",0.602,0.468,0.568,0.422
"P22","No sabe",0.138,0.116,0.089,0.228
"P23","Lo votaría",0.291,0.127,0.086,0.089
"P23","Puede que lo vote",0.218,0.14,0.058,0.136
"P23","Nunca lo votaría",0.354,0.578,0.777,0.517
"P23","No sabe",0.137,0.155,0.079,0.258
"P24","Lo votaría",0.187,0.112,0.087,0.078
"P24","Puede que lo vote",0.335,0.117,0.056,0.14
"P24","Nunca lo votaría",0.237,0.623,0.785,0.54
"P24","No sabe",0.241,0.148,0.072,0.242
"P25","Lo votaría",0.177,0.023,0.034,0.006
"P25","Puede que lo vote",0.327,0.074,0.029,0.067
"P25","Nunca lo votaría",0.317,0.688,0.871,0.588
"P25","No sabe",0.179,0.215,0.066,0.339
"P26","Lo votaría",0.257,0.02,0.01,0.02
"P26","Puede que lo vote",0.209,0.098,0.049,0.072
"P26","Nunca lo votaría",0.281,0.703,0.86,0.596
"P26","No sabe",0.253,0.179,0.081,0.312
"P27","Lo votaría",0.092,0.017,0.014,0.004
"P27","Puede que lo vote",0.151,0.063,0.023,0.073
"P27","Nunca lo votaría",0.453,0.684,0.889,0.569
"P27","No sabe",0.304,0.236,0.074,0.354
"P28","Lo votaría",0.095,0.003,0.02,0.003
"P28","Puede que lo vote",0.21,0.038,0.026,0.049
"P28","Nunca lo votaría",0.452,0.737,0.86,0.587
"P28","No sabe",0.243,0.222,0.094,0.361
"P29","La votaría",0.158,0.072,0.205,0.085
"P29","Puede que la vote",0.244,0.128,0.081,0.096
"P29","Nunca la votaría",0.425,0.557,0.607,0.418
"P29","No sabe",0.173,0.243,0.107,0.401
"P30","La votaría",0.182,0.063,0.109,0.044
"P30","Puede que la vote",0.041,0.108,0.115,0.135
"P30","Nunca la votaría",0.643,0.542,0.683,0.351
"P30","No sabe",0.134,0.287,0.093,0.47
"P31","Lo votaría",0.053,0.122,0.145,0.06
"P31","Puede que lo vote",0.171,0.137,0.087,0.189
"P31","Nunca lo votaría",0.581,0.567,0.682,0.432
"P31","No sabe",0.195,0.174,0.086,0.319
"P32","Lo votaría",0.211,0.098,0.045,0.081
"P32","Puede que lo vote",0.216,0.094,0.051,0.107
"P32","Nunca lo votaría",0.419,0.589,0.805,0.483
"P32","No sabe",0.154,0.219,0.099,0.329
"P33","La votaría",0.208,0.049,0.046,0.03
"P33","Puede que la vote",0.289,0.078,0.042,0.073
"P33","Nunca la votaría",0.324,0.609,0.803,0.429
"P33","No sabe",0.179,0.264,0.109,0.468
"P34","La votaría",0.356,0.032,0.022,0.003
"P34","Puede que la vote",0.221,0.066,0.031,0.02
"P34","Nunca la votaría",0.182,0.61,0.849,0.423
"P34","No sabe",0.241,0.292,0.098,0.554
"P35","La votaría",0.253,0.006,0.007,0.005
"P35","Puede que la vote",0.242,0.092,0.026,0.047
"P35","Nunca la votaría",0.246,0.6,0.855,0.407
"P35","No sabe",0.259,0.302,0.112,0.541
"P36","La votaría",0.148,0.081,0.024,0.021
"P36","Puede que la vote",0.214,0.086,0.033,0.112
"P36","Nunca la votaría",0.469,0.648,0.883,0.583
"P36","No sabe",0.169,0.185,0.06,0.284
"P37","La votaría",0.094,0.002,0.004,0.006
"P37","Puede que la vote",0.074,0.033,0.043,0.027
"P37","Nunca la votaría",0.607,0.652,0.862,0.492
"P37","No sabe",0.225,0.313,0.091,0.475
"P38","Positiva",0.286,0.371,0.422,0.385
"P38","Neutra",0.049,0.199,0.178,0.177
"P38","Negativa",0.665,0.427,0.38,0.388
"P38","No sabe",0,0.003,0.02,0.05
"P39","Positiva",0.259,0.428,0.378,0.408
"P39","Neutra",0.406,0.371,0.222,0.23
