"var","categoria","Si","No"
"P08","Del Frente de Todos y el peronismo",0.27,0.221
"P08","De Juntos por el cambio",0.378,0.333
"P08","De los Liberales libertarios",0.23,0.247
"P08","De la Izquierda",0.015,0.025
"P08","No sabe",0.107,0.174
"P09","A Sergio Massa",0.239,0.266
"P09","A Daniel Scioli",0.095,0.127
"P09","A algún candidato del peronismo",0.084,0.141
"P09","A algún candidato del kirchnerismo",0.582,0.466
"P10","A Horacio Rodriguez Larreta",0.158,0.159
"P10","A Patricia Bullrich",0.77,0.684
"P10","A Facundo Manes",0.047,0.059
"P10","A Gerardo Morales",0.025,0.098
"P11","Alfredo Cornejo por Cambia Mendoza",0.312,0.259
"P11","Luis Petri por Cambia Mendoza",0.163,0.157
"P11","Omar De Marchi por La Unión Mendocina",0.178,0.158
"P11","Omar Parisi por Elegí Mendoza",0.099,0.089
"P11","Guillermo Carmona por Elegí Mendoza",0.065,0.097
"P11","Nicolás Guillén por Elegí Mendoza",0.027,0.01
"P11","Alfredo Guevara por Elegí Mendoza",0.036,0.026
"P11","Lautaro Giménez por el Frente de Izquierda",0.006,0.008
"P11","Victor da Vila por el Frente de Izquierda",0.011,0.008
"P11","No sabe",0.103,0.188
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.273,0.198
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.24,0.238
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.198,0.177
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.123,0.119
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.056,0.074
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.015,0.029
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.017,0.025
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.006,0.01
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0.009,0.002
"P14","No sabe",0.063,0.128
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0.249,0.218
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.117,0.131
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.232,0.232
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.147,0.166
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.08,0.068
"P17","Nicolás Guillén por Elegí Mendoza con el apoyo de la Corriente Clasista y Combativa, y los movimientos sociales",0.016,0.008
"P17","Alfredo Guevara por Elegí Mendoza con el apoyo de una parte del kirchnerismo",0.073,0.062
"P17","Lautaro Giménez por el Frente de Izquierda con el apoyo de Nicolás Del Caño, Myriam Bregman, el Partido Socialista de los Trabajadores y el Movimiento Socialista de los Trabajadores",0.013,0.013
"P17","Victor da Vila por el Frente de Izquierda con el apoyo de Gabriel Solano, Romina Del Plá y el Partido Obrero",0.004,0.007
"P17","No sabe",0.069,0.095
