"var","categoria","Si","No"
"P04","Siempre",0.246,0.132
"P04","Casi siempre",0.474,0.393
"P04","Casi nunca",0.233,0.349
"P04","Nunca, pero esta es una excepción",0.047,0.126
"P05","Mucho",0.408,0.337
"P05","Bastante",0.386,0.334
"P05","Poco",0.148,0.231
"P05","Nada",0.044,0.08
"P05","No sabe",0.014,0.018
"P07","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.223,0.142
"P07","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.157,0.205
"P07","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.335,0.323
"P07","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.141,0.171
"P07","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.048,0.021
"P07","No sabe",0.096,0.138
"P10","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.207,0.148
"P10","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.194,0.205
"P10","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.312,0.317
"P10","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.152,0.176
"P10","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.041,0.018
"P10","No sabe",0.094,0.136
"P13","Néstor Grindetti a gobernador y Fernando Burlando a vicegobernador por Juntos por el Cambio.",0.149,0.111
"P13","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.2,0.234
"P13","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.331,0.332
"P13","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.169,0.177
"P13","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.042,0.015
"P13","No sabe",0.109,0.131
"P16","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.204,0.147
"P16","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.178,0.226
"P16","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.309,0.289
"P16","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.162,0.173
"P16","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.041,0.028
"P16","No sabe",0.106,0.137
"P19","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.192,0.139
"P19","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.173,0.203
"P19","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.306,0.296
"P19","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.163,0.201
"P19","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.043,0.028
"P19","No sabe",0.123,0.133
"P22","Lo votaría",0.225,0.154
"P22","Puede que lo vote",0.138,0.139
"P22","Nunca lo votaría",0.478,0.5
"P22","No sabe",0.159,0.207
"P23","Lo votaría",0.197,0.216
"P23","Puede que lo vote",0.214,0.132
"P23","Nunca lo votaría",0.487,0.523
"P23","No sabe",0.102,0.129
"P24","Lo votaría",0.34,0.339
"P24","Puede que lo vote",0.06,0.058
"P24","Nunca lo votaría",0.553,0.559
"P24","No sabe",0.047,0.044
"P25","Lo votaría",0.139,0.117
"P25","Puede que lo vote",0.136,0.122
"P25","Nunca lo votaría",0.588,0.58
"P25","No sabe",0.137,0.181
"P26","Lo votaría",0.088,0.05
"P26","Puede que lo vote",0.146,0.122
"P26","Nunca lo votaría",0.561,0.564
"P26","No sabe",0.205,0.264
"P27","Lo votaría",0.066,0.037
"P27","Puede que lo vote",0.139,0.126
"P27","Nunca lo votaría",0.561,0.544
"P27","No sabe",0.234,0.293
"P28","Lo votaría",0.221,0.222
"P28","Puede que lo vote",0.109,0.131
"P28","Nunca lo votaría",0.591,0.539
"P28","No sabe",0.079,0.108
"P29","Lo votaría",0.081,0.083
"P29","Puede que lo vote",0.202,0.153
"P29","Nunca lo votaría",0.629,0.603
"P29","No sabe",0.088,0.161
"P30","Lo votaría",0.171,0.132
"P30","Puede que lo vote",0.127,0.16
"P30","Nunca lo votaría",0.617,0.588
"P30","No sabe",0.085,0.12
