"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P04","Siempre",0.273,0.216,0.187,0.135
"P04","Casi siempre",0.437,0.469,0.432,0.402
"P04","Casi nunca",0.239,0.272,0.293,0.348
"P04","Nunca, pero esta es una excepción",0.051,0.043,0.088,0.115
"P05","Mucho",0.563,0.53,0.336,0.195
"P05","Bastante",0.315,0.304,0.407,0.21
"P05","Poco",0.109,0.124,0.197,0.315
"P05","Nada",0.009,0.033,0.058,0.16
"P05","No sabe",0.004,0.009,0.002,0.12
"P07","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.044,0.044,0.265,0.118
"P07","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.022,0.067,0.258,0.066
"P07","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.841,0.728,0.145,0.171
"P07","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.043,0.092,0.189,0.21
"P07","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.026,0.025,0.028,0.102
"P07","No sabe",0.024,0.044,0.115,0.333
"P10","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.055,0.075,0.241,0.167
"P10","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.058,0.086,0.276,0.057
"P10","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.807,0.678,0.144,0.146
"P10","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.057,0.093,0.208,0.164
"P10","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.007,0.024,0.027,0.108
"P10","No sabe",0.016,0.044,0.104,0.358
"P13","Néstor Grindetti a gobernador y Fernando Burlando a vicegobernador por Juntos por el Cambio.",0.057,0.091,0.163,0.091
"P13","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.025,0.061,0.316,0.078
"P13","Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por el Frente de Todos.",0.81,0.72,0.16,0.138
"P13","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.089,0.09,0.207,0.226
"P13","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.004,0.024,0.027,0.105
"P13","No sabe",0.015,0.014,0.127,0.362
"P16","Néstor Grindetti a gobernador y Maximiliano Abad a vicegobernador por Juntos por el Cambio.",0.077,0.089,0.238,0.106
"P16","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.021,0.094,0.286,0.062
"P16","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.824,0.655,0.134,0.135
"P16","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.062,0.083,0.194,0.206
"P16","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0,0.034,0.032,0.109
"P16","No sabe",0.016,0.045,0.116,0.382
"P19","Néstor Grindetti a gobernador y Joaquín De La Torre a vicegobernador por Juntos por el Cambio.",0.041,0.052,0.247,0.062
"P19","Diego Santilli a gobernador y su candidato a vicegobernador por Juntos por el Cambio.",0.03,0.095,0.256,0.104
"P19","Axel Kicillof a gobernador y Malena Galmarini a vicegobernadora por el Frente de Todos.",0.836,0.671,0.12,0.129
"P19","A Guillermo Britos a gobernador y su candidato a vicegobernador por La Libertad Avanza.",0.051,0.112,0.223,0.213
"P19","A los candidatos a gobernador y vicegobernador por el Frente de Izquierda.",0.004,0.034,0.032,0.109
"P19","No sabe",0.038,0.036,0.122,0.383
"P22","Lo votaría",0.078,0.069,0.276,0.073
"P22","Puede que lo vote",0.027,0.071,0.189,0.112
"P22","Nunca lo votaría",0.831,0.765,0.375,0.259
"P22","No sabe",0.064,0.095,0.16,0.556
"P23","Lo votaría",0.061,0.062,0.305,0.079
"P23","Puede que lo vote",0.025,0.092,0.238,0.134
"P23","Nunca lo votaría",0.881,0.817,0.378,0.272
"P23","No sabe",0.033,0.029,0.079,0.515
"P24","Lo votaría",0.823,0.698,0.175,0.169
"P24","Puede que lo vote",0.034,0.088,0.047,0.116
"P24","Nunca lo votaría",0.143,0.206,0.754,0.42
"P24","No sabe",0,0.008,0.024,0.295
"P25","Lo votaría",0.116,0.074,0.145,0.101
"P25","Puede que lo vote",0.059,0.092,0.169,0.033
"P25","Nunca lo votaría",0.768,0.764,0.548,0.341
"P25","No sabe",0.057,0.07,0.138,0.525
"P26","Lo votaría",0.049,0.037,0.104,0.012
"P26","Puede que lo vote",0.06,0.092,0.178,0.081
"P26","Nunca lo votaría",0.795,0.79,0.511,0.186
"P26","No sabe",0.096,0.081,0.207,0.721
"P27","Lo votaría",0.019,0.045,0.074,0.007
"P27","Puede que lo vote",0.051,0.064,0.18,0.05
"P27","Nunca lo votaría",0.803,0.781,0.51,0.146
"P27","No sabe",0.127,0.11,0.236,0.797
"P28","Lo votaría",0.69,0.422,0.084,0.097
"P28","Puede que lo vote",0.141,0.393,0.042,0.11
"P28","Nunca lo votaría",0.142,0.167,0.828,0.216
"P28","No sabe",0.027,0.018,0.046,0.577
"P29","Lo votaría",0.153,0.106,0.064,0.072
"P29","Puede que lo vote",0.082,0.224,0.188,0.162
"P29","Nunca lo votaría",0.739,0.651,0.66,0.191
"P29","No sabe",0.026,0.019,0.088,0.575
"P31","Si",0.626,0.507,0.575,0.477
"P31","No",0.374,0.493,0.425,0.523
