"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Al candidato del Frente de Todos",0.775,0.237,0.04,0
"P07","Al candidato de Juntos por el Cambio",0.087,0.47,0.398,0
"P07","Al candidato de los liberales - libertarios",0.058,0.218,0.352,0.095
"P07","Al candidato de Consenso Federal",0.001,0,0,0
"P07","Al candidato de la Izquierda",0.001,0.002,0.026,0
"P07","A otro candidato",0.015,0.026,0.172,0.398
"P07","No sabe",0.063,0.047,0.012,0.507
"P08","A Ariel Sujarchuk por el Frente de Todos",0.847,0.296,0.132,0
"P08","A Roberto Costa por Juntos por el cambio",0.056,0.308,0.247,0.066
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.029,0.165,0.097,0.095
"P08","A Jesica Avejera por Juntos por el Cambio",0.034,0.026,0.055,0
"P08","A Ricardo Choffi por  Consenso Federal",0.001,0.017,0.01,0
"P08","A Griselda Romariz por los liberales libertarios",0.009,0.105,0.288,0.063
"P08","A Sandro Salazar por el Frente de Izquierda",0.005,0.003,0.022,0
"P08","No sabe",0.019,0.08,0.149,0.776
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.654,0.153,0.011,0
"P09","A Roberto Costa por Juntos por el cambio",0.094,0.28,0.314,0.066
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.038,0.159,0.189,0
"P09","A Jesica Avejera por Juntos por el Cambio",0.011,0.028,0.05,0.023
"P09","A Ricardo Choffi por Consenso Federal",0.002,0.031,0.011,0
"P09","A Griselda Romariz por los liberales libertarios",0.082,0.138,0.288,0.095
"P09","A Sandro Salazar por el Frente de Izquierda",0.006,0.012,0.045,0
"P09","No sabe",0.113,0.199,0.092,0.816
"P10","A Ariel Sujarchuk por el Frente de Todos",0.835,0.272,0.091,0
"P10","A Roberto Costa por Juntos por el Cambio",0.08,0.353,0.43,0.066
"P10","A Ricardo Choffi por Consenso Federal",0.018,0.03,0.044,0
"P10","A Griselda Romariz por los liberales libertarios",0.008,0.136,0.195,0.023
"P10","A Sandro Salazar por el Frente de Izquierda",0.001,0.023,0.027,0
"P10","No sabe",0.058,0.186,0.213,0.911
"P12","A  Carlos “Beto” Ramil por el Frente de Todos",0.702,0.252,0.034,0
"P12","A Roberto Costa por Juntos por el Cambio",0.079,0.387,0.408,0.066
"P12","A Ricardo Choffi por Consenso Federal",0.012,0.017,0.019,0
"P12","A Griselda Romariz por los liberales libertarios",0.062,0.166,0.282,0.118
"P12","A Sandro Salazar por el Frente de Izquierda",0.005,0.017,0.027,0
"P12","No sabe",0.14,0.161,0.23,0.816
"P13","A Carlos “Beto” Ramil por el Frente de Todos",0.664,0.186,0.011,0
"P13","A Mariano Castagnaro por Juntos por el Cambio",0.113,0.402,0.403,0.066
"P13","A Ricardo Choffi por Consenso Federal",0.013,0.024,0.03,0
"P13","A Griselda Romariz por los liberales libertarios",0.057,0.176,0.251,0.118
"P13","A Sandro Salazar por el Frente de Izquierda",0.016,0.005,0.027,0
"P13","No sabe",0.137,0.207,0.278,0.816
"P14","Lo votaria",0.792,0.303,0.074,0
"P14","Puede que lo vote",0.144,0.147,0.002,0
"P14","Nunca lo votaría",0.041,0.467,0.864,0.573
"P14","No sabe",0.023,0.083,0.06,0.427
"P15","Lo votaria",0.187,0.262,0.311,0
"P15","Puede que lo vote",0.157,0.18,0.173,0.023
"P15","Nunca lo votaría",0.543,0.481,0.351,0.472
"P15","No sabe",0.113,0.077,0.165,0.505
