"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Al candidato del Frente de Todos",0.428,0.372,0.592,0.235,0.673,0.366
"P07","Al candidato de Juntos por el Cambio",0.303,0.293,0.175,0.369,0.144,0.327
"P07","Al candidato de los liberales - libertarios",0.269,0.322,0.138,0.205,0.061,0.142
"P07","Al candidato de Consenso Federal",0,0,0,0,0,0.002
"P07","Al candidato de la Izquierda",0,0,0.002,0,0.104,0.004
"P07","A otro candidato",0,0.013,0.036,0.106,0.018,0.096
"P07","No sabe",0,0,0.057,0.085,0,0.063
"P08","A Ariel Sujarchuk por el Frente de Todos",0.225,0.475,0.668,0.389,0.721,0.446
"P08","A Roberto Costa por Juntos por el cambio",0.092,0.251,0.095,0.294,0.095,0.264
"P08","A Mariano Castagnaro por Juntos por el Cambio",0.04,0.143,0.096,0.017,0.001,0.07
"P08","A Jesica Avejera por Juntos por el Cambio",0.374,0.027,0.027,0,0,0.002
"P08","A Ricardo Choffi por  Consenso Federal",0,0,0,0.012,0,0
"P08","A Griselda Romariz por los liberales libertarios",0.269,0.102,0.062,0.153,0.049,0.055
"P08","A Sandro Salazar por el Frente de Izquierda",0,0,0.007,0,0.104,0.003
"P08","No sabe",0,0.002,0.045,0.135,0.03,0.16
"P09","A Carlos “Beto” Ramil por el Frente de Todos",0.225,0.181,0.501,0.135,0.61,0.348
"P09","A Roberto Costa por Juntos por el cambio",0.229,0.25,0.114,0.352,0.138,0.212
"P09","A Mariano Castagnaro por Juntos por el Cambio",0.107,0.067,0.096,0.048,0.05,0.095
"P09","A Jesica Avejera por Juntos por el Cambio",0.17,0.04,0.03,0,0,0.004
"P09","A Ricardo Choffi por Consenso Federal",0,0.037,0.01,0,0.005,0.002
"P09","A Griselda Romariz por los liberales libertarios",0.269,0.425,0.074,0.243,0.049,0.064
"P09","A Sandro Salazar por el Frente de Izquierda",0,0,0.012,0.004,0.104,0.033
"P09","No sabe",0,0,0.163,0.218,0.044,0.242
