"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P12","Gran excedente habitual",0.027,0.022,0,0.002,0.016,0
"P12","Gran excedente excepcional",0.013,0.002,0,0.005,0,0
"P12","Pequeño excedente habitual",0.077,0.046,0.043,0.007,0.026,0.048
"P12","Pequeño excedente excepcional",0.072,0.068,0.014,0.034,0.037,0
"P12","Alcanza gastos familia",0.198,0.187,0.122,0.074,0.11,0.061
"P12","No alcanza gastos familia",0.104,0.124,0.072,0.113,0.072,0.255
"P12","Solo NBFamiliares",0.271,0.279,0.291,0.299,0.281,0.07
"P12","No alcanza NBFamiliares",0.229,0.263,0.456,0.464,0.449,0.402
"P12","No sabe",0.009,0.009,0.002,0.002,0.009,0.164
"P13","Empleado sector publico",0.179,0.197,0.266,0.254,0.289,0.295
"P13","Empleado sector privado",0.274,0.252,0.202,0.2,0.169,0.258
"P13","Changas o trabajos eventuales",0.194,0.158,0.258,0.214,0.189,0.193
"P13","Estudiante",0.028,0.029,0.024,0.015,0.061,0
"P13","Amas de casa",0.055,0.071,0.073,0.086,0.059,0
"P13","Profesional o independiente",0.129,0.099,0.047,0.102,0.105,0.132
"P13","Comerciante, emprendedor o empresario",0.072,0.069,0.05,0.046,0.018,0
"P13","Trabajador informal",0.023,0.033,0.006,0.019,0.033,0
"P13","No tengo trabajo",0.046,0.092,0.074,0.064,0.077,0.122
"P14","Muy buena",0.12,0.038,0.121,0.085,0.086,0
"P14","Buena",0.095,0.164,0.189,0.164,0.203,0.179
"P14","Ni buena ni mala",0.232,0.414,0.374,0.493,0.337,0.425
"P14","Mala",0.289,0.218,0.219,0.2,0.226,0.35
"P14","Muy mala",0.256,0.156,0.09,0.057,0.134,0.013
"P14","No sabe",0.008,0.01,0.007,0.001,0.014,0.033
"P15","Muy buena",0.693,0.162,0.112,0.018,0.037,0.162
"P15","Buena",0.169,0.487,0.214,0.033,0.034,0.133
"P15","Ni buena ni mala",0.059,0.222,0.534,0.216,0.059,0.037
"P15","Mala",0.033,0.07,0.108,0.493,0.113,0.407
"P15","Muy mala",0.045,0.053,0.023,0.235,0.75,0.081
"P15","No sabe",0.001,0.006,0.009,0.005,0.007,0.18
"P20","Muy buena",0.125,0.035,0.158,0.102,0.082,0.17
"P20","Buena",0.089,0.224,0.23,0.185,0.248,0.05
"P20","Ni buena ni mala",0.256,0.356,0.365,0.441,0.298,0.568
"P20","Mala",0.32,0.23,0.168,0.213,0.235,0.151
"P20","Muy mala",0.204,0.123,0.062,0.047,0.12,0.013
"P20","No sabe",0.006,0.032,0.017,0.012,0.017,0.048
"P21","Gobierno nacional",0.118,0.096,0.184,0.501,0.627,0.46
"P21","Gobierno provincial",0.757,0.722,0.552,0.332,0.283,0.194
"P21","No sabe",0.125,0.182,0.264,0.167,0.09,0.346
"P22","El anterior gobierno de Anabela Carreras",0.406,0.408,0.311,0.399,0.386,0.051
"P22","El actual gobierno de Alberto Weretilneck",0.523,0.459,0.596,0.431,0.512,0.949
"P22","No sabe",0.071,0.133,0.093,0.17,0.102,0
"P23","El anterior gobierno de Alberto Fernández",0.821,0.646,0.537,0.177,0.119,0.28
"P23","El actual gobierno de Javier Milei",0.179,0.053,0.317,0.692,0.824,0.431
"P23","No sabe",0,0.301,0.146,0.131,0.057,0.289
"P24","Si",0.514,0.38,0.328,0.333,0.305,0.061
"P24","No",0.314,0.377,0.429,0.455,0.493,0.583
"P24","No sabe",0.172,0.243,0.243,0.212,0.202,0.356
"P25","Si",0.204,0.177,0.222,0.271,0.296,0.162
"P25","No",0.615,0.52,0.444,0.361,0.372,0.557
"P25","No sabe",0.181,0.303,0.334,0.368,0.332,0.281
"P26","Si",0.789,0.719,0.753,0.877,0.919,0.532
"P26","No",0.211,0.281,0.247,0.123,0.081,0.468
"P27","Estoy totalmente en desacuerdo, las universidades públicas son garantía de promoción social y contribuyen a igualar las oportunidades de todos los argentinos",0.169,0.219,0.41,0.709,0.806,0.56
"P27","Estoy en desacuerdo, sin universidades publicas no puede haber crecimiento sostenible ni mejora de la situación económica del país",0.087,0.184,0.225,0.148,0.116,0.036
"P27","Estoy parcialmente de acuerdo, es necesario una reforma profunda del sistema universitario público, incorporando exámenes de ingreso, arancelamiento para dar becas de estudio y racionalización de la oferta de carreras priorizando aquellas orientadas al desarrollo científico, tecnológico, la salud y el desarrollo económico",0.35,0.343,0.21,0.127,0.056,0.239
"P27","Estoy de acuerdo, las universidades publicas son muy ineficientes y costosas. La mayor parte de alumnos nunca terminan sus estudios, hay gran cantidad de carreras innecesarias y están muy politizadas",0.228,0.157,0.078,0.012,0.017,0
"P27","Estoy totalmente de acuerdo, las universidades publicas son centros de adoctrinamiento político y sirven a los intereses de los partidos políticos. Sería mejor utilizar esa plata para becar a los alumnos de escasos recursos para que pudieran elegir en que universidad privada estudiar",0.156,0.08,0.062,0.002,0.004,0
"P27","No sabe",0.01,0.017,0.015,0.002,0.001,0.165
"P28","1-Excelente",0.189,0.108,0.218,0.14,0.119,0.102
"P28","2",0.101,0.163,0.126,0.078,0.084,0.147
"P28","3",0.061,0.042,0.062,0.058,0.078,0
"P28","4",0.041,0.053,0.098,0.076,0.07,0
"P28","5",0.177,0.226,0.215,0.202,0.222,0.199
"P28","6",0.02,0.047,0.045,0.114,0.085,0.191
"P28","7",0.042,0.065,0.025,0.086,0.085,0.036
"P28","8",0.052,0.103,0.071,0.024,0.063,0.132
"P28","9-Pésimo",0.264,0.129,0.119,0.147,0.165,0.099
"P28","No sabe",0.053,0.064,0.021,0.075,0.029,0.094
"P29","1-Excelente",0.19,0.12,0.212,0.127,0.105,0.218
"P29","2",0.131,0.151,0.165,0.107,0.091,0.016
"P29","3",0.06,0.077,0.079,0.085,0.114,0
"P29","4",0.055,0.046,0.081,0.074,0.072,0.03
"P29","5",0.089,0.156,0.137,0.183,0.161,0.035
"P29","6",0.042,0.07,0.029,0.036,0.094,0.191
"P29","7",0.026,0.05,0.039,0.092,0.074,0
"P29","8",0.048,0.085,0.081,0.034,0.05,0.226
"P29","9-Pésimo",0.313,0.194,0.139,0.183,0.211,0.251
"P29","No sabe",0.046,0.051,0.038,0.079,0.028,0.033
"P30","1-Excelente",0.166,0.156,0.281,0.107,0.101,0.268
"P30","2",0.11,0.101,0.102,0.093,0.102,0
"P30","3",0.068,0.065,0.057,0.128,0.12,0
"P30","4",0.054,0.063,0.105,0.113,0.075,0
"P30","5",0.103,0.169,0.097,0.154,0.155,0.051
"P30","6",0.039,0.097,0.07,0.038,0.093,0.241
"P30","7",0.048,0.061,0.04,0.102,0.067,0
"P30","8",0.091,0.074,0.046,0.063,0.078,0
"P30","9-Pésimo",0.278,0.164,0.164,0.11,0.171,0.346
"P30","No sabe",0.043,0.05,0.038,0.092,0.038,0.094
"P31","1-Excelente",0.174,0.118,0.196,0.141,0.119,0.254
"P31","2",0.101,0.079,0.109,0.064,0.115,0.165
"P31","3",0.076,0.118,0.091,0.117,0.09,0.146
"P31","4",0.042,0.091,0.078,0.068,0.093,0
"P31","5",0.155,0.157,0.163,0.162,0.15,0.015
"P31","6",0.033,0.083,0.06,0.067,0.081,0.246
"P31","7",0.046,0.072,0.021,0.09,0.061,0.03
"P31","8",0.066,0.073,0.046,0.094,0.06,0
"P31","9-Pésimo",0.248,0.126,0.169,0.123,0.176,0.049
"P31","No sabe",0.059,0.083,0.067,0.074,0.055,0.095
"P32","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.124,0.158,0.371,0.686,0.848,0.44
"P32","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.134,0.282,0.29,0.198,0.07,0.182
"P32","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.32,0.241,0.161,0.028,0.031,0
"P32","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.401,0.261,0.084,0.045,0.027,0.03
"P32","No sabe",0.021,0.058,0.094,0.043,0.024,0.348
"P28","1-Excelente",0.189,0.108,0.218,0.14,0.119,0.102
"P28","2",0.101,0.163,0.126,0.078,0.084,0.147
"P28","3",0.061,0.042,0.062,0.058,0.078,0
"P28","4",0.041,0.053,0.098,0.076,0.07,0
"P28","5",0.177,0.226,0.215,0.202,0.222,0.199
"P28","6",0.02,0.047,0.045,0.114,0.085,0.191
"P28","7",0.042,0.065,0.025,0.086,0.085,0.036
"P28","8",0.052,0.103,0.071,0.024,0.063,0.132
"P28","9-Pésimo",0.264,0.129,0.119,0.147,0.165,0.099
"P28","No sabe",0.053,0.064,0.021,0.075,0.029,0.094
"P29","1-Excelente",0.19,0.12,0.212,0.127,0.105,0.218
"P29","2",0.131,0.151,0.165,0.107,0.091,0.016
"P29","3",0.06,0.077,0.079,0.085,0.114,0
"P29","4",0.055,0.046,0.081,0.074,0.072,0.03
"P29","5",0.089,0.156,0.137,0.183,0.161,0.035
"P29","6",0.042,0.07,0.029,0.036,0.094,0.191
"P29","7",0.026,0.05,0.039,0.092,0.074,0
"P29","8",0.048,0.085,0.081,0.034,0.05,0.226
"P29","9-Pésimo",0.313,0.194,0.139,0.183,0.211,0.251
"P29","No sabe",0.046,0.051,0.038,0.079,0.028,0.033
"P30","1-Excelente",0.166,0.156,0.281,0.107,0.101,0.268
"P30","2",0.11,0.101,0.102,0.093,0.102,0
"P30","3",0.068,0.065,0.057,0.128,0.12,0
"P30","4",0.054,0.063,0.105,0.113,0.075,0
"P30","5",0.103,0.169,0.097,0.154,0.155,0.051
"P30","6",0.039,0.097,0.07,0.038,0.093,0.241
"P30","7",0.048,0.061,0.04,0.102,0.067,0
"P30","8",0.091,0.074,0.046,0.063,0.078,0
"P30","9-Pésimo",0.278,0.164,0.164,0.11,0.171,0.346
"P30","No sabe",0.043,0.05,0.038,0.092,0.038,0.094
"P31","1-Excelente",0.174,0.118,0.196,0.141,0.119,0.254
"P31","2",0.101,0.079,0.109,0.064,0.115,0.165
"P31","3",0.076,0.118,0.091,0.117,0.09,0.146
"P31","4",0.042,0.091,0.078,0.068,0.093,0
"P31","5",0.155,0.157,0.163,0.162,0.15,0.015
"P31","6",0.033,0.083,0.06,0.067,0.081,0.246
"P31","7",0.046,0.072,0.021,0.09,0.061,0.03
"P31","8",0.066,0.073,0.046,0.094,0.06,0
