"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0.034,0.027,0.028,0,0.039,0,0,0.016,0.002,0.004
"P12","Gran excedente excepcional",0.005,0,0,0,0.008,0,0.012,0.015,0.003,0.005
"P12","Pequeño excedente habitual",0.03,0.014,0.059,0.028,0.049,0.068,0.014,0.042,0.043,0.039
"P12","Pequeño excedente excepcional",0.072,0.06,0.044,0.071,0.03,0.03,0.046,0.103,0.038,0.056
"P12","Alcanza gastos familia",0.092,0.112,0.115,0.254,0.165,0.122,0.062,0.192,0.153,0.074
"P12","No alcanza gastos familia",0.158,0.066,0.032,0.119,0.102,0.106,0.093,0.063,0.077,0.194
"P12","Solo NBFamiliares",0.2,0.307,0.326,0.262,0.333,0.285,0.33,0.309,0.296,0.235
"P12","No alcanza NBFamiliares",0.405,0.396,0.393,0.266,0.273,0.387,0.438,0.233,0.374,0.391
"P12","No sabe",0.004,0.018,0.003,0,0.001,0.002,0.005,0.027,0.014,0.002
"P13","Empleado sector publico",0.289,0.192,0.219,0.254,0.229,0.353,0.326,0.211,0.203,0.153
"P13","Empleado sector privado",0.186,0.228,0.301,0.277,0.216,0.174,0.148,0.243,0.183,0.175
"P13","Changas o trabajos eventuales",0.203,0.206,0.187,0.106,0.195,0.133,0.214,0.152,0.222,0.307
"P13","Estudiante",0.025,0.039,0.021,0.097,0.055,0.039,0.036,0.083,0.031,0.012
"P13","Amas de casa",0.115,0.104,0.085,0.023,0.066,0.046,0.023,0.021,0.078,0.086
"P13","Profesional o independiente",0.069,0.079,0.109,0.079,0.105,0.097,0.076,0.14,0.15,0.043
"P13","Comerciante, emprendedor o empresario",0.037,0.05,0.026,0.044,0.058,0.048,0.054,0.055,0.035,0.03
"P13","Trabajador informal",0.028,0.039,0.012,0,0.03,0.021,0.07,0.069,0.024,0.01
"P13","No tengo trabajo",0.048,0.063,0.04,0.12,0.046,0.089,0.053,0.026,0.074,0.184
"P14","Muy buena",0.211,0.105,0.107,0.118,0.094,0.123,0.065,0.068,0.022,0.098
"P14","Buena",0.159,0.232,0.239,0.172,0.266,0.132,0.201,0.099,0.054,0.061
"P14","Ni buena ni mala",0.266,0.334,0.304,0.292,0.427,0.564,0.402,0.261,0.299,0.427
"P14","Mala",0.24,0.242,0.187,0.287,0.147,0.164,0.267,0.315,0.267,0.268
"P14","Muy mala",0.121,0.079,0.155,0.129,0.052,0.012,0.065,0.244,0.344,0.133
"P14","No sabe",0.003,0.008,0.008,0.002,0.014,0.005,0,0.013,0.014,0.013
"P15","Muy buena",0.357,0.166,0.167,0.15,0.157,0.173,0.08,0.271,0.336,0.241
"P15","Buena",0.121,0.334,0.188,0.204,0.17,0.131,0.119,0.214,0.115,0.107
"P15","Ni buena ni mala",0.197,0.149,0.141,0.168,0.191,0.158,0.211,0.079,0.124,0.216
"P15","Mala",0.166,0.111,0.16,0.16,0.151,0.133,0.176,0.08,0.148,0.225
"P15","Muy mala",0.158,0.237,0.342,0.307,0.322,0.405,0.398,0.315,0.27,0.211
"P15","No sabe",0.001,0.003,0.002,0.011,0.009,0,0.016,0.041,0.007,0
"P20","Muy buena",0.198,0.104,0.082,0.078,0.089,0.122,0.114,0.112,0.068,0.081
"P20","Buena",0.177,0.24,0.233,0.248,0.373,0.19,0.21,0.152,0.078,0.097
"P20","Ni buena ni mala",0.271,0.32,0.321,0.329,0.327,0.526,0.329,0.212,0.306,0.444
"P20","Mala",0.227,0.238,0.276,0.222,0.141,0.1,0.277,0.339,0.298,0.226
"P20","Muy mala",0.123,0.081,0.065,0.108,0.06,0.028,0.049,0.178,0.237,0.126
"P20","No sabe",0.004,0.017,0.023,0.015,0.01,0.034,0.021,0.007,0.013,0.026
"P21","Gobierno nacional",0.347,0.33,0.335,0.375,0.363,0.507,0.534,0.264,0.228,0.197
"P21","Gobierno provincial",0.449,0.5,0.482,0.497,0.462,0.343,0.325,0.556,0.626,0.518
"P21","No sabe",0.204,0.17,0.183,0.128,0.175,0.15,0.141,0.18,0.146,0.285
"P22","El anterior gobierno de Anabela Carreras",0.314,0.314,0.428,0.432,0.461,0.484,0.398,0.463,0.277,0.384
"P22","El actual gobierno de Alberto Weretilneck",0.574,0.536,0.401,0.464,0.429,0.255,0.352,0.474,0.656,0.267
"P22","No sabe",0.112,0.15,0.171,0.104,0.11,0.261,0.25,0.063,0.067,0.349
"P23","El anterior gobierno de Alberto Fernández",0.323,0.362,0.287,0.216,0.231,0.323,0.19,0.357,0.332,0.082
"P23","El actual gobierno de Javier Milei",0.552,0.573,0.614,0.742,0.707,0.643,0.75,0.643,0.532,0.682
"P23","No sabe",0.125,0.065,0.099,0.042,0.062,0.034,0.06,0,0.136,0.236
