"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P12","Gran excedente habitual",0,0.036,0,0.031,0,0
"P12","Gran excedente excepcional",0,0,0,0,0,0
"P12","Pequeño excedente habitual",0.04,0.039,0.055,0.077,0.102,0
"P12","Pequeño excedente excepcional",0.054,0.07,0.061,0.017,0.032,0
"P12","Alcanza gastos familia",0.277,0.308,0.238,0.095,0.069,0
"P12","No alcanza gastos familia",0.059,0.111,0.126,0.112,0.074,0
"P12","Solo NBFamiliares",0.224,0.257,0.259,0.303,0.356,0.258
"P12","No alcanza NBFamiliares",0.346,0.179,0.25,0.36,0.367,0.742
"P12","No sabe",0,0,0.011,0.005,0,0
"P13","Muy buena",0.078,0.141,0.024,0.051,0.022,0.205
"P13","Buena",0.078,0.108,0.124,0.164,0.155,0.362
"P13","Ni buena ni mala",0.178,0.146,0.407,0.34,0.205,0.291
"P13","Mala",0.487,0.406,0.293,0.31,0.288,0
"P13","Muy mala",0.157,0.199,0.148,0.096,0.259,0
"P13","No sabe",0.022,0,0.004,0.039,0.071,0.142
"P14","Muy buena",0.679,0.566,0.212,0.051,0.073,0.205
"P14","Buena",0.118,0.301,0.326,0.033,0.022,0
"P14","Ni buena ni mala",0.15,0.05,0.307,0.116,0.073,0.092
"P14","Mala",0.004,0.062,0.043,0.189,0.162,0.082
"P14","Muy mala",0.027,0.021,0.112,0.593,0.636,0.621
"P14","No sabe",0.022,0,0,0.018,0.034,0
"P15","Muy buena",0.039,0.102,0.036,0.089,0,0
"P15","Buena",0.15,0.127,0.105,0.12,0.115,0
"P15","Ni buena ni mala",0.368,0.197,0.528,0.344,0.322,0.653
"P15","Mala",0.236,0.305,0.179,0.215,0.192,0
"P15","Muy mala",0.181,0.242,0.133,0.186,0.352,0
"P15","No sabe",0.026,0.027,0.019,0.046,0.019,0.347
"P19","Muy buena",0.196,0.038,0.104,0.074,0.01,0
"P19","Buena",0.017,0.075,0.102,0.165,0.134,0.362
"P19","Ni buena ni mala",0.257,0.221,0.358,0.464,0.318,0.317
"P19","Mala",0.398,0.347,0.273,0.174,0.257,0
"P19","Muy mala",0.126,0.245,0.144,0.098,0.239,0
"P19","No sabe",0.006,0.074,0.019,0.025,0.042,0.321
"P20","Gobierno nacional",0.066,0.08,0.097,0.583,0.428,0.65
"P20","Gobierno provincial",0.702,0.853,0.609,0.27,0.286,0
"P20","No sabe",0.232,0.067,0.294,0.147,0.286,0.35
"P21","El anterior gobierno de Arabela Carreras",0.512,0.414,0.314,0.287,0.154,0
"P21","El actual gobierno de Alberto Weretilneck",0.441,0.511,0.442,0.282,0.75,0
"P21","No sabe",0.047,0.075,0.244,0.431,0.096,0
"P22","El anterior gobierno de Alberto Fernández",0.6,0.787,0.568,0.144,0.264,0
"P22","El actual gobierno de Javier Milei",0.4,0.213,0.432,0.745,0.728,1
"P22","No sabe",0,0,0,0.111,0.008,0
"P23","Empleado sector publico",0.15,0.118,0.142,0.151,0.154,0.288
"P23","Empleado sector privado",0.141,0.304,0.241,0.206,0.307,0
"P23","Changas o trabajos eventuales",0.255,0.101,0.401,0.172,0.099,0.362
"P23","Estudiante",0.056,0.036,0.034,0.055,0.038,0
"P23","Amas de casa",0.1,0.095,0.029,0.082,0.087,0.092
"P23","Profesional o independiente",0.172,0.215,0.047,0.12,0.137,0
"P23","Comerciante, emprendedor o empresario",0.023,0.069,0.014,0.041,0.022,0
"P23","Trabajador informal",0.004,0.004,0.008,0.051,0.005,0
"P23","No tengo trabajo",0.099,0.058,0.084,0.122,0.151,0.258
"P24","Muy de acuerdo",0.297,0.093,0.16,0.201,0.123,0.205
"P24","De acuerdo",0.169,0.374,0.25,0.186,0.187,0
"P24","Ni de acuerdo ni en desacuerdo",0.201,0.296,0.495,0.345,0.271,0.561
"P24","En desacuerdo",0.215,0.11,0.03,0.191,0.143,0
"P24","Muy en desacuerdo",0.112,0.113,0.052,0.062,0.191,0.092
"P24","No sabe",0.006,0.014,0.013,0.015,0.085,0.142
"P26","Si",0.833,0.652,0.565,0.635,0.526,0.356
"P26","No",0.167,0.348,0.435,0.365,0.474,0.644
"P27","Muy de acuerdo",0.444,0.234,0.177,0.096,0.056,0
"P27","De acuerdo",0.127,0.332,0.17,0.094,0.121,0
"P27","Ni de acuerdo ni en desacuerdo",0.228,0.223,0.494,0.176,0.155,0
"P27","En desacuerdo",0.175,0.154,0.059,0.439,0.255,0.806
"P27","Muy en desacuerdo",0.026,0.057,0.1,0.189,0.413,0.194
"P27","No sabe",0,0,0,0.006,0,0
"P28","Si",0.744,0.717,0.672,0.626,0.614,0.56
"P28","No",0.256,0.283,0.328,0.374,0.386,0.44
"P29","Muy de acuerdo",0.47,0.267,0.178,0.047,0.051,0.268
"P29","De acuerdo",0.244,0.508,0.265,0.153,0.108,0
"P29","Ni de acuerdo ni en desacuerdo",0.125,0.139,0.478,0.186,0.131,0
