"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0,0,0,0,0,0,0.02,0.024,0.01,0.096
"P12","Gran excedente excepcional",0,0,0,0,0,0,0,0,0,0
"P12","Pequeño excedente habitual",0.089,0,0.023,0.076,0.115,0.14,0,0.165,0.025,0.104
"P12","Pequeño excedente excepcional",0.016,0.108,0.068,0.031,0.029,0.035,0,0.045,0.049,0.052
"P12","Alcanza gastos familia",0.04,0.252,0.247,0.199,0.291,0.117,0.397,0.121,0.211,0.229
"P12","No alcanza gastos familia",0.101,0.244,0,0,0.069,0.067,0.082,0.195,0.099,0.053
"P12","Solo NBFamiliares",0.346,0.158,0.429,0.301,0.192,0.382,0.455,0.326,0.258,0.07
"P12","No alcanza NBFamiliares",0.386,0.238,0.233,0.393,0.291,0.259,0.046,0.124,0.348,0.396
"P12","No sabe",0.022,0,0,0,0.013,0,0,0,0,0
"P13","Muy buena",0.065,0.118,0.031,0.059,0.034,0.02,0,0.033,0.021,0.016
"P13","Buena",0.115,0.343,0.073,0.136,0.178,0.273,0.046,0.058,0.032,0.113
"P13","Ni buena ni mala",0.161,0.228,0.558,0.54,0.301,0.421,0.456,0.203,0.155,0.433
"P13","Mala",0.495,0.221,0.213,0.265,0.37,0.23,0.424,0.659,0.38,0.178
"P13","Muy mala",0.164,0.09,0.125,0,0.112,0.056,0.074,0.047,0.412,0.012
"P13","No sabe",0,0,0,0,0.005,0,0,0,0,0.248
"P14","Muy buena",0.311,0.345,0.127,0.128,0.25,0.16,0.079,0.115,0.41,0.12
"P14","Buena",0.152,0.136,0.215,0.05,0.16,0.048,0.099,0.114,0.207,0.023
"P14","Ni buena ni mala",0.083,0.304,0.158,0,0.052,0.02,0.084,0.086,0.023,0.452
"P14","Mala",0.1,0.082,0.146,0.174,0.095,0.174,0.313,0.32,0.012,0.092
"P14","Muy mala",0.354,0.133,0.354,0.461,0.438,0.598,0.425,0.365,0.348,0.313
"P14","No sabe",0,0,0,0.187,0.005,0,0,0,0,0
"P15","Muy buena",0.047,0.047,0.082,0,0.075,0,0.039,0.017,0.027,0.097
"P15","Buena",0.182,0.315,0.131,0.21,0.077,0.042,0.231,0,0.076,0.016
"P15","Ni buena ni mala",0.412,0.401,0.309,0.357,0.365,0.586,0.538,0.285,0.161,0.404
"P15","Mala",0.141,0.092,0.312,0.334,0.282,0.253,0.17,0.27,0.363,0.132
"P15","Muy mala",0.193,0.145,0.166,0.076,0.201,0.119,0.022,0.428,0.373,0.103
"P15","No sabe",0.025,0,0,0.023,0,0,0,0,0,0.248
"P19","Muy buena",0.05,0.228,0.075,0.031,0,0,0.039,0.039,0.021,0.096
"P19","Buena",0.08,0.107,0.074,0.276,0.249,0.316,0.138,0.036,0.026,0.123
"P19","Ni buena ni mala",0.277,0.244,0.711,0.41,0.397,0.586,0.33,0.407,0.169,0.64
"P19","Mala",0.419,0.254,0.07,0.096,0.17,0.098,0.493,0.373,0.405,0.129
"P19","Muy mala",0.146,0.059,0.07,0,0.179,0,0,0.145,0.373,0.012
"P19","No sabe",0.028,0.108,0,0.187,0.005,0,0,0,0.006,0
"P20","Gobierno nacional",0.388,0.258,0.533,0.516,0.271,0.741,0.457,0.382,0.211,0.198
"P20","Gobierno provincial",0.549,0.497,0.467,0.23,0.531,0.186,0.224,0.497,0.674,0.445
"P20","No sabe",0.063,0.245,0,0.254,0.198,0.073,0.319,0.121,0.115,0.357
