"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P12","Gran excedente habitual",0.034,0,0.018,0
"P12","Gran excedente excepcional",0,0,0,0
"P12","Pequeño excedente habitual",0.042,0.106,0.033,0.022
"P12","Pequeño excedente excepcional",0.031,0.063,0.034,0
"P12","Alcanza gastos familia",0.151,0.148,0.211,0.019
"P12","No alcanza gastos familia",0.143,0.045,0.106,0.219
"P12","Solo NBFamiliares",0.289,0.292,0.301,0.294
"P12","No alcanza NBFamiliares",0.31,0.342,0.286,0.446
"P12","No sabe",0,0.004,0.011,0
"P13","Positiva",0.623,0.126,0.04,0.246
"P13","Neutra",0.273,0.516,0.059,0.29
"P13","Negativa",0.063,0.287,0.901,0.291
"P13","No sabe",0.041,0.071,0,0.173
"P14","Positiva",0.298,0.241,0.547,0.594
"P14","Neutra",0.196,0.232,0.066,0.06
"P14","Negativa",0.465,0.527,0.387,0.22
"P14","No sabe",0.041,0,0,0.126
"P15","Positiva",0.316,0.178,0.076,0.365
"P15","Neutra",0.471,0.517,0.212,0.102
"P15","Negativa",0.189,0.256,0.703,0.159
"P15","No sabe",0.024,0.049,0.009,0.374
"P20","Gobierno nacional",0.509,0.336,0.223,0.028
"P20","Gobierno provincial",0.261,0.391,0.683,0.518
"P20","No sabe",0.23,0.273,0.094,0.454
"P21","El anterior gobierno de Arabela Carreras",0.308,0.286,0.435,0.238
"P21","El actual gobierno de Alberto Weretilneck",0.496,0.28,0.521,0.575
"P21","No sabe",0.196,0.434,0.044,0.187
"P22","El anterior gobierno de Alberto Fernández",0.283,0.268,0.309,0
"P22","El actual gobierno de Javier Milei",0.712,0.494,0.691,1
"P22","No sabe",0.005,0.238,0,0
"P23","Empleado sector publico",0.234,0.131,0.116,0.039
"P23","Empleado sector privado",0.208,0.224,0.282,0.416
"P23","Changas o trabajos eventuales",0.119,0.251,0.212,0.082
"P23","Estudiante",0.037,0.032,0.047,0.207
"P23","Amas de casa",0.105,0.121,0.039,0
"P23","Profesional o independiente",0.09,0.132,0.143,0.032
"P23","Comerciante, emprendedor o empresario",0.064,0.025,0.027,0.026
"P23","Trabajador informal",0.016,0.02,0.009,0.158
"P23","No tengo trabajo",0.127,0.064,0.125,0.04
"P24","Muy de acuerdo",0.249,0.24,0.091,0.036
"P24","De acuerdo",0.351,0.152,0.219,0.365
"P24","Ni de acuerdo ni en desacuerdo",0.228,0.452,0.311,0.382
"P24","En desacuerdo",0.139,0.105,0.161,0
"P24","Muy en desacuerdo",0.013,0.023,0.207,0
"P24","No sabe",0.02,0.028,0.011,0.217
"P25","Muy de acuerdo",0.144,0.095,0.16,0.024
"P25","De acuerdo",0.091,0.099,0.218,0.342
"P25","Ni de acuerdo ni en desacuerdo",0.235,0.225,0.215,0.122
"P25","En desacuerdo",0.385,0.413,0.199,0.231
"P25","Muy en desacuerdo",0.133,0.162,0.208,0.22
"P25","No sabe",0.012,0.006,0,0.061
"P26","Si",0.529,0.568,0.759,0.152
"P26","No",0.471,0.432,0.241,0.848
"P27","Muy de acuerdo",0.134,0.101,0.239,0.329
"P27","De acuerdo",0.154,0.137,0.161,0.305
"P27","Ni de acuerdo ni en desacuerdo",0.301,0.283,0.222,0.127
"P27","En desacuerdo",0.347,0.271,0.198,0.039
"P27","Muy en desacuerdo",0.055,0.208,0.18,0.2
"P27","No sabe",0.009,0,0,0
"P28","Si",0.555,0.587,0.809,0.167
"P28","No",0.445,0.413,0.191,0.833
"P29","Muy de acuerdo",0.097,0.069,0.286,0.083
