"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P12","Gran excedente habitual",0,0,0.007,0.007,0.004,0.015
"P12","Gran excedente excepcional",0,0,0,0,0,0
"P12","Pequeño excedente habitual",0.035,0.085,0.03,0.031,0.171,0
"P12","Pequeño excedente excepcional",0.046,0.034,0.029,0.042,0.016,0.036
"P12","Alcanza gastos familia",0.023,0.29,0.276,0.327,0.077,0.34
"P12","No alcanza gastos familia",0.016,0.241,0.102,0.159,0.106,0.34
"P12","Solo NBFamiliares",0.464,0.266,0.23,0.288,0.295,0.032
"P12","No alcanza NBFamiliares",0.416,0.084,0.319,0.146,0.331,0.237
"P12","No sabe",0,0,0.007,0,0,0
"P13","Muy buena",0.018,0.023,0.064,0.056,0.031,0
"P13","Buena",0.094,0.198,0.132,0.066,0.039,0.021
"P13","Ni buena ni mala",0.008,0.344,0.33,0.3,0.146,0.172
"P13","Mala",0.81,0.257,0.3,0.421,0.447,0.441
"P13","Muy mala",0.07,0.178,0.092,0.157,0.337,0.355
"P13","No sabe",0,0,0.082,0,0,0.011
"P14","Muy buena",0.62,0.464,0.298,0.385,0.016,0.34
"P14","Buena",0.219,0.346,0.158,0.076,0.031,0.036
"P14","Ni buena ni mala",0.098,0.088,0.093,0.033,0.018,0.024
"P14","Mala",0,0.032,0.128,0.05,0.376,0.061
"P14","Muy mala",0.063,0.07,0.323,0.456,0.559,0.468
"P14","No sabe",0,0,0,0,0,0.071
"P15","Muy buena",0.018,0.065,0.035,0.049,0.021,0
"P15","Buena",0.099,0.344,0.136,0.059,0.033,0.123
"P15","Ni buena ni mala",0.225,0.276,0.379,0.279,0.268,0.102
"P15","Mala",0.469,0.117,0.248,0.336,0.17,0.08
"P15","Muy mala",0.189,0.198,0.12,0.271,0.508,0.695
"P15","No sabe",0,0,0.082,0.006,0,0
"P19","Muy buena",0.112,0.008,0.057,0.034,0.004,0
"P19","Buena",0.027,0.056,0.166,0.142,0.068,0.076
"P19","Ni buena ni mala",0.008,0.485,0.377,0.246,0.307,0.123
"P19","Mala",0.676,0.18,0.349,0.281,0.284,0.375
"P19","Muy mala",0.177,0.105,0.042,0.291,0.337,0.355
"P19","No sabe",0,0.166,0.009,0.006,0,0.071
"P20","Gobierno nacional",0.129,0.089,0.335,0.365,0.329,0.436
"P20","Gobierno provincial",0.784,0.874,0.542,0.615,0.328,0.41
"P20","No sabe",0.087,0.037,0.123,0.02,0.343,0.154
"P21","El anterior gobierno de Arabela Carreras",0.673,0.228,0.453,0.141,0.113,0.439
"P21","El actual gobierno de Alberto Weretilneck",0.327,0.477,0.23,0.778,0.458,0.068
"P21","No sabe",0,0.295,0.317,0.081,0.429,0.493
"P22","El anterior gobierno de Alberto Fernández",0.91,0.924,0.367,0.061,0.022,0.012
"P22","El actual gobierno de Javier Milei",0.09,0.076,0.628,0.931,0.978,0.988
"P22","No sabe",0,0,0.005,0.008,0,0
"P23","Empleado sector publico",0.257,0.151,0.13,0.097,0.098,0.029
"P23","Empleado sector privado",0.056,0.358,0.245,0.106,0.361,0.472
"P23","Changas o trabajos eventuales",0.274,0.277,0.241,0.132,0.021,0.34
"P23","Estudiante",0.126,0,0,0.22,0.124,0
"P23","Amas de casa",0.083,0.024,0.078,0.043,0.031,0.031
"P23","Profesional o independiente",0.023,0.107,0.175,0.282,0.119,0
"P23","Comerciante, emprendedor o empresario",0.027,0.022,0.055,0.032,0.026,0
"P23","Trabajador informal",0,0.005,0.012,0.016,0,0.072
"P23","No tengo trabajo",0.154,0.056,0.064,0.072,0.22,0.056
"P24","Muy de acuerdo",0.294,0.067,0.111,0.157,0.057,0.145
"P24","De acuerdo",0.167,0.357,0.187,0.192,0.174,0.014
"P24","Ni de acuerdo ni en desacuerdo",0.388,0.423,0.366,0.267,0.388,0.808
"P24","En desacuerdo",0.046,0.103,0.189,0.168,0.047,0.012
"P24","Muy en desacuerdo",0.105,0.042,0.135,0.205,0.3,0.01
"P24","No sabe",0,0.008,0.012,0.011,0.034,0.011
"P25","Muy de acuerdo",0.444,0.159,0.068,0.206,0.019,0
"P25","De acuerdo",0.197,0.279,0.181,0.1,0.046,0.392
"P25","Ni de acuerdo ni en desacuerdo",0.243,0.363,0.282,0.127,0.013,0.059
"P25","En desacuerdo",0.062,0.169,0.39,0.304,0.356,0.526
"P25","Muy en desacuerdo",0.054,0.03,0.073,0.245,0.566,0.023
"P25","No sabe",0,0,0.006,0.018,0,0
"P26","Si",0.869,0.502,0.504,0.783,0.772,0.491
"P26","No",0.131,0.498,0.496,0.217,0.228,0.509
"P27","Muy de acuerdo",0.627,0.156,0.139,0.184,0.051,0.023
"P27","De acuerdo",0.099,0.316,0.188,0.101,0.018,0.012
"P27","Ni de acuerdo ni en desacuerdo",0.177,0.375,0.29,0.298,0.09,0.099
"P27","En desacuerdo",0.08,0.06,0.244,0.3,0.399,0.779
"P27","Muy en desacuerdo",0.017,0.088,0.134,0.117,0.442,0.087
"P27","No sabe",0,0.005,0.005,0,0,0
"P28","Si",0.889,0.8,0.618,0.922,0.634,0.481
"P28","No",0.111,0.2,0.382,0.078,0.366,0.519
"P29","Muy de acuerdo",0.617,0.203,0.131,0.056,0.037,0.399
"P29","De acuerdo",0.264,0.475,0.226,0.238,0.176,0
"P29","Ni de acuerdo ni en desacuerdo",0.049,0.247,0.366,0.06,0.066,0.015
"P29","En desacuerdo",0.062,0.06,0.217,0.345,0.279,0.439
"P29","Muy en desacuerdo",0.008,0.015,0.06,0.166,0.421,0.024
"P29","No sabe",0,0,0,0.135,0.021,0.123
"P30","No estaba enterado",0.059,0.173,0.279,0.082,0.121,0.17
"P30","De acuerdo",0.833,0.513,0.428,0.516,0.203,0.376
"P30","En desacuerdo",0.108,0.253,0.244,0.365,0.509,0.429
"P30","No sabe",0,0.061,0.049,0.037,0.167,0.025
"P31","No tengo cable ni internet",0.018,0.048,0.175,0.086,0.217,0.363
"P31","Si tuve",0.796,0.463,0.554,0.76,0.521,0.247
"P31","No tuve",0.186,0.489,0.271,0.154,0.262,0.39
"P32","Reclamando directamente a la empresa",0.036,0.117,0.364,0.147,0.108,0.588
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.269,0.513,0.266,0.394,0.505,0.363
"P32","Nunca se pudo resolver",0.695,0.37,0.37,0.459,0.387,0.049
"P33","1-Excelente",0.291,0.046,0.089,0.032,0.068,0
"P33","2",0.053,0.293,0.215,0.038,0.024,0
"P33","3",0,0,0.084,0.112,0.031,0
"P33","4",0.023,0,0.032,0.011,0.019,0.094
"P33","5",0.11,0.291,0.139,0.355,0.066,0.083
"P33","6",0.008,0.068,0.027,0.053,0.055,0.026
"P33","7",0,0.028,0.029,0.022,0.156,0
"P33","8",0.147,0.038,0.072,0.061,0.21,0.386
"P33","9-Pésimo",0.368,0.189,0.201,0.316,0.355,0.387
"P33","No sabe",0,0.047,0.112,0,0.016,0.024
"P34","1-Excelente",0.236,0.149,0.105,0.112,0.063,0
"P34","2",0.067,0.203,0.183,0.027,0.021,0
"P34","3",0,0.087,0.117,0.083,0.003,0.063
"P34","4",0.023,0,0.116,0.041,0.038,0.044
"P34","5",0.076,0.151,0.135,0.212,0.061,0.01
"P34","6",0.008,0.231,0.015,0.027,0.027,0.012
"P34","7",0.034,0.008,0.022,0.02,0.031,0
"P34","8",0.106,0.045,0.075,0.026,0.216,0.074
"P34","9-Pésimo",0.409,0.116,0.197,0.452,0.53,0.773
"P34","No sabe",0.041,0.01,0.035,0,0.01,0.024
"P35","1-Excelente",0.224,0.071,0.121,0.018,0.055,0
"P35","2",0.14,0.205,0.168,0.044,0.034,0
"P35","3",0.014,0.109,0.159,0.112,0.025,0.112
"P35","4",0.023,0.075,0.071,0.068,0.04,0.034
"P35","5",0.084,0.183,0.161,0.253,0.054,0.057
"P35","6",0.008,0.051,0.005,0.121,0.112,0.012
"P35","7",0.098,0.028,0.029,0.039,0.152,0
"P35","8",0,0.048,0.017,0.065,0.05,0.422
"P35","9-Pésimo",0.368,0.175,0.207,0.268,0.47,0.34
"P35","No sabe",0.041,0.055,0.062,0.012,0.008,0.023
"P36","1-Excelente",0.185,0.263,0.061,0.067,0.033,0
"P36","2",0.099,0.125,0.265,0.05,0.037,0.052
"P36","3",0.034,0.006,0.09,0.066,0.008,0
"P36","4",0.014,0.014,0.073,0.054,0.038,0.055
"P36","5",0.251,0.202,0.194,0.254,0.094,0
"P36","6",0,0.187,0.054,0.018,0.034,0.022
"P36","7",0,0.008,0.014,0.036,0.026,0.067
"P36","8",0,0.022,0.009,0.141,0.175,0.429
"P36","9-Pésimo",0.375,0.118,0.183,0.314,0.535,0.351
"P36","No sabe",0.042,0.055,0.057,0,0.02,0.024
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.081,0.088,0.38,0.412,0.797,0.477
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.212,0.446,0.255,0.072,0.174,0.088
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.426,0.269,0.105,0.338,0.02,0.375
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.281,0.192,0.25,0.172,0,0
"P37","No sabe",0,0.005,0.01,0.006,0.009,0.06
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.088,0.063,0.282,0.346,0.711,0.453
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.094,0.205,0.212,0.11,0.23,0.009
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.486,0.543,0.361,0.2,0.048,0.415
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.332,0.189,0.125,0.344,0.011,0.036
"P38","No sabe",0,0,0.02,0,0,0.087
"P39","Oponerse totalmente",0.084,0.064,0.371,0.361,0.731,0.477
"P39","Oponerse parcialmente",0.087,0.231,0.108,0.079,0.195,0.061
"P39","Apoyar parcialmente",0.346,0.491,0.338,0.127,0.058,0.426
"P39","Apoyar totalmente",0.43,0.214,0.162,0.415,0.016,0.036
"P39","No sabe",0.053,0,0.021,0.018,0,0
"P40","Inseguridad y narcotráfico",0.484,0.114,0.43,0.309,0.373,0.44
"P40","Altos impuestos y tarifas",0.255,0.347,0.159,0.107,0.078,0.027
"P40","Educación y estado de las escuelas",0.185,0.146,0.254,0.338,0.072,0.046
"P40","Inflación",0.066,0.121,0.051,0.155,0.119,0.012
"P40","Estado de la salud",0.01,0.238,0.061,0.043,0.254,0.34
"P40","Corrupción",0,0.028,0.011,0.039,0.039,0.075
"P40","Pobreza",0,0.006,0,0,0.003,0
"P40","Medio ambiente, incendios y contaminación",0,0,0.019,0,0,0
"P40","Falta de trabajo",0,0,0.015,0.009,0,0
"P40","No sabe",0,0,0,0,0.062,0.06
"P44","Muy buena",0.19,0,0.003,0.046,0,0
"P44","Buena",0.053,0.201,0.069,0.178,0.013,0
"P44","Ni buena ni mala",0.227,0.346,0.496,0.154,0.064,0.142
"P44","Mala",0.217,0.335,0.253,0.284,0.386,0.518
"P44","Muy mala",0.313,0.105,0.167,0.31,0.537,0.34
"P44","No sabe",0,0.013,0.012,0.028,0,0
"P45","Peor",0.502,0.571,0.709,0.796,0.897,0.873
"P45","Igual",0.482,0.329,0.222,0.142,0.094,0.039
"P45","Mejor",0,0.035,0.034,0.037,0,0.036
"P45","No sabe",0.016,0.065,0.035,0.025,0.009,0.052
"P46","Peor",0.482,0.195,0.561,0.528,0.911,0.864
"P46","Igual",0.383,0.62,0.16,0.267,0.062,0.048
"P46","Mejor",0.135,0.175,0.19,0.196,0.012,0.036
"P46","No sabe",0,0.01,0.089,0.009,0.015,0.052
"P47","Javier Milei",0.756,0.634,0.344,0.559,0.225,0.386
"P47","Los gobernadores",0.157,0.246,0.557,0.435,0.567,0.476
"P47","No sabe",0.087,0.12,0.099,0.006,0.208,0.138
"P48","Muy buena",0.06,0.062,0.069,0.151,0.039,0
"P48","Buena",0.094,0.237,0.164,0.085,0.113,0.047
"P48","Ni buena ni mala",0.133,0.303,0.418,0.169,0.133,0.223
"P48","Mala",0.583,0.257,0.233,0.308,0.369,0.39
"P48","Muy mala",0.13,0.141,0.116,0.287,0.346,0.34
"P48","No sabe",0,0,0,0,0,0
"P49","Muy buena",0.116,0.091,0.044,0.028,0.049,0
"P49","Buena",0.102,0.268,0.054,0.022,0.044,0.044
"P49","Ni buena ni mala",0.057,0.276,0.41,0.044,0.037,0.041
"P49","Mala",0.577,0.145,0.251,0.667,0.214,0.503
"P49","Muy mala",0.148,0.22,0.241,0.239,0.656,0.377
"P49","No sabe",0,0,0,0,0,0.035
"P50","Muy buena",0.179,0.041,0.079,0.096,0.087,0.043
"P50","Buena",0.159,0.231,0.103,0.146,0.199,0.012
"P50","Ni buena ni mala",0.029,0.071,0.452,0.188,0.205,0.349
"P50","Mala",0.478,0.409,0.185,0.26,0.079,0.05
"P50","Muy mala",0.102,0.248,0.178,0.31,0.426,0.407
"P50","No sabe",0.053,0,0.003,0,0.004,0.139
"P54","Muy buena",0.169,0.021,0.195,0.307,0.169,0.086
"P54","Buena",0.059,0.208,0.139,0.07,0.199,0.014
"P54","Ni buena ni mala",0,0.032,0.118,0.044,0.182,0.423
"P54","Mala",0.606,0.318,0.115,0.19,0.01,0.015
"P54","Muy mala",0.166,0.421,0.433,0.36,0.44,0.462
"P54","No sabe",0,0,0,0.029,0,0
"P55","Muy buena",0.322,0.129,0.025,0.056,0,0
"P55","Buena",0.48,0.553,0.116,0.038,0.016,0.376
"P55","Ni buena ni mala",0.09,0.088,0.246,0.273,0.027,0.014
"P55","Mala",0.046,0.112,0.346,0.335,0.015,0.069
"P55","Muy mala",0.062,0.118,0.267,0.286,0.942,0.53
"P55","No sabe",0,0,0,0.012,0,0.011
"P56","Muy buena",0.017,0.019,0.027,0.067,0.06,0.012
"P56","Buena",0.008,0.369,0.192,0.248,0.211,0.019
"P56","Ni buena ni mala",0.197,0,0.219,0.099,0.172,0.054
"P56","Mala",0.636,0.172,0.155,0.231,0.177,0.443
