"var","categoria","Si","No"
"P12","Gran excedente habitual",0.013,0.019
"P12","Gran excedente excepcional",0,0
"P12","Pequeño excedente habitual",0.084,0.017
"P12","Pequeño excedente excepcional",0.043,0.052
"P12","Alcanza gastos familia",0.216,0.138
"P12","No alcanza gastos familia",0.092,0.098
"P12","Solo NBFamiliares",0.317,0.271
"P12","No alcanza NBFamiliares",0.232,0.398
"P12","No sabe",0.003,0.007
"P13","Muy buena",0.047,0.076
"P13","Buena",0.082,0.238
"P13","Ni buena ni mala",0.222,0.337
"P13","Mala",0.423,0.196
"P13","Muy mala",0.218,0.069
"P13","No sabe",0.008,0.084
"P14","Muy buena",0.331,0.138
"P14","Buena",0.184,0.086
"P14","Ni buena ni mala",0.064,0.261
"P14","Mala",0.081,0.155
"P14","Muy mala",0.336,0.319
"P14","No sabe",0.004,0.041
"P15","Muy buena",0.04,0.082
"P15","Buena",0.062,0.23
"P15","Ni buena ni mala",0.343,0.38
"P15","Mala",0.264,0.132
"P15","Muy mala",0.274,0.117
"P15","No sabe",0.017,0.059
"P19","Muy buena",0.048,0.128
"P19","Buena",0.114,0.129
"P19","Ni buena ni mala",0.297,0.414
"P19","Mala",0.307,0.206
"P19","Muy mala",0.226,0.044
"P19","No sabe",0.008,0.079
"P20","Gobierno nacional",0.283,0.324
"P20","Gobierno provincial",0.628,0.295
"P20","No sabe",0.089,0.381
"P21","El anterior gobierno de Arabela Carreras",0.39,0.155
"P21","El actual gobierno de Alberto Weretilneck",0.447,0.58
"P21","No sabe",0.163,0.265
"P22","El anterior gobierno de Alberto Fernández",0.249,0.294
"P22","El actual gobierno de Javier Milei",0.677,0.69
"P22","No sabe",0.074,0.016
"P23","Empleado sector publico",0.19,0.072
"P23","Empleado sector privado",0.231,0.221
"P23","Changas o trabajos eventuales",0.156,0.273
"P23","Estudiante",0.069,0.023
"P23","Amas de casa",0.046,0.138
"P23","Profesional o independiente",0.159,0.097
"P23","Comerciante, emprendedor o empresario",0.037,0.03
"P23","Trabajador informal",0.009,0.033
"P23","No tengo trabajo",0.103,0.113
"P24","Muy de acuerdo",0.151,0.191
"P24","De acuerdo",0.214,0.275
"P24","Ni de acuerdo ni en desacuerdo",0.338,0.342
"P24","En desacuerdo",0.164,0.082
"P24","Muy en desacuerdo",0.122,0.055
"P24","No sabe",0.011,0.055
"P25","Muy de acuerdo",0.151,0.103
"P25","De acuerdo",0.178,0.139
"P25","Ni de acuerdo ni en desacuerdo",0.221,0.214
"P25","En desacuerdo",0.285,0.337
"P25","Muy en desacuerdo",0.161,0.201
"P25","No sabe",0.004,0.006
"P26","Si",0.837,0.225
"P26","No",0.163,0.775
"P27","Muy de acuerdo",0.248,0.074
"P27","De acuerdo",0.12,0.217
"P27","Ni de acuerdo ni en desacuerdo",0.229,0.265
"P27","En desacuerdo",0.255,0.236
"P27","Muy en desacuerdo",0.146,0.206
"P27","No sabe",0.002,0.002
"P29","Muy de acuerdo",0.232,0.045
"P29","De acuerdo",0.257,0.207
"P29","Ni de acuerdo ni en desacuerdo",0.149,0.375
"P29","En desacuerdo",0.215,0.25
"P29","Muy en desacuerdo",0.124,0.094
"P29","No sabe",0.023,0.029
"P30","No estaba enterado",0.113,0.411
"P30","De acuerdo",0.508,0.174
"P30","En desacuerdo",0.34,0.312
"P30","No sabe",0.039,0.103
"P31","No tengo cable ni internet",0.096,0.293
"P31","Si tuve",0.583,0.437
"P31","No tuve",0.321,0.27
"P32","Reclamando directamente a la empresa",0.195,0.427
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.347,0.433
"P32","Nunca se pudo resolver",0.458,0.14
"P33","1-Excelente",0.131,0.124
"P33","2",0.087,0.219
"P33","3",0.055,0.07
"P33","4",0.022,0.051
"P33","5",0.192,0.107
"P33","6",0.059,0.019
"P33","7",0.026,0.056
"P33","8",0.105,0.08
"P33","9-Pésimo",0.303,0.123
"P33","No sabe",0.02,0.151
"P34","1-Excelente",0.175,0.172
"P34","2",0.069,0.1
"P34","3",0.052,0.063
"P34","4",0.037,0.141
"P34","5",0.133,0.112
"P34","6",0.038,0.028
"P34","7",0.029,0.006
"P34","8",0.09,0.07
"P34","9-Pésimo",0.365,0.195
"P34","No sabe",0.012,0.113
"P35","1-Excelente",0.133,0.099
"P35","2",0.081,0.154
"P35","3",0.074,0.181
"P35","4",0.056,0.122
"P35","5",0.133,0.087
"P35","6",0.065,0.017
"P35","7",0.062,0.039
"P35","8",0.082,0.049
"P35","9-Pésimo",0.278,0.159
"P35","No sabe",0.036,0.093
"P36","1-Excelente",0.116,0.123
"P36","2",0.115,0.128
"P36","3",0.046,0.107
"P36","4",0.031,0.108
"P36","5",0.204,0.107
"P36","6",0.061,0.041
"P36","7",0.036,0
"P36","8",0.081,0.082
"P36","9-Pésimo",0.273,0.227
"P36","No sabe",0.037,0.077
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.374,0.603
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.174,0.289
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.229,0.027
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.217,0.056
"P37","No sabe",0.006,0.025
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.289,0.512
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.128,0.314
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.378,0.113
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.194,0.03
"P38","No sabe",0.011,0.031
"P39","Oponerse totalmente",0.283,0.638
"P39","Oponerse parcialmente",0.12,0.162
"P39","Apoyar parcialmente",0.322,0.122
"P39","Apoyar totalmente",0.27,0.036
"P39","No sabe",0.005,0.042
"P40","Inseguridad y narcotráfico",0.302,0.483
"P40","Altos impuestos y tarifas",0.148,0.212
"P40","Educación y estado de las escuelas",0.235,0.092
"P40","Inflación",0.118,0.02
"P40","Estado de la salud",0.153,0.102
"P40","Corrupción",0.034,0.012
"P40","Pobreza",0.001,0.003
"P40","Medio ambiente, incendios y contaminación",0,0.019
"P40","Falta de trabajo",0.009,0
"P40","No sabe",0,0.057
"P44","Muy buena",0.037,0.003
"P44","Buena",0.06,0.156
"P44","Ni buena ni mala",0.312,0.312
"P44","Mala",0.321,0.299
"P44","Muy mala",0.263,0.205
"P44","No sabe",0.007,0.025
"P45","Peor",0.75,0.709
"P45","Igual",0.19,0.251
"P45","Mejor",0.033,0
"P45","No sabe",0.027,0.04
"P46","Peor",0.54,0.7
"P46","Igual",0.238,0.246
"P46","Mejor",0.18,0.031
"P46","No sabe",0.042,0.023
"P47","Javier Milei",0.551,0.164
"P47","Los gobernadores",0.374,0.643
"P47","No sabe",0.075,0.193
"P48","Muy buena",0.071,0.072
"P48","Buena",0.119,0.172
"P48","Ni buena ni mala",0.222,0.362
"P48","Mala",0.344,0.257
"P48","Muy mala",0.244,0.137
"P48","No sabe",0,0
"P49","Muy buena",0.069,0.009
"P49","Buena",0.047,0.168
"P49","Ni buena ni mala",0.189,0.198
"P49","Mala",0.346,0.368
"P49","Muy mala",0.346,0.257
"P49","No sabe",0.003,0
"P50","Muy buena",0.099,0.05
"P50","Buena",0.125,0.204
"P50","Ni buena ni mala",0.204,0.38
"P50","Mala",0.293,0.059
"P50","Muy mala",0.274,0.261
"P50","No sabe",0.005,0.046
"P51","Muy buena",0.113,0.036
"P51","Buena",0.159,0.102
"P51","Ni buena ni mala",0.268,0.423
"P51","Mala",0.238,0.052
"P51","Muy mala",0.175,0.258
"P51","No sabe",0.047,0.129
"P54","Muy buena",0.167,0.199
"P54","Buena",0.103,0.207
"P54","Ni buena ni mala",0.093,0.172
"P54","Mala",0.215,0.072
"P54","Muy mala",0.415,0.35
"P54","No sabe",0.007,0
"P55","Muy buena",0.091,0.003
"P55","Buena",0.211,0.154
"P55","Ni buena ni mala",0.172,0.109
"P55","Mala",0.171,0.268
"P55","Muy mala",0.355,0.455
"P55","No sabe",0,0.011
"P56","Muy buena",0.042,0.029
"P56","Buena",0.183,0.251
"P56","Ni buena ni mala",0.137,0.156
"P56","Mala",0.202,0.336
"P56","Muy mala",0.426,0.213
"P56","No sabe",0.01,0.015
"P57","Muy buena",0.206,0.141
"P57","Buena",0.096,0.108
"P57","Ni buena ni mala",0.048,0.24
"P57","Mala",0.223,0.199
"P57","Muy mala",0.414,0.194
"P57","No sabe",0.013,0.118
"P58","Muy buena",0.344,0.011
"P58","Buena",0.173,0.18
"P58","Ni buena ni mala",0.11,0.123
"P58","Mala",0.055,0.206
"P58","Muy mala",0.316,0.462
"P58","No sabe",0.002,0.018
"P59","Muy buena",0.302,0.067
"P59","Buena",0.209,0.148
"P59","Ni buena ni mala",0.123,0.056
"P59","Mala",0.049,0.197
"P59","Muy mala",0.315,0.517
"P59","No sabe",0.002,0.015
"P60","Muy buena",0.45,0.053
"P60","Buena",0.134,0.175
"P60","Ni buena ni mala",0.098,0.108
"P60","Mala",0.071,0.05
"P60","Muy mala",0.245,0.586
"P60","No sabe",0.002,0.028
"P61","Muy buena",0.071,0.026
"P61","Buena",0.221,0.136
"P61","Ni buena ni mala",0.404,0.325
"P61","Mala",0.185,0.087
"P61","Muy mala",0.112,0.198
"P61","No sabe",0.007,0.228
