"var","categoria","Si","No"
"P05","Sergio Massa por el Frente de Todos",0.231,0.168
"P05","Horacio Rodriguez Larreta por Juntos por el Cambio",0.104,0.108
"P05","Patricia Bulrich por Juntos por el Cambio",0.201,0.203
"P05","Javier Milei por La Libertad Avanza",0.257,0.264
"P05","Al candidato del Frente de Izquierda",0.022,0.033
"P05","No sabe",0.185,0.224
"P09","Si, habitualmente",0.334,0.123
"P09","Algunas veces",0.338,0.41
"P09","Nunca, pero esta es una excepción",0.328,0.467
"P11","La política no sirve para nada",0.176,0.156
"P11","La política no me interesa",0.05,0.17
"P11","La política me interesa poco",0.127,0.138
"P11","La política me interesa",0.24,0.199
"P11","La política es muy importante",0.359,0.276
"P11","No sabe",0.048,0.061
"P12","Nunca",0.562,0.669
"P12","A veces",0.248,0.197
"P12","Siempre",0.127,0.072
"P12","No sabe",0.063,0.062
"P13","Los políticos son todos ladrones y corruptos",0.241,0.303
"P13","Los políticos sólo piensan en ellos y no en los problemas de la gente",0.195,0.212
"P13","Algunos políticos son corruptos, ladrones y no piensan en la gente, pero otros no",0.296,0.279
"P13","Los políticos tratan de solucionar los problemas de la gente, pero necesitan pelearse menos y que los controlen",0.159,0.105
"P13","Los políticos representan distintos intereses y por eso deben obtener siempre el mayor apoyo posible para lograr sus objetivos",0.077,0.053
"P13","No sabe",0.032,0.048
"P14","Con fuerza, determinación y coraje para lograr sus objetivos",0.246,0.247
"P14","Usando los mejores recursos disponibles para defender los intereses que representan",0.183,0.161
"P14","Defendiendo los intereses que representan pero sin dejar de dialogar con los adversarios",0.188,0.221
"P14","Buscando los acuerdos necesarios para obtener el mayor consenso posible para sus políticas",0.143,0.133
"P14","Negociando entre las diferentes perspectivas para reducir el enfrentamiento y el conflicto social",0.142,0.14
"P14","No sabe",0.098,0.098
"P15","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.425,0.426
"P15","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.158,0.142
"P15","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.179,0.199
"P15","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.131,0.076
"P15","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.064,0.079
"P15","No sabe",0.043,0.078
"P16","Muy de derecha",0.194,0.24
"P16","De derecha",0.278,0.229
"P16","De centro",0.303,0.308
"P16","De centro izquierda",0.17,0.146
"P16","Muy de izquierda",0.055,0.077
"P17","Muy de derecha",0.203,0.179
"P17","De derecha",0.12,0.12
"P17","De centro",0.117,0.117
"P17","De centro izquierda",0.252,0.271
"P17","Muy de izquierda",0.308,0.313
"P18","Muy de derecha",0.283,0.236
"P18","De derecha",0.313,0.29
"P18","De centro",0.193,0.224
"P18","De centro izquierda",0.102,0.121
"P18","Muy de izquierda",0.109,0.129
"P19","Muy de derecha",0.522,0.471
"P19","De derecha",0.184,0.219
"P19","De centro",0.121,0.127
"P19","De centro izquierda",0.059,0.062
"P19","Muy de izquierda",0.114,0.121
"P20","Si",0.632,0.29
"P20","No",0.368,0.71
