codigo	bloque	paleta	texto	label	aclaracion
P05	Escenarios políticos	politica	Si las elecciones presidenciales fueran mañana, ¿a qué candidatos votaría?	Intención de voto en elecciones presidenciales	Escenario 1
P06	Escenarios políticos	politica	Si las elecciones presidenciales fueran mañana, ¿a qué candidatos votaría?	Intención de voto en elecciones presidenciales	Escenario 2
P07	Escenarios políticos	politica	Si las elecciones presidenciales fueran mañana, ¿a qué candidatos votaría?	Intención de voto en elecciones presidenciales	Escenario 3
P08	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y Rodrigo De Loredo a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – De Loredo
P09	Reach de intención de voto fórmula presidencial	reach	Si Horacio Rodríguez Larreta fuera candidato a presidente y Gerardo Morales a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Rodríguez Larreta – Morales
P10	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y Maximiliano Abad a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – Abad
P11	Reach de intención de voto fórmula presidencial	reach	Si Sergio Massa fuera candidato a presidente y Juan Manzur a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Massa – Manzur
P12	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y Ricardo López Murphy a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – López Murphy
P13	Reach de intención de voto fórmula presidencial	reach	Si Horacio Rodríguez Larreta fuera candidato a presidente y Martín Lousteau a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Rodríguez Larreta – Lousteau
P14	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y Rodolfo Suárez a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – Suárez
P15	Reach de intención de voto fórmula presidencial	reach	Si Sergio Massa fuera candidato a presidente y Victoria Tolosa Paz a vicepresidenta, ud.	Intención de voto en elecciones presidenciales	Fórmula Massa – Tolosa Paz
P16	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y Luis Naidenoff a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – Naidenoff
P17	Reach de intención de voto fórmula presidencial	reach	Si Horacio Rodríguez Larreta fuera candidato a presidente y Soledad Acuña a vicepresidenta, ud.	Intención de voto en elecciones presidenciales	Fórmula Rodríguez Larreta – Acuña
P18	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y Martín Tetaz a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – Tetaz
P19	Reach de intención de voto fórmula presidencial	reach	Si Sergio Massa fuera candidato a presidente y Wado De Pedro a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Massa – De Pedro
P20	Reach de intención de voto fórmula presidencial	reach	Si Patricia Bullrich fuera candidata a presidenta y José Luis Espert a vicepresidente, ud.	Intención de voto en elecciones presidenciales	Fórmula Bullrich – Espert
P21	Fórmulas comparadas	politica	¿Quién considera usted que sería el mejor candidato a vicepresidente de Patricia Bullrich? (Preguntas procesadas considerando sólo a quienes respondieron que votarían P. Bullrich en alguno de los tres escenarios competitivos de las elecciones PASO)	Preferencia por candidatos a vicepresidente de P. Bullrich (sólo quienes la votarían en las PASO)	
P22	Fórmulas comparadas	politica	¿Quién considera usted que sería el mejor candidato a vicepresidente de Horacio Rodríguez Larreta? (Preguntas procesadas considerando sólo a quienes respondieron que votarían H. R. Larreta en alguno de los tres escenarios competitivos de las elecciones PASO)	Preferencia por candidatos a vicepresidente de H. R. Larreta (sólo quienes lo votarían en las PASO)	
P23	Fórmulas comparadas	politica	¿Quién considera usted que sería el mejor candidato a vicepresidente de Sergio Massa? (Preguntas procesadas considerando sólo a quienes respondieron que votarían S. Massa en alguno de los tres escenarios competitivos de las elecciones PASO)	Preferencia por candidatos a vicepresidente de S. Massa (sólo quienes lo votarían en las PASO)	
