"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.406,0.293,0.415,0.179
"P05","Bastante",0.262,0.309,0.248,0.256
"P05","Poco",0.185,0.221,0.164,0.233
"P05","Nada",0.125,0.127,0.15,0.232
"P05","No sabe",0.022,0.05,0.023,0.1
"P06","Siempre",0.277,0.207,0.242,0.14
"P06","Casi siempre",0.354,0.293,0.336,0.307
"P06","Casi nunca",0.28,0.375,0.294,0.279
"P06","Nunca, pero esta es una excepción",0.089,0.125,0.128,0.274
"P09","De Unión por la Patria",0.107,0.075,0.376,0.143
"P09","De Juntos por el Cambio",0.658,0.531,0.202,0.263
"P09","De los liberales libertarios",0.163,0.192,0.139,0.122
"P09","De la Izquierda",0.003,0.023,0.042,0.022
"P09","Hacemos por Nuestro País",0.028,0.027,0.013,0.023
"P09","otro",0.012,0.044,0.057,0.074
"P09","En blanco",0.003,0.03,0.083,0.117
"P09","No sabe",0.026,0.078,0.088,0.236
"P10","Unidos para Cambiar Santa Fe",0.254,0.191,0.301,0.153
"P10","Juntos Avancemos",0.424,0.287,0.235,0.159
"P10","De los liberales libertarios",0.145,0.169,0.129,0.078
"P10","De la Izquierda",0.008,0.028,0.056,0.045
"P10","En blanco",0.015,0.104,0.083,0.131
"P10","No sabe",0.154,0.221,0.196,0.434
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.686,0.259,0.052,0.134
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.124,0.299,0.197,0.167
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.009,0.058,0.094,0.1
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.076,0.106,0.234,0.091
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.029,0.036,0.11,0.053
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.034,0.054,0.066,0.054
