"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.531,0.328,0.396,0.277
"P05","Bastante",0.134,0.285,0.245,0.307
"P05","Poco",0.135,0.186,0.166,0.221
"P05","Nada",0.162,0.151,0.169,0.139
"P05","No sabe",0.038,0.05,0.024,0.056
"P06","Siempre",0.335,0.238,0.231,0.192
"P06","Casi siempre",0.375,0.309,0.294,0.347
"P06","Casi nunca",0.212,0.374,0.326,0.27
"P06","Nunca, pero esta es una excepción",0.078,0.079,0.149,0.191
"P09","De Unión por la Patria",0.495,0.345,0.153,0.215
"P09","De Juntos por el Cambio",0.383,0.329,0.385,0.31
"P09","De los liberales libertarios",0.032,0.121,0.19,0.149
"P09","De la Izquierda",0.016,0.018,0.043,0.024
"P09","Hacemos por Nuestro País",0.038,0.039,0.01,0.016
"P09","otro",0.009,0.03,0.049,0.065
"P09","En blanco",0.003,0.059,0.104,0.045
"P09","No sabe",0.024,0.059,0.066,0.176
"P10","Unidos para Cambiar Santa Fe",0.46,0.297,0.228,0.198
"P10","Juntos Avancemos",0.367,0.354,0.238,0.227
"P10","De los liberales libertarios",0.065,0.133,0.161,0.114
"P10","De la Izquierda",0.017,0.02,0.053,0.047
"P10","En blanco",0.006,0.035,0.144,0.059
"P10","No sabe",0.085,0.161,0.176,0.355
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.203,0.207,0.231,0.21
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.215,0.236,0.167,0.193
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.02,0.04,0.097,0.076
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.361,0.279,0.095,0.118
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.078,0.099,0.069,0.078
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.075,0.026,0.057,0.058
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.025,0.017,0.034,0.029
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.009,0.015,0.034,0.015
"P11","En blanco",0,0.028,0.118,0.048
"P11","No sabe",0.014,0.053,0.098,0.175
"P16","La votaría",0.379,0.167,0.214,0.132
