"var","categoria","Si","No"
"P05","Mucho",0.419,0.321
"P05","Bastante",0.301,0.247
"P05","Poco",0.195,0.194
"P05","Nada",0.075,0.195
"P05","No sabe",0.01,0.043
"P06","Siempre",0.343,0.17
"P06","Casi siempre",0.387,0.35
"P06","Casi nunca",0.212,0.328
"P06","Nunca, pero esta es una excepción",0.058,0.152
"P09","De Unión por la Patria",0.284,0.189
"P09","De Juntos por el Cambio",0.412,0.328
"P09","De los liberales libertarios",0.122,0.173
"P09","De la Izquierda",0.038,0.022
"P09","Hacemos por Nuestro País",0.004,0.021
"P09","otro",0.045,0.068
"P09","En blanco",0.037,0.083
"P09","No sabe",0.058,0.116
"P10","Unidos para Cambiar Santa Fe",0.282,0.231
"P10","Juntos Avancemos",0.305,0.248
"P10","De los liberales libertarios",0.13,0.148
"P10","De la Izquierda",0.035,0.043
"P10","En blanco",0.048,0.096
"P10","No sabe",0.2,0.234
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.25,0.22
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.211,0.186
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.07,0.073
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.158,0.14
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.087,0.073
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.056,0.059
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.035,0.019
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.017,0.021
"P11","En blanco",0.041,0.089
"P11","No sabe",0.075,0.12
"P15","Lo votaría",0.097,0.078
"P15","Puede que lo vote",0.184,0.145
"P15","Nunca lo votaría",0.366,0.415
"P15","No sabe",0.353,0.362
"P16","La votaría",0.211,0.192
"P16","Puede que la vote",0.188,0.13
"P16","Nunca la votaría",0.485,0.503
"P16","No sabe",0.116,0.175
"P17","Lo votaría",0.223,0.191
"P17","Puede que lo vote",0.168,0.165
"P17","Nunca lo votaría",0.496,0.488
"P17","No sabe",0.113,0.156
"P18","La votaría",0.096,0.08
"P18","Puede que la vote",0.125,0.11
"P18","Nunca la votaría",0.431,0.448
"P18","No sabe",0.348,0.362
"P19","La votaría",0.12,0.089
"P19","Puede que la vote",0.197,0.174
"P19","Nunca la votaría",0.474,0.504
"P19","No sabe",0.209,0.233
"P20","Lo votaría",0.201,0.153
"P20","Puede que lo vote",0.153,0.143
"P20","Nunca lo votaría",0.488,0.49
"P20","No sabe",0.158,0.214
"P21","Lo votaría",0.149,0.092
"P21","Puede que lo vote",0.149,0.11
"P21","Nunca lo votaría",0.518,0.544
"P21","No sabe",0.184,0.254
"P22","Lo votaría",0.075,0.061
"P22","Puede que lo vote",0.131,0.103
"P22","Nunca lo votaría",0.436,0.477
"P22","No sabe",0.358,0.359
"P23","Lo votaría",0.084,0.063
"P23","Puede que lo vote",0.121,0.11
"P23","Nunca lo votaría",0.537,0.493
"P23","No sabe",0.258,0.334
"P24","Lo votaría",0.074,0.057
"P24","Puede que lo vote",0.145,0.093
"P24","Nunca lo votaría",0.546,0.532
"P24","No sabe",0.235,0.318
"P25","Lo votaría",0.108,0.078
"P25","Puede que lo vote",0.186,0.145
"P25","Nunca lo votaría",0.455,0.481
"P25","No sabe",0.251,0.296
"P26","Lo votaría",0.037,0.029
"P26","Puede que la vote",0.102,0.071
"P26","Nunca la votaría",0.446,0.47
"P26","No sabe",0.415,0.43
"P27","La votaría",0.069,0.036
"P27","Puede que la vote",0.125,0.119
"P27","Nunca la votaría",0.454,0.46
"P27","No sabe",0.352,0.385
"P28","Lo votaría",0.039,0.018
"P28","Puede que la vote",0.094,0.078
"P28","Nunca la votaría",0.466,0.463
"P28","No sabe",0.401,0.441
"P29","La votaría",0.094,0.065
"P29","Puede que la vote",0.112,0.102
"P29","Nunca la votaría",0.436,0.464
"P29","No sabe",0.358,0.369
"P30","Lo votaría",0.063,0.024
"P30","Puede que la vote",0.093,0.075
"P30","Nunca la votaría",0.429,0.479
"P30","No sabe",0.415,0.422
"P31","La votaría",0.087,0.045
"P31","Puede que la vote",0.136,0.13
"P31","Nunca la votaría",0.514,0.516
"P31","No sabe",0.263,0.309
"P32","La votaría",0.058,0.035
"P32","Puede que la vote",0.087,0.069
"P32","Nunca la votaría",0.476,0.496
"P32","No sabe",0.379,0.4
"P33","Lo votaría",0.041,0.014
"P33","Puede que la vote",0.103,0.096
"P33","Nunca la votaría",0.431,0.484
"P33","No sabe",0.425,0.406
"P34","La votaría",0.018,0.027
"P34","Puede que la vote",0.092,0.073
"P34","Nunca la votaría",0.452,0.456
"P34","No sabe",0.438,0.444
