"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.387,0.436,0.395,0.287
"P05","Bastante",0.15,0.311,0.246,0.29
"P05","Poco",0.215,0.127,0.17,0.221
"P05","Nada",0.202,0.083,0.161,0.159
"P05","No sabe",0.046,0.043,0.028,0.043
"P06","Siempre",0.349,0.245,0.234,0.198
"P06","Casi siempre",0.317,0.34,0.331,0.336
"P06","Casi nunca",0.27,0.306,0.297,0.305
"P06","Nunca, pero esta es una excepción",0.064,0.109,0.138,0.161
"P09","De Unión por la Patria",0.425,0.287,0.237,0.185
"P09","De Juntos por el Cambio",0.347,0.368,0.365,0.343
"P09","De los liberales libertarios",0.094,0.137,0.168,0.143
"P09","De la Izquierda",0.02,0.037,0.024,0.028
"P09","Hacemos por Nuestro País",0.05,0.038,0.009,0.02
"P09","otro",0.028,0.025,0.048,0.069
"P09","En blanco",0,0.03,0.083,0.061
"P09","No sabe",0.036,0.078,0.066,0.151
"P10","Unidos para Cambiar Santa Fe",0.324,0.218,0.283,0.208
"P10","Juntos Avancemos",0.414,0.379,0.261,0.217
"P10","De los liberales libertarios",0.115,0.146,0.147,0.105
"P10","De la Izquierda",0.019,0.026,0.048,0.039
"P10","En blanco",0,0.017,0.103,0.086
"P10","No sabe",0.128,0.214,0.158,0.345
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.179,0.318,0.23,0.197
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.308,0.178,0.171,0.211
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.01,0.068,0.081,0.078
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.259,0.164,0.181,0.111
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.101,0.115,0.062,0.074
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.077,0.069,0.047,0.05
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.03,0.018,0.024,0.03
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0,0.023,0.027,0.015
"P11","En blanco",0.004,0.005,0.105,0.058
"P11","No sabe",0.032,0.042,0.072,0.176
"P15","Lo votaría",0.339,0.09,0.092,0.067
"P15","Puede que lo vote",0.218,0.382,0.131,0.092
"P15","Nunca lo votaría",0.236,0.255,0.593,0.173
"P15","No sabe",0.207,0.273,0.184,0.668
"P16","La votaría",0.241,0.255,0.213,0.144
"P16","Puede que la vote",0.174,0.238,0.118,0.171
"P16","Nunca la votaría",0.512,0.433,0.617,0.344
"P16","No sabe",0.073,0.074,0.052,0.341
"P17","Lo votaría",0.561,0.214,0.172,0.169
"P17","Puede que lo vote",0.05,0.404,0.102,0.208
"P17","Nunca lo votaría",0.33,0.331,0.685,0.286
"P17","No sabe",0.059,0.051,0.041,0.337
"P19","La votaría",0.256,0.093,0.095,0.087
"P19","Puede que la vote",0.23,0.37,0.137,0.132
"P19","Nunca la votaría",0.411,0.39,0.709,0.248
"P19","No sabe",0.103,0.147,0.059,0.533
"P20","Lo votaría",0.407,0.166,0.192,0.126
"P20","Puede que lo vote",0.182,0.33,0.095,0.122
"P20","Nunca lo votaría",0.328,0.329,0.648,0.315
"P20","No sabe",0.083,0.175,0.065,0.437
"P21","Lo votaría",0.339,0.111,0.103,0.086
"P21","Puede que lo vote",0.154,0.298,0.112,0.096
"P21","Nunca lo votaría",0.411,0.372,0.733,0.311
"P21","No sabe",0.096,0.219,0.052,0.507
"P22","Lo votaría",0.289,0.049,0.06,0.042
"P22","Puede que lo vote",0.26,0.315,0.084,0.045
"P22","Nunca lo votaría",0.334,0.29,0.743,0.176
"P22","No sabe",0.117,0.346,0.113,0.737
"P23","Lo votaría",0.215,0.062,0.069,0.055
"P23","Puede que lo vote",0.227,0.304,0.089,0.057
"P23","Nunca lo votaría",0.451,0.34,0.754,0.259
"P23","No sabe",0.107,0.294,0.088,0.629
"P24","Lo votaría",0.208,0.063,0.065,0.045
"P24","Puede que lo vote",0.212,0.329,0.084,0.061
"P24","Nunca lo votaría",0.469,0.395,0.752,0.291
"P24","No sabe",0.111,0.213,0.099,0.603
"P25","Lo votaría",0.128,0.086,0.081,0.092
"P25","Puede que lo vote",0.234,0.254,0.152,0.123
"P25","Nunca lo votaría",0.53,0.338,0.674,0.243
"P25","No sabe",0.108,0.322,0.093,0.542
"P26","Lo votaría",0.154,0.021,0.025,0.01
"P26","Puede que la vote",0.148,0.213,0.074,0.049
"P26","Nunca la votaría",0.478,0.297,0.753,0.153
"P26","No sabe",0.22,0.469,0.148,0.788
"P27","La votaría",0.138,0.051,0.048,0.027
"P27","Puede que la vote",0.136,0.265,0.106,0.077
"P27","Nunca la votaría",0.503,0.315,0.705,0.204
"P27","No sabe",0.223,0.369,0.141,0.692
"P28","Lo votaría",0.133,0.018,0.015,0.021
"P28","Puede que la vote",0.163,0.244,0.054,0.042
