"var","categoria","Si","No"
"P05","Mucho",0.289,0.371
"P05","Bastante",0.335,0.318
"P05","Poco",0.245,0.171
"P05","Nada",0.08,0.11
"P05","No sabe",0.051,0.03
"P06","Siempre",0.133,0.229
"P06","Casi siempre",0.324,0.283
"P06","Casi nunca",0.39,0.325
"P06","Nunca, pero esta es una excepción",0.153,0.163
"P10","Unión por la Patria",0.31,0.343
"P10","Juntos por el Cambio",0.195,0.228
"P10","De los Liberales libertarios",0.143,0.222
"P10","De la Izquierda",0.113,0.03
"P10","Hacemos por nuestro país",0.027,0.006
"P10","En blanco",0.085,0.052
"P10","No sabe",0.127,0.119
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.347,0.41
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.151,0.197
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.204,0.244
"P13","Raul Othacehé a intendente por el frente vecinal crecer",0.057,0.012
"P13","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.038,0.039
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.035,0.015
"P13","En blanco",0.078,0.009
"P13","No sabe",0.09,0.074
"P16","Si",1,0.25
"P16","No",0,0.75
"P17","Sergio Massa a presidente por Unión por la Patria.",0.385,0.293
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.207,0.114
"P17","Javier Milei a presidente por la Libertad Avanza",0.264,0.319
"P17","Los candidatos a presidente de la Izquierda",0.023,0.081
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.066,0.016
"P17","En blanco",0.04,0.015
"P17","No sabe",0.015,0.162
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.549,0.318
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.164,0.202
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.154,0.267
"P20","El candidato a gobernador de la Izquierda",0.051,0.033
"P20","En blanco",0.017,0.007
"P20","No sabe",0.065,0.173
"P23","Gustavo Menéndez a intendente por Unión por la Patria.",0.177,0.334
"P23","Zencich a intendente por Juntos por el Cambio",0.168,0.151
"P23","Eduardo Varela a intendente por la Libertad Avanza",0.074,0.24
"P23","Raul Othacehé a intendente por el frente vecinal crecer",0.2,0.026
"P23","El candidato a intendente de la Izquierda",0.202,0.072
"P23","En blanco",0.106,0.006
"P23","No sabe",0.073,0.171
"P26","Totalmente seguro.",0.637,0.641
"P26","Bastante seguro",0.174,0.193
"P26","Algo seguro",0.114,0.049
"P26","Para nada seguro",0.075,0.117
"P27","Tiene Decidido que va a ir a votar.",0.87,0.872
"P27","Tiene dudas sobre si va a ir a  votar",0.102,0.1
"P27","Tiene Decidido que no va a ir a votar",0.028,0.028
"P28","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.426,0.433
"P28","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.16,0.15
"P28","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.199,0.194
"P28","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.047,0.074
"P28","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.092,0.074
"P28","No sabe",0.076,0.075
"P29","No estaba enterado del tema",0.138,0.099
"P29","Un tema de la vida privada de él",0.088,0.112
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.299,0.238
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.216,0.236
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.178,0.256
"P29","No sabe",0.081,0.059
"P30","Si",0.763,0.81
"P30","No",0.237,0.19
"P31","Sergio Massa",0.262,0.383
"P31","Patria Bullrich",0.137,0.145
"P31","Javier Milei",0.249,0.283
"P31","Myriam Bregman",0.272,0.146
"P31","Juan Schiaretti",0.08,0.043
"P32","Ha aumentado significativamente",0.091,0.128
"P32","Ha aumentado ligeramente",0.242,0.183
"P32","Se mantiene igual",0.345,0.274
"P32","Ha disminuido ligeramente",0.112,0.204
"P32","Ha disminuido significativamente",0.21,0.211
"P33","No, ninguna dificultad",0.284,0.215
"P33","Alguna dificultad ocasional",0.349,0.364
"P33","Sí, dificultades frecuentes",0.367,0.421
"P34","Sí, absolutamente",0.667,0.459
"P34","Sí, en cierta medida",0.219,0.322
"P34","No, en absoluto",0.114,0.219
"P35","Reducir la inflación",0.332,0.397
"P35","Implementar reformas fiscales",0.103,0.065
"P35","Establecer políticas de control de precios",0.162,0.191
"P35","Reducir el gasto público",0.232,0.304
"P35","Estimular la inversión extranjera",0.073,0.022
"P35","Aumentar los subsidios a los servicios públicos",0.098,0.021
"P36","Muy positiva",0.111,0.199
"P36","Positiva",0.182,0.193
"P36","Neutral",0.332,0.207
"P36","Algo negativa",0.068,0.088
"P36","Negativa",0.103,0.066
"P36","No sabe",0.204,0.247
"P37","Muy positiva",0.394,0.396
"P37","Positiva",0.247,0.196
"P37","Neutral",0.157,0.22
"P37","Algo negativa",0.03,0.058
"P37","Negativa",0.099,0.062
"P37","No sabe",0.073,0.068
"P38","Muy positiva",0.143,0.254
"P38","Positiva",0.136,0.239
"P38","Neutral",0.407,0.208
"P38","Algo negativa",0.094,0.098
"P38","Negativa",0.083,0.108
"P38","No sabe",0.137,0.093
"P39","Muy positiva",0.338,0.47
"P39","Positiva",0.216,0.227
"P39","Neutral",0.297,0.181
"P39","Algo negativa",0.07,0.035
"P39","Negativa",0.059,0.055
"P39","No sabe",0.02,0.032
"P40","Muy positiva",0.46,0.372
"P40","Positiva",0.154,0.229
"P40","Neutral",0.215,0.193
"P40","Algo negativa",0.013,0.058
"P40","Negativa",0.074,0.059
"P40","No sabe",0.084,0.089
"P41","Lo votaría",0.194,0.402
"P41","Puede que lo vote",0.214,0.047
"P41","Nunca lo votaría",0.446,0.475
"P41","No sabe",0.146,0.076
"P42","Lo votaría",0.096,0.187
"P42","Puede que lo vote",0.155,0.088
"P42","Nunca lo votaría",0.582,0.631
"P42","No sabe",0.167,0.094
"P43","Lo votaría",0.158,0.24
"P43","Puede que lo vote",0.122,0.066
"P43","Nunca lo votaría",0.625,0.649
"P43","No sabe",0.095,0.045
"P44","Lo votaría",0.178,0.092
"P44","Puede que lo vote",0.209,0.077
"P44","Nunca lo votaría",0.505,0.704
"P44","No sabe",0.108,0.127
"P45","Si",0.419,0.37
"P45","No",0.581,0.63
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.426,0.406
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.173,0.187
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.25,0.257
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.033,0.044
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.061,0.018
"PRESIDENTE","En blanco",0.042,0.014
"PRESIDENTE","No sabe",0.015,0.074
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.554,0.414
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.168,0.204
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.154,0.248
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.063,0.03
"GOBERNADOR","En blanco",0.016,0.026
"GOBERNADOR","No sabe",0.045,0.078
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria.",0.146,0.41
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.153,0.186
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.062,0.246
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.243,0.013
"INTENDENTE","El candidato a intendente de la Izquierda",0.183,0.04
"INTENDENTE","En blanco",0.126,0.025
"INTENDENTE","No sabe",0.087,0.08
