"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.91,0.874,0.896,0.61,0.889,0.612
"P05","Tiene dudas sobre si va a ir a  votar",0.072,0.114,0.051,0.322,0.111,0.388
"P05","Tiene Decidido que no va a ir a votar",0.018,0.012,0.053,0.068,0,0
"P06","Mucho",0.58,0.505,0.417,0.386,0.478,0.431
"P06","Bastante",0.282,0.339,0.451,0.352,0.395,0.181
"P06","Poco",0.087,0.129,0.118,0.226,0.011,0.183
"P06","Nada",0.042,0.027,0.014,0.036,0.116,0.113
"P06","No sabe",0.009,0,0,0,0,0.092
"P07","Siempre",0.267,0.233,0.201,0.144,0.441,0.36
"P07","Casi siempre",0.36,0.329,0.307,0.306,0.297,0.327
"P07","Casi nunca",0.255,0.324,0.399,0.488,0.112,0
"P07","Nunca, pero esta es una excepción",0.118,0.114,0.093,0.062,0.15,0.313
"P11","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.541,0.237,0.163,0.064,0.25,0.379
"P11","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.082,0.295,0.306,0.292,0.469,0.071
"P11","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.234,0.373,0.408,0.229,0.248,0
"P11","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.013,0.015,0.007,0,0,0.161
"P11","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.057,0.032,0.092,0.246,0.004,0
"P11","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.026,0.017,0,0.057,0.022,0
"P11","En blanco",0.003,0.005,0,0.079,0.007,0.092
"P11","No sabe",0.044,0.026,0.024,0.033,0,0.297
"P14","Totalmente seguro.",0.826,0.632,0.637,0.759,0.848,0.46
"P14","Bastante seguro",0.093,0.175,0.042,0.041,0.142,0
"P14","Algo seguro",0.047,0.112,0.284,0.072,0.01,0
"P14","Para nada seguro",0.034,0.081,0.037,0.128,0,0.54
"P18","Si",0.504,0.459,0.429,0.43,0.466,0.635
"P18","No",0.496,0.541,0.571,0.57,0.534,0.365
"P19","Pablo Todero a Diputado Nacional por Unión por la Patria",0.239,0.055,0.047,0.126,0.137,0.304
"P19","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.097,0.24,0.251,0.126,0.374,0.036
"P19","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.17,0.208,0.279,0.184,0.034,0
"P19","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.292,0.086,0.188,0.128,0.218,0
"P19","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.09,0.161,0.126,0.138,0,0
"P19","En blanco",0.042,0.045,0.067,0.171,0.237,0
"P19","No sabe",0.07,0.205,0.042,0.127,0,0.66
"P22","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.305,0.429,0.653,0.396,0.567,0.604
"P22","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.167,0.306,0.138,0.09,0.232,0.222
"P22","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.38,0.097,0.058,0.269,0.162,0.065
"P22","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.06,0.009,0.063,0.084,0,0
"P22","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.044,0.088,0.041,0.078,0.021,0
"P22","No sabe",0.044,0.071,0.047,0.083,0.018,0.109
"P23","No estaba enterado del tema",0.172,0.075,0.214,0.096,0.159,0.113
"P23","Un tema de la vida privada de él",0.234,0.171,0.029,0.186,0.231,0.167
"P23","Un hecho vergonzoso de exclusiva responsabilidad de él",0.392,0.294,0.234,0.237,0.066,0.16
"P23","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.043,0.173,0.134,0.105,0.235,0
"P23","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.138,0.269,0.365,0.376,0.294,0.338
"P23","No sabe",0.021,0.018,0.024,0,0.015,0.222
"P24","Ha aumentado significativamente",0.262,0.042,0.054,0.011,0.085,0
"P24","Ha aumentado ligeramente",0.239,0.259,0.188,0.103,0.081,0.065
"P24","Se mantiene igual",0.247,0.328,0.392,0.267,0.218,0.363
"P24","Ha disminuido ligeramente",0.148,0.182,0.11,0.27,0.187,0.167
"P24","Ha disminuido significativamente",0.104,0.189,0.256,0.349,0.429,0.405
"P25","No, ninguna dificultad",0.535,0.249,0.164,0.228,0.521,0.274
"P25","Alguna dificultad ocasional",0.272,0.451,0.369,0.302,0.118,0.341
"P25","Sí, dificultades frecuentes",0.193,0.3,0.467,0.47,0.361,0.385
"P26","Sí, absolutamente",0.685,0.492,0.273,0.395,0.105,0.634
"P26","Sí, en cierta medida",0.198,0.363,0.431,0.271,0.256,0.019
"P26","No, en absoluto",0.117,0.145,0.296,0.334,0.639,0.347
"P27","Reducir la inflación",0.502,0.465,0.476,0.443,0.367,0.581
"P27","Implementar reformas fiscales",0.122,0.155,0.118,0.05,0.04,0
"P27","Establecer políticas de control de precios",0.2,0.107,0.093,0.109,0.025,0.308
"P27","Reducir el gasto público",0.149,0.22,0.219,0.379,0.526,0.111
"P27","Estimular la inversión extranjera",0.019,0.036,0.094,0.007,0.042,0
"P27","Aumentar los subsidios a los servicios públicos",0.008,0.017,0,0.012,0,0
"P28","Muy positiva",0.424,0.182,0.129,0.097,0.043,0
"P28","Positiva",0.231,0.347,0.129,0.233,0.05,0.219
"P28","Neutral",0.199,0.27,0.563,0.294,0.277,0.075
"P28","Algo negativa",0.036,0.082,0.044,0.205,0.09,0.178
"P28","Negativa",0.016,0.029,0.057,0.136,0.452,0.092
